sid,year,id_s_fr,age,female
44683,2015,03000010119,63,0
44688,2015,03000010107,50,1
44737,2014,03000010151,48,1
44738,2012,03000010190,55,0
44738,2013,03000010190,56,0
44738,2014,,57,0
44738,2015,03000010190,58,0
44748,2012,03000010140,62,1
44748,2013,03000010140,63,1
44748,2014,03000010140,64,1
44748,2015,03000010140,65,1
44784,2012,03000010161,69.315788,1
44784,2013,03000010360,71,1
44784,2014,03000010360,71,1
44804,2014,,50,0
44804,2015,03000010103,51,0
44814,2012,03000010106,48,1
44814,2013,03000010106,49,1
44814,2014,03000010106,50,1
44814,2015,03000010106,51,1
44856,2012,,45,1
44856,2013,,46,1
44856,2014,,47,1
44856,2015,03000010136,48,1
44864,2012,03000010226,54,1
44864,2013,03000010226,55,1
44864,2014,03000010226,57,1
44886,2013,,56,0
44886,2014,,57,0
44886,2015,,58,0
44890,2012,03000010354,50,1
44908,2012,03000010160,58,0
44908,2013,03000010160,59,0
44908,2014,03000010160,60,0
44910,2012,,52,1
44910,2013,,53,1
44910,2014,,54,1
44910,2015,,55,1
44920,2012,03000010289,56,1
44920,2013,03000010289,57,1
44920,2014,03000010289,58,1
44952,2012,03000010291,51,1
44952,2013,03000010291,52,1
44952,2014,03000010291,53,1
44952,2015,03000010291,54,1
44973,2012,03000010857,46,1
44973,2013,03000010857,47,1
44973,2014,03000010857,48,1
44973,2015,03000010857,49,1
44991,2012,03000010123,51,1
44991,2013,03000010123,52,1
44991,2014,03000010123,53,1
44991,2015,03000010123,54,1
45023,2012,03000010249,54,1
45023,2013,03000010249,55,1
45023,2014,03000010249,56,1
45023,2015,03000010249,57,1
45046,2012,03000010225,46,1
45046,2013,,47,1
45046,2014,,48,1
45046,2015,,49,1
45084,2012,03000010175,43,1
45084,2013,03000010175,44,1
45084,2014,03000010175,45,1
45084,2015,03000010175,46.055557,1
45101,2012,03000010288,48,1
45101,2013,03000010288,49,1
45101,2014,03000010288,50,1
45101,2015,03000010288,51,1
45120,2012,03000010180,63,0
45120,2013,03000010180,64,0
45120,2014,03000010180,65,0
45120,2015,03000010180,66,0
45157,2012,03000010364,45,1
45157,2013,03000010364,46,1
45157,2014,03000010364,47,1
45157,2015,03000010364,48,1
45239,2012,03000010156,46,1
45239,2013,03000010156,47,1
45239,2014,03000010156,48,1
45239,2015,03000010156,49,1
45241,2012,03000010160,68,1
45241,2013,03000010160,69,1
45241,2014,03000010160,70,1
45241,2015,03000010160,71,1
45261,2012,03000010136,44,1
45261,2013,03000010136,45,1
45261,2014,03000010136,46,1
45261,2015,03000010136,47,1
45262,2012,03000010121,55,0
45262,2013,03000010121,56,0
45262,2014,03000010121,57,0
45262,2015,03000010121,58,0
45273,2012,03000010151,48,1
45273,2013,03000010151,49,1
45273,2014,03000010151,50,1
45273,2015,03000010151,51,1
45394,2012,03000010288,44,1
45394,2013,03000010288,45,1
45394,2014,03000010288,46,1
45394,2015,03000010288,47,1
45409,2012,03000010291,57,0
45430,2012,03000010106,49,1
45430,2013,03000010106,50,1
45430,2014,03000010106,51,1
45430,2015,03000010106,52,1
45432,2012,03000010136,58,1
45432,2013,03000010136,59,1
45432,2014,03000010136,60,1
45432,2015,03000010136,61,1
45438,2012,03000010358,49,1
45438,2013,03000010358,50,1
45438,2014,03000010358,51,1
45489,2012,03000010180,45,1
45489,2013,03000010180,46,1
45489,2014,03000010180,47,1
45489,2015,03000010180,48,1
45509,2012,03000010190,54,0
45509,2013,03000010324,55,0
45509,2014,03000010324,56,0
45509,2015,03000010324,57,0
45570,2012,03000010175,48,1
45570,2013,03000010175,49,1
45570,2014,03000010175,50,1
45579,2012,03000010105,44,1
45579,2013,03000010105,45,1
45579,2014,03000010105,46,1
45579,2015,03000010105,47,1
45715,2012,,50,0
45715,2013,,51,0
45715,2014,,52,0
45715,2015,,53,0
45739,2012,03000010309,65,1
45739,2013,03000010309,66,1
45739,2014,03000010309,67,1
45794,2012,03000010151,63,1
45794,2013,03000010151,64,1
45794,2014,03000010151,65,1
45794,2015,03000010151,66,1
45796,2012,03000010226,48,1
45796,2013,03000010226,49,1
45796,2014,03000010226,50,1
45796,2015,03000010226,51,1
45844,2012,03000010107,54,1
45844,2013,03000010107,55,1
45844,2014,03000010107,56,1
45844,2015,03000010107,57,1
45845,2012,03000010300,49,1
45845,2013,03000010300,50,1
45845,2014,03000010300,51,1
45845,2015,03000010300,52,1
45852,2012,03000010352,53.058823,0
45852,2013,03000010352,54.080002,0
45852,2014,03000010368,55.085106,0
45852,2015,03000010368,56,0
45890,2012,03000010175,51,1
45890,2013,03000010175,52,1
45890,2014,03000010175,53,1
45890,2015,03000010175,54,1
45895,2012,03000010110,46,0
45895,2013,03000010110,47,0
45895,2014,03000010110,48,0
45895,2015,03000010110,49,0
45898,2012,03000010354,48,1
45898,2013,03000010354,49,1
45898,2014,03000010354,50,1
45898,2015,03000010354,51,1
45903,2012,,48,1
45903,2013,,49,1
45903,2014,,50,1
45903,2015,,51,1
45931,2012,,48,1
45931,2013,,49,1
45931,2014,,50,1
45931,2015,,51,1
45980,2012,03000010140,52,1
45980,2013,03000010140,53,1
45980,2014,,54,1
45980,2015,,55,1
45995,2012,03000010360,48,0
45995,2013,03000010360,49,0
45995,2014,03000010360,50,0
45995,2015,03000010360,51,0
46002,2012,03000010287,52,1
46002,2013,03000010287,53,1
46002,2014,03000010287,54,1
46002,2015,03000010287,55,1
46007,2012,03000010380,62,1
46007,2013,03000010380,64,1
46007,2014,03000010380,64,1
46027,2012,03000010364,51,1
46027,2013,03000010364,52,1
46027,2014,03000010364,53,1
46027,2015,03000010364,54,1
46031,2012,,46,0
46031,2013,,47,0
46031,2014,,48,0
46031,2015,,49,0
46100,2012,03000010190,52,1
46100,2013,03000010190,53,1
46100,2014,03000010190,54,1
46100,2015,03000010190,55,1
46114,2012,03000010354,46,1
46114,2013,03000010354,47,1
46114,2014,03000010354,48,1
46114,2015,03000010354,49,1
46120,2012,03000010152,61,1
46120,2013,03000010152,62,1
46120,2014,03000010152,63,1
46123,2012,03000010106,44,1
46123,2013,03000010106,45,1
46123,2014,03000010106,46,1
46123,2015,03000010106,47,1
46127,2012,03000010119,64,0
46127,2013,03000010119,65,0
46127,2014,03000010119,66,0
46142,2012,,46,1
46142,2013,,47,1
46142,2014,,48,1
46142,2015,,49,1
46232,2012,03000010352,51,1
46232,2013,03000010324,52,1
46232,2014,03000010324,53,1
46232,2015,03000010324,54,1
46234,2012,03000010857,44,1
46234,2013,03000010857,45,1
46234,2014,03000010857,46,1
46234,2015,03000010857,47,1
46246,2012,03000010161,49.021053,0
46246,2013,03000010103,50,0
46246,2014,03000010103,51,0
46246,2015,03000010103,52,0
46249,2012,03000010380,58,0
46249,2013,03000010380,59,0
46249,2014,03000010380,60,0
46249,2015,03000010380,61,0
46266,2012,,49,0
46266,2013,,50,0
46266,2014,,52,0
46300,2012,03000010161,51,1
46300,2013,03000010161,52,1
46300,2014,03000010161,53,1
46300,2015,03000010161,54,1
46305,2012,03000010130,55,1
46305,2013,03000010130,56,1
46305,2014,03000010130,57,1
46305,2015,03000010130,58,1
46314,2012,,51,1
46314,2013,,52,1
46314,2014,,53,1
46315,2012,,55,1
46315,2013,,56,1
46315,2015,03000010857,58,1
46344,2012,03000010103,47,1
46344,2013,03000010103,48,1
46344,2014,03000010103,49,1
46344,2015,03000010103,50,1
46376,2012,03000010287,49,1
46376,2013,03000010110,50,1
46376,2014,03000010287,51,1
46376,2015,03000010287,52,1
46413,2012,03000010121,52,1
46413,2013,03000010121,53,1
46413,2014,03000010121,54,1
46413,2015,03000010121,55,1
46421,2012,03000010107,50,1
46421,2013,03000010107,51,1
46421,2014,03000010107,52,1
46421,2015,03000010107,53,1
46443,2012,,44,1
46443,2013,,45,1
46443,2014,,46,1
46443,2015,03000010105,47,1
46444,2012,03000010165,57,1
46444,2013,03000010165,58,1
46444,2014,03000010165,59,1
46444,2015,03000010165,60,1
46469,2012,03000010161,46,0
46469,2013,,47,0
46469,2014,,48,0
46469,2015,,49,0
46476,2012,03000010104,44,1
46476,2013,03000010106,45,1
46476,2014,03000010104,46,1
46476,2015,03000010104,47,1
46523,2014,03000010364,47,1
46523,2015,03000010364,48,1
46539,2012,03000010249,49,0
46539,2013,03000010249,50,0
46539,2014,03000010249,51,0
46539,2015,03000010249,52,0
46602,2012,03000010193,49,0
46602,2013,03000010193,50,0
46602,2014,,51,0
46602,2015,,52,0
46615,2012,03000010354,44,0
46615,2013,03000010354,45,0
46615,2014,03000010110,46,0
46615,2015,03000010354,47,0
46623,2012,03000010288,55,1
46623,2013,03000010288,56,1
46623,2014,03000010288,57,1
46623,2015,03000010288,58,1
46672,2012,03000010119,61,0
46672,2013,03000010119,62,0
46672,2014,03000010119,63,0
46687,2012,03000010289,45,1
46687,2013,03000010289,46,1
46687,2014,03000010289,47,1
46687,2015,03000010289,48,1
46704,2012,,44,1
46704,2013,,45,1
46704,2014,,46,1
46704,2015,,47,1
46707,2012,01003470109,48,1
46707,2013,03000010179,49,1
46707,2014,03000010179,50,1
46707,2015,03000010179,51,1
46730,2012,03000010354,44,1
46730,2013,03000010354,45,1
46730,2014,03000010000,46.111111,1
46730,2015,03000010354,47,1
46739,2012,,44,1
46739,2013,,45,1
46739,2014,,46,1
46775,2012,03000010110,64,1
46775,2013,03000010110,65,1
46775,2014,03000010110,66,1
46798,2012,03000010225,52,1
46798,2013,03000010225,53,1
46798,2014,03000010225,54,1
46822,2012,03000010362,61,1
46822,2013,03000010362,62,1
46822,2014,,63,1
46822,2015,,64,1
46897,2012,03000010144,48,1
46897,2013,03000010144,49,1
46897,2014,03000010144,50,1
46897,2015,03000010144,51,1
46912,2012,03000010190,51.065933,1
46912,2013,03000010190,52,1
46912,2014,03000010190,53,1
46912,2015,03000010190,54,1
46920,2012,03000010857,46,1
46920,2013,03000010857,47,1
46920,2014,03000010857,48,1
46920,2015,03000010857,49,1
46932,2012,03000010123,46,1
46932,2013,03000010123,47,1
46932,2014,03000010123,48,1
46932,2015,03000010123,49,1
46951,2012,03000010165,47,0
46951,2013,03000010165,48,0
46951,2014,03000010165,49,0
46951,2015,03000010165,50,0
46960,2012,03000010364,47,0
46960,2013,03000010364,48,0
46960,2014,03000010364,49,0
46960,2015,03000010364,50,0
46963,2012,03000010380,52,0
46963,2013,03000010380,53,0
46963,2014,03000010380,54,0
46963,2015,03000010380,55,0
46977,2012,,62,0
46977,2013,,63,0
46977,2014,,64,0
46977,2015,03000010857,65,0
46989,2012,03000010180,57,1
46989,2013,03000010180,58,1
46989,2014,03000010180,59,1
46989,2015,03000010180,60,1
47002,2012,03000010362,54,0
47002,2013,03000010362,55,0
47002,2014,03000010362,56,0
47002,2015,03000010362,57,0
47008,2012,03000010175,52,1
47008,2013,03000010175,53,1
47008,2014,03000010175,54,1
47008,2015,03000010175,55,1
47012,2012,03000010110,50,1
47012,2013,03000010110,51,1
47012,2014,03000010110,52,1
47012,2015,03000010110,53,1
47041,2012,,46,0
47041,2013,,47,0
47041,2014,,48,0
47041,2015,,49,0
47054,2012,03000010364,45,0
47054,2013,03000010364,46,0
47054,2014,03000010364,47,0
47054,2015,03000010364,48,0
47070,2012,03000010140,48,1
47070,2013,,49,1
47070,2014,,50,1
47070,2015,,51,1
47086,2012,03000010105,44,1
47086,2013,03000010105,45,1
47086,2014,03000010105,46,1
47086,2015,03000010105,47,1
47118,2012,03000010156,58,1
47118,2013,03000010156,59,1
47118,2014,03000010156,60,1
47118,2015,03000010156,61,1
47122,2012,03000010132,48,1
47122,2013,03000010132,49,1
47122,2014,03000010132,50,1
47122,2015,03000010132,51,1
47165,2012,03000010105,44,1
47165,2013,03000010105,45,1
47165,2014,03000010105,46,1
47165,2015,03000010105,47,1
47203,2012,03000010110,45,0
47203,2013,03000010110,46,0
47203,2014,03000010110,47,0
47203,2015,03000010110,48,0
47246,2012,03000010190,45,1
47246,2013,03000010190,46,1
47246,2014,03000010190,47,1
47246,2015,03000010190,48,1
47252,2012,03000010106,45,1
47252,2013,03000010106,46,1
47252,2014,03000010106,47,1
47252,2015,03000010106,48,1
47258,2012,03000010105,44,1
47258,2013,03000010105,45,1
47258,2014,03000010105,46,1
47258,2015,03000010105,47,1
47267,2012,03000010152,47,1
47267,2013,03000010152,48,1
47267,2014,03000010152,49,1
47267,2015,03000010152,50,1
47281,2012,03000010135,58,1
47281,2013,03000010135,59,1
47281,2014,,60,1
47281,2015,,61,1
47282,2012,03000010309,64,1
47282,2013,03000010309,65,1
47282,2014,03000010309,67,1
47288,2012,03000010152,60,0
47288,2013,03000010152,61,0
47288,2014,03000010152,62,0
47320,2012,03000010362,64,1
47320,2013,03000010362,65,1
47320,2014,,66,1
47324,2012,03000010155,50,1
47324,2013,03000010155,51,1
47324,2014,03000010155,52,1
47324,2015,03000010155,53,1
47327,2012,,45,1
47327,2013,,46,1
47327,2014,,47,1
47327,2015,,48,1
47332,2012,03000010165,46,1
47332,2013,03000010165,47,1
47332,2014,03000010165,48,1
47332,2015,03000010165,49,1
47339,2012,03000010107,45,1
47339,2013,03000010107,46,1
47339,2014,03000010179,47,1
47339,2015,03000010179,48,1
47343,2012,03000010160,55,1
47343,2013,03000010160,56,1
47343,2014,03000010160,57.052631,1
47343,2015,03000010160,58.049999,1
47356,2012,03000010256,63,1
47356,2013,03000010256,64,1
47356,2014,03000010256,65,1
47364,2012,03000010256,52,1
47364,2013,03000010107,53,1
47364,2014,03000010160,54,1
47364,2015,03000010160,55,1
47369,2012,,51,1
47369,2013,,52,1
47369,2014,,53,1
47372,2012,03000010193,55,1
47372,2013,03000010193,56,1
47372,2014,03000010193,57,1
47372,2015,03000010193,58,1
47380,2012,03000010288,62,1
47380,2013,03000010288,63,1
47380,2014,03000010288,64,1
47380,2015,03000010288,65,1
47390,2012,03000010180,62,1
47390,2013,03000010180,63,1
47390,2014,03000010180,64,1
47409,2012,03000010354,43,1
47409,2013,03000010354,44,1
47409,2014,03000010354,45,1
47409,2015,03000010354,46,1
47411,2012,03000010190,56,0
47411,2013,03000010190,57,0
47411,2014,03000010190,58,0
47411,2015,03000010190,59,0
47478,2012,03000010160,44,1
47478,2013,03000010160,45,1
47478,2014,03000010160,46,1
47478,2015,03000010160,47,1
47482,2012,03000010161,45,1
47482,2013,03000010161,46,1
47482,2014,03000010161,47,1
47482,2015,03000010161,48,1
47486,2012,,50,1
47486,2013,,51,1
47486,2014,,52,1
47486,2015,,53,1
47502,2012,03000010309,44,1
47502,2013,03000010309,45,1
47502,2014,03000010309,46,1
47502,2015,03000010309,47,1
47578,2012,03000010180,43,1
47578,2013,03000010180,44,1
47578,2014,03000010180,45,1
47578,2015,03000010180,46,1
47580,2012,03000010249,43,1
47580,2013,03000010287,44,1
47580,2014,03000010249,45,1
47580,2015,03000010249,46,1
47584,2012,03000010151,57,1
47584,2013,03000010151,58,1
47584,2014,03000010151,59,1
47584,2015,03000010151,60,1
47589,2012,03000010103,44,1
47589,2013,03000010103,45,1
47589,2014,03000010103,46,1
47589,2015,03000010103,47,1
47613,2012,03000010180,45,1
47613,2013,03000010180,46,1
47613,2014,03000010180,47,1
47613,2015,03000010180,48,1
47664,2012,03000010021,44,1
47664,2013,,45,1
47664,2014,,46,1
47664,2015,,47,1
47681,2012,03000010282,45,1
47681,2013,03000010282,45,1
47681,2014,03000010282,46.00658,1
47681,2015,03000010282,47,1
47698,2012,03000010155,47,1
47698,2013,03000010155,48,1
47698,2014,03000010155,49,1
47698,2015,03000010155,50,1
47743,2012,03000010289,46,1
47743,2013,03000010289,47,1
47743,2014,03000010289,48,1
47743,2015,03000010289,49,1
47749,2012,03000010226,57,1
47749,2013,03000010226,58,1
47749,2014,03000010226,59,1
47749,2015,03000010226,60,1
47804,2012,03000010151,44,1
47804,2013,03000010151,45,1
47804,2014,03000010151,46,1
47804,2015,03000010151,47,1
47812,2012,03000010364,48,1
47812,2013,03000010364,49,1
47812,2014,03000010364,50,1
47812,2015,03000010364,51,1
47910,2012,03000010103,44,1
47910,2013,03000010103,45,1
47910,2014,03000010103,46,1
47910,2015,03000010103,47,1
47942,2012,03000010857,45,1
47942,2013,03000010857,46,1
47942,2014,03000010857,47,1
47942,2015,03000010857,48,1
47957,2012,03000010021,47,1
47962,2012,03000010136,43,1
47962,2013,03000010136,44,1
47962,2014,03000010136,45,1
47962,2015,03000010136,46,1
47998,2012,03000010364,56,1
47998,2013,03000010364,57,1
47998,2014,03000010364,58,1
47998,2015,03000010364,59,1
48032,2012,03000010119,50,1
48032,2013,03000010119,51,1
48032,2014,03000010119,52,1
48032,2015,03000010119,53,1
48078,2012,03000010289,43,1
48078,2013,03000010289,44,1
48078,2014,03000010289,45,1
48078,2015,03000010289,46,1
48090,2012,03000010123,43,1
48090,2013,03000010123,44,1
48090,2014,03000010123,45,1
48090,2015,03000010123,46,1
48115,2012,03000010021,54,0
48115,2013,03000010021,55,0
48115,2014,,56,0
48115,2015,,57,0
48127,2012,03000010857,45,0
48127,2013,03000010857,46,0
48127,2014,03000010151,47,0
48127,2015,03000010857,48,0
48129,2012,03000010119,46,1
48129,2013,03000010119,47,1
48129,2014,03000010119,48,1
48129,2015,03000010119,49,1
48146,2012,03000010119,49,1
48146,2013,03000010364,50,1
48146,2014,03000010119,51,1
48146,2015,03000010364,52,1
48156,2012,03000010316,58,1
48156,2013,03000010316,59,1
48156,2014,03000010316,60,1
48168,2014,03000010309,46,0
48183,2012,03000010362,50,1
48183,2013,03000010362,51,1
48183,2014,03000010362,52,1
48187,2014,,53,1
48187,2015,03000010104,54,1
48189,2012,03000010165,59,1
48189,2013,03000010165,60,1
48189,2014,03000010165,61,1
48189,2015,03000010165,62,1
48218,2012,03000010119,44,1
48218,2013,03000010119,45,1
48218,2014,03000010119,46,1
48218,2015,03000010119,47,1
48223,2012,03000010380,62,1
48223,2013,03000010380,63,1
48243,2012,03000010160,43,1
48243,2013,03000010160,44,1
48243,2014,03000010160,45,1
48243,2015,03000010160,46,1
48254,2012,03000010287,61,1
48262,2012,03000010175,59,1
48262,2013,,60,1
48262,2014,,61,1
48284,2012,03000010249,45,1
48284,2013,03000010249,46,1
48284,2014,03000010249,47,1
48284,2015,03000010249,48,1
48301,2012,03000010380,46,1
48301,2013,03000010380,47,1
48301,2014,03000010380,48,1
48301,2015,03000010380,49,1
48302,2014,03000010288,49,1
48302,2015,03000010288,50,1
48304,2012,03000010190,62,0
48304,2013,03000010190,63,0
48304,2014,03000010190,64,0
48304,2015,03000010190,65,0
48313,2012,03000010289,51.046513,1
48313,2013,03000010106,52,1
48313,2014,03000010106,53,1
48313,2015,03000010106,54,1
48326,2012,03000010249,48,1
48326,2013,03000010249,49,1
48326,2014,03000010249,50,1
48326,2015,03000010249,51,1
48340,2012,03000010190,69,1
48340,2013,03000010190,70,1
48340,2014,03000010190,71,1
48358,2012,03000010288,45,1
48358,2013,,46,1
48358,2014,,47,1
48358,2015,03000010000,48.047245,1
48371,2012,03000010110,47,1
48371,2013,03000010175,48,1
48371,2014,03000010110,49,1
48371,2015,03000010110,50,1
48374,2012,03000010156,53,1
48374,2013,03000010156,54,1
48374,2014,03000010156,55,1
48374,2015,03000010156,56,1
48379,2012,03000010354,43,1
48379,2013,03000010354,44,1
48379,2014,03000010354,45,1
48379,2015,03000010354,46,1
48387,2012,03000010152,43,1
48387,2013,03000010152,44,1
48387,2014,03000010152,45,1
48387,2015,03000010152,46,1
48389,2012,03000010190,47,1
48389,2013,03000010190,48,1
48389,2014,03000010190,49,1
48389,2015,03000010190,50,1
48418,2012,03000010155,58,1
48418,2013,03000010155,59,1
48418,2014,03000010155,60,1
48418,2015,03000010155,61,1
48431,2012,,61,1
48431,2013,,61,1
48431,2014,,62,1
48466,2012,03000010167,43,1
48466,2013,03000010167,44,1
48466,2014,03000010167,45,1
48466,2015,03000010167,46,1
48492,2012,03000010225,49,1
48492,2013,03000010225,50,1
48492,2014,03000010225,51,1
48492,2015,03000010225,52,1
48497,2012,03000010179,50,1
48497,2013,03000010179,51,1
48497,2014,03000010175,52,1
48497,2015,03000010179,53,1
48501,2012,03000010226,64,0
48501,2013,,65,0
48501,2014,,66,0
48509,2012,03000010121,47,0
48509,2013,03000010121,48,0
48509,2014,03000010121,49,0
48509,2015,03000010121,50,0
48513,2012,03000010193,45,1
48513,2013,03000010193,46,1
48513,2014,03000010193,47,1
48513,2015,03000010193,48,1
48526,2012,03000010119,56,0
48526,2013,03000010119,57,0
48526,2014,03000010119,58,0
48526,2015,03000010119,59,0
48539,2012,03000010190,58,1
48539,2013,03000010190,59,1
48539,2014,03000010190,60,1
48539,2015,03000010190,61,1
48541,2012,03000010360,44,1
48541,2013,03000010360,45,1
48541,2014,03000010360,46,1
48541,2015,03000010360,47,1
48556,2012,,45,1
48560,2012,03000010226,46,1
48560,2013,,47,1
48560,2014,,48,1
48574,2012,03000010179,50,1
48574,2013,03000010179,52,1
48574,2014,03000010179,52,1
48649,2012,03000010364,45,1
48649,2013,03000010364,46,1
48649,2014,03000010364,47,1
48649,2015,03000010364,48,1
48704,2012,03000010170,46,1
48704,2013,03000010170,47,1
48704,2014,03000010170,48,1
48704,2015,03000010170,49,1
48709,2012,03000010130,50,1
48709,2013,03000010130,51,1
48709,2014,03000010130,52,1
48709,2015,03000010130,53,1
48780,2012,03000010106,46,1
48780,2013,03000010106,47,1
48780,2014,03000010106,48,1
48780,2015,03000010106,49,1
48785,2012,03000010105,51,1
48785,2013,03000010105,52,1
48785,2014,03000010105,53,1
48785,2015,03000010105,54,1
48812,2012,03000010282,51,0
48812,2013,03000010282,53,0
48812,2014,03000010282,53,0
48812,2015,03000010282,54,0
48836,2012,03000010179,56,1
48836,2013,03000010179,57,1
48836,2014,03000010179,58,1
48836,2015,03000010179,59,1
48853,2012,,58,1
48853,2013,,59,1
48853,2014,,60,1
48853,2015,,61,1
48857,2012,03000010300,46,0
48857,2013,03000010300,47,0
48857,2014,03000010300,48,0
48857,2015,03000010300,49,0
48862,2012,03000010368,44,1
48862,2013,,45,1
48862,2014,,46,1
48878,2012,,45,0
48878,2013,,46,0
48878,2014,,47,0
48878,2015,03000010000,48,0
48907,2012,03000010225,63,1
48907,2013,03000010309,64,1
48907,2014,03000010309,65,1
48961,2012,03000010105,59,1
48961,2013,03000010105,60,1
48961,2014,03000010105,61,1
48961,2015,03000010105,62,1
48988,2012,03000010193,45,1
48988,2013,03000010193,46,1
48988,2014,03000010193,47,1
48988,2015,03000010193,48,1
49049,2012,03000010193,48,1
49049,2013,03000010193,49,1
49049,2014,03000010193,50,1
49049,2015,03000010193,51,1
49054,2012,03000010857,59,1
49054,2013,03000010857,60,1
49162,2012,,61,1
49162,2013,,62,1
49162,2014,,63,1
49164,2012,03000010360,46,1
49164,2013,03000010360,47,1
49164,2014,03000010360,48,1
49164,2015,03000010360,49,1
49199,2012,03000010103,43,1
49199,2013,03000010103,44,1
49199,2014,03000010103,45,1
49199,2015,03000010103,46,1
49276,2012,,47,1
49276,2013,,48,1
49276,2014,,49,1
49289,2012,03000010857,50,1
49289,2013,03000010857,51,1
49289,2014,03000010857,52,1
49289,2015,03000010857,53,1
49294,2012,03000010857,50,1
49294,2013,03000010857,51,1
49294,2014,03000010857,52,1
49294,2015,03000010857,53,1
49298,2012,03000010290,42,1
49298,2013,03000010290,43,1
49298,2014,03000010155,44,1
49298,2015,03000010290,45,1
49308,2012,03000010179,52,0
49308,2013,03000010179,53,0
49308,2014,03000010179,54,0
49308,2015,03000010179,55,0
49312,2012,03000010362,51.133335,0
49312,2013,03000010362,52,0
49312,2014,03000010360,53.125,0
49312,2015,03000010362,54,0
49329,2012,03000010289,59,0
49329,2013,03000010289,60,0
49329,2014,03000010289,61,0
49329,2015,03000010289,62,0
49332,2012,,66,1
49332,2013,,67,1
49332,2014,,68,1
49353,2012,03000010301,59,0
49353,2013,03000010301,61,0
49353,2014,03000010301,61,0
49401,2012,03000010363,49,1
49401,2013,03000010363,50,1
49401,2014,03000010363,52,1
49416,2012,,43,1
49416,2013,,44,1
49416,2014,,45,1
49416,2015,,46,1
49422,2012,03000010857,45,1
49422,2013,03000010857,46,1
49422,2014,03000010857,47,1
49422,2015,03000010857,48,1
49423,2012,,54,0
49429,2012,03000010300,47,0
49429,2013,03000010300,48,0
49429,2014,03000010300,49,0
49429,2015,03000010300,50,0
49452,2012,03000010103,52,1
49452,2013,03000010103,53,1
49452,2014,03000010103,54,1
49452,2015,03000010103,55,1
49525,2012,03000010799,43,1
49525,2013,03000010180,44,1
49525,2014,03000010180,45,1
49525,2015,03000010180,46,1
49530,2012,03000010175,44,1
49530,2013,03000010175,45,1
49530,2014,03000010144,46,1
49530,2015,03000010175,47,1
49585,2012,03000010193,43,1
49585,2013,03000010193,44,1
49585,2014,03000010193,45,1
49585,2015,03000010193,46,1
49642,2012,03000010179,49,1
49642,2013,03000010179,50,1
49642,2014,03000010179,51,1
49642,2015,03000010179,52,1
49643,2012,03000010380,53,1
49643,2013,03000010380,54,1
49643,2014,03000010380,55,1
49643,2015,03000010380,56,1
49672,2012,03000010123,43,1
49672,2013,03000010123,44,1
49672,2014,03000010123,45,1
49672,2015,03000010123,46,1
49684,2012,03000010161,64,1
49684,2013,03000010161,64,1
49684,2014,03000010161,65,1
49725,2012,,47,0
49725,2013,,48,0
49725,2014,,49,0
49725,2015,,50,0
49757,2012,03000010110,43,1
49757,2013,03000010110,44,1
49757,2014,03000010110,45,1
49757,2015,03000010110,46,1
49832,2012,03000010287,42,1
49832,2013,03000010287,43,1
49832,2014,03000010287,44,1
49849,2012,03000010161,41,1
49849,2013,03000010161,42,1
49849,2014,03000010161,43,1
49849,2015,03000010161,44.040001,1
49897,2012,03000010256,56,1
49897,2013,03000010256,57,1
49897,2014,03000010256,58,1
49897,2015,03000010256,59,1
50077,2012,03000010290,57,1
50077,2013,03000010175,58,1
50077,2014,03000010290,59,1
50121,2012,03000010249,42.034885,1
50121,2013,03000010156,43,1
50121,2014,,44,1
50121,2015,,45,1
50153,2012,03000010353,56,1
50153,2013,03000010353,57,1
50153,2014,03000010353,58,1
50153,2015,03000010353,59,1
50161,2012,03000010364,49,0
50161,2013,03000010364,50,0
50161,2014,03000010364,51,0
50161,2015,03000010364,52,0
50172,2012,03000010105,42,1
50172,2013,03000010105,43,1
50172,2014,03000010105,44,1
50172,2015,03000010105,45,1
50182,2012,03000010165,70,1
50182,2013,03000010165,71,1
50182,2014,03000010165,72,1
50182,2015,03000010165,73,1
50199,2012,03000010190,58,1
50199,2013,03000010190,59,1
50199,2014,03000010190,60,1
50199,2015,03000010190,61,1
50210,2012,03000010135,42,1
50210,2013,03000010135,43,1
50210,2014,03000010135,44,1
50210,2015,03000010135,45,1
50211,2012,03000010193,49,0
50211,2013,03000010193,50,0
50211,2014,03000010225,51,0
50211,2015,03000010193,52,0
50216,2012,03000010288,42,1
50216,2013,03000010288,43,1
50216,2014,,44,1
50280,2012,03000010161,57,1
50280,2013,03000010323,58,1
50280,2014,03000010323,59,1
50280,2015,03000010323,60,1
50368,2012,03000010179,43,0
50368,2013,03000010179,44,0
50368,2014,03000010179,45,0
50368,2015,03000010179,46.17857,0
50394,2012,,52,1
50394,2013,,53,1
50394,2014,03000010000,53.006329,1
50394,2015,,54,1
50421,2012,03000010165,42,1
50421,2013,03000010165,43,1
50421,2014,03000010165,44,1
50421,2015,03000010165,45,1
50463,2012,03000010249,42,1
50463,2013,03000010249,43,1
50463,2014,03000010249,44,1
50463,2015,03000010249,45,1
50470,2012,03000010354,49,1
50470,2013,03000010354,50,1
50470,2014,03000010354,51,1
50470,2015,03000010354,52,1
50483,2012,03000010364,42,1
50483,2013,03000010364,43,1
50483,2014,03000010364,44,1
50483,2015,03000010364,45,1
50507,2012,,52,1
50507,2013,,53,1
