sid,year,id_s_fr,age,female
114409,2014,03000010193,28,1
114409,2015,03000010193,29,1
114412,2012,03000010300,31,1
114412,2013,03000010300,32,1
114412,2014,03000010289,33.275364,1
114412,2015,03000010300,34,1
114413,2012,03000010193,25,1
114413,2013,03000010193,27,1
114413,2014,03000010193,27,1
114413,2015,03000010193,28.200001,1
114426,2012,03000010289,29,1
114426,2013,03000010289,30,1
114426,2014,03000010289,31,1
114426,2015,03000010289,32,1
114508,2012,03000010324,23,1
114508,2013,03000010282,24,1
114508,2014,03000010144,25,1
114508,2015,03000010324,26,1
114514,2012,03000010368,32,1
114514,2013,03000010368,33,1
114514,2014,03000010372,34,1
114514,2015,03000010368,35,1
114519,2012,03000010190,27,1
114519,2013,03000010190,28,1
114519,2014,03000010190,29,1
114519,2015,03000010190,30,1
114522,2012,03000010354,23,1
114522,2013,03000010290,24,1
114522,2014,03000010354,25,1
114522,2015,03000010354,26,1
114577,2012,03000010160,27,1
114577,2013,03000010160,28,1
114577,2014,03000010160,29,1
114577,2015,03000010160,30,1
114581,2012,03000010107,30,1
114581,2013,03000010107,31,1
114581,2014,03000010107,32,1
114581,2015,03000010107,33,1
114601,2012,03000010358,25,1
114601,2013,03000010358,26,1
114601,2014,,27,1
114601,2015,03000010375,28,1
114610,2012,03000010360,26,1
114610,2013,03000010360,27,1
114610,2014,03000010360,28,1
114610,2015,03000010360,29,1
114613,2012,03000010161,25,1
114613,2013,03000010161,26,1
114613,2014,03000010161,27,1
114621,2013,03000010170,34,1
114621,2014,03000010170,35,1
114646,2012,,,
114646,2013,,,
114738,2012,,26,1
114738,2013,,27,1
114738,2014,,28,1
114738,2015,03000010180,29,1
114742,2012,,23,1
114742,2013,,24,1
114742,2014,,25,1
114742,2015,03000010857,26.058823,1
114750,2012,03000010362,25,1
114750,2013,03000010362,26,1
114750,2014,03000010362,27,1
114750,2015,03000010362,28,1
114755,2012,03000010352,24,1
114755,2013,03000010352,25,1
114755,2014,03000010352,26,1
114755,2015,03000010352,27,1
114761,2012,03000010151,24,1
114761,2013,03000010151,25,1
114761,2014,03000010151,26,1
114761,2015,03000010151,27,1
114779,2012,03000010151,36,1
114781,2012,03000010318,25,1
114781,2013,03000010318,26,1
114781,2014,03000010318,27,1
114786,2012,03000010175,37,1
114786,2013,03000010175,38.066666,1
114786,2014,03000010175,39,1
114800,2012,03000010260,24,1
114800,2013,03000010260,25,1
114800,2014,03000010260,26,1
114800,2015,03000010260,27,1
114815,2014,03000010625,36,1
114815,2015,03000010625,37,1
114840,2012,,27,1
114840,2013,,28,1
114840,2014,,29,1
114851,2015,,36,0
114887,2012,03000010134,32,1
114887,2013,03000010134,33,1
114887,2014,03000010134,34,1
114887,2015,03000010134,35,1
114895,2012,03000010107,30,1
114895,2013,03000010107,31,1
114895,2014,03000010107,32,1
114895,2015,03000010107,33,1
114913,2012,03000010857,38,1
114913,2013,03000010857,39,1
114913,2014,03000010857,40,1
114913,2015,03000010857,41,1
114915,2014,03000010368,27,1
114915,2015,03000010368,28,1
114944,2012,03000010368,25,0
114944,2013,03000010368,26,0
114944,2014,03000010368,27,0
114944,2015,03000010368,28,0
114945,2012,03000010300,24,1
114945,2013,03000010300,25,1
114945,2014,03000010300,26,1
114945,2015,03000010300,27,1
114949,2014,03000010309,26,1
114949,2015,03000010309,27,1
114967,2012,03000010256,25,1
114967,2013,,26,1
114967,2014,,27,1
114979,2012,03000010360,27,0
114979,2013,03000010360,28,0
114979,2014,03000010360,29,0
114979,2015,03000010360,30,0
114989,2012,03000010103,40,0
114989,2013,03000010103,41,0
114989,2014,03000010103,42,0
114989,2015,03000010103,43,0
115009,2012,03000010289,25,1
115009,2013,03000010289,26,1
115009,2014,03000010289,27,1
115009,2015,03000010289,28,1
115012,2012,03000010135,26,1
115012,2013,03000010135,27,1
115012,2014,03000010135,28,1
115033,2012,03000010288,48,1
115033,2013,03000010288,49,1
115033,2014,03000010288,50,1
115033,2015,03000010288,51,1
115034,2014,03000010360,29,1
115034,2015,03000010360,30,1
115040,2012,03000010318,24,1
115040,2013,03000010318,25,1
115040,2014,03000010318,26,1
115040,2015,03000010318,27,1
115063,2014,07040860010,25,1
115085,2012,03000010360,25,1
115085,2013,03000010289,26,1
115085,2014,03000010289,27,1
115085,2015,03000010289,28,1
115099,2012,03000010318,33,1
115099,2013,03000010318,34,1
115099,2014,03000010318,35,1
115099,2015,03000010318,36,1
115125,2014,03000010107,28,1
115125,2015,03000010107,29,1
115130,2012,03000010368,28,1
115130,2013,03000010368,29,1
115130,2014,03000010372,30,1
115130,2015,03000010368,31,1
115132,2012,03000010282,30,1
115132,2013,03000010282,31,1
115132,2014,03000010282,32,1
115132,2015,03000010282,33,1
115151,2012,03000010193,25,1
115151,2013,03000010193,26,1
115151,2014,03000010193,27,1
115151,2015,03000010193,28,1
115159,2012,03000010260,24,0
115159,2013,,25,0
115177,2012,03000010318,28,1
115177,2013,03000010318,29,1
115177,2014,03000010318,30,1
115177,2015,03000010318,31,1
115188,2012,03000010689,54,1
115188,2013,03000010689,55,1
115188,2014,03000010689,56,1
115217,2012,03000010170,27,1
115217,2013,03000010170,28,1
115217,2014,03000010170,29,1
115225,2015,,28,0
115242,2012,03000010179,34,1
115242,2013,03000010179,35,1
115242,2014,03000010179,36,1
115253,2012,03000010316,28,0
115253,2013,03000010316,29,0
115253,2014,03000010417,30,0
115253,2015,03000010316,31,0
115256,2012,03000010354,28,1
115256,2013,03000010354,28,1
115256,2014,03000010354,29,1
115257,2012,03000010175,26,1
115257,2013,03000010175,27,1
115257,2014,03000010175,28,1
115257,2015,03000010175,29,1
115258,2012,03000010256,25,1
115258,2013,03000010256,26,1
115258,2014,03000010256,27,1
115258,2015,03000010256,28.453703,1
115280,2012,03000010290,23,1
115280,2013,03000010190,24,1
115280,2014,03000010190,25,1
115281,2012,03000010260,27,1
115281,2013,03000010260,28,1
115281,2014,03000010260,29,1
115281,2015,03000010260,30,1
115282,2012,03000010256,23,1
115284,2012,03000010282,23,1
115284,2013,03000010282,24,1
115284,2014,03000010282,25,1
115284,2015,03000010282,26,1
115285,2012,03000010364,30,1
115285,2013,03000010364,31,1
115285,2014,03000010364,32,1
115285,2015,03000010364,33,1
115301,2012,03000010288,29,0
115301,2013,03000010288,30,0
115301,2014,03000010288,31,0
115301,2015,03000010288,32,0
115309,2012,03000010190,23,1
115317,2012,03000010119,24,0
115317,2013,03000010119,25,0
115317,2014,03000010119,26,0
115317,2015,03000010119,27,0
115326,2012,03000010134,37,1
115326,2013,03000010161,38,1
115326,2014,03000010134,39,1
115326,2015,03000010134,40,1
115335,2012,03000010190,26,0
115335,2013,03000010190,27,0
115335,2014,03000010190,28,0
115335,2015,03000010190,29,0
115339,2012,03000010360,37,0
115339,2013,03000010360,38,0
115339,2014,03000010360,39,0
115339,2015,03000010360,40,0
115356,2012,03000010354,30,1
115356,2013,03000010354,31,1
115356,2014,03000010354,32,1
115356,2015,03000010354,33,1
115364,2012,03000010256,24,1
115364,2013,03000010256,25,1
115364,2014,03000010256,26,1
115364,2015,03000010256,27,1
115409,2012,03000010358,24,1
115409,2013,,25,1
115409,2014,,26,1
115409,2015,03000010375,27,1
115413,2015,03000010354,28,0
115431,2012,03000010110,28,0
115431,2013,03000010110,29,0
115431,2014,03000010110,30,0
115431,2015,03000010110,31,0
115446,2012,03000010316,23,1
115446,2013,03000010316,24,1
115446,2014,03000010316,25,1
115446,2015,03000010316,26,1
115471,2012,03000010190,28,0
115471,2013,03000010190,29,0
115471,2014,03000010190,30,0
115471,2015,03000010190,31.108912,0
115489,2012,03000010368,30,0
115489,2013,03000010368,31,0
115489,2014,03000010368,32,0
115520,2012,03000010354,29,1
115520,2013,03000010354,30,1
115520,2014,03000010354,31,1
115520,2015,03000010354,32,1
115534,2014,03000010323,37,1
115534,2015,03000010323,38,1
115553,2015,,30,1
115569,2012,03000010360,29,1
115569,2013,03000010360,30,1
115569,2014,03000010360,31,1
115569,2015,03000010360,32,1
115586,2012,03000010358,26,1
115586,2013,03000010358,27,1
115586,2014,,28,1
115586,2015,,29,1
115593,2012,03000010175,32,1
115593,2013,03000010175,33,1
115593,2014,03000010175,34,1
115593,2015,03000010175,35,1
115600,2012,03000010155,26,1
115600,2013,03000010290,27,1
115600,2014,03000010155,28,1
115600,2015,03000010155,29,1
115611,2012,03000010151,35,1
115611,2013,03000010151,35,1
115611,2014,03000010151,36,1
115630,2012,03000010311,26,1
115630,2013,03000010288,27,1
115630,2014,03000010288,28,1
115630,2015,03000010288,29,1
115639,2012,03000010190,29,1
115639,2013,03000010190,30,1
115639,2014,03000010190,31,1
115641,2012,03000010354,38,0
115641,2013,03000010354,39,0
115641,2014,03000010354,40,0
115641,2015,03000010354,41,0
115666,2012,03000010364,35,1
115666,2013,03000010364,36,1
115666,2014,03000010364,37,1
115666,2015,03000010364,38,1
115682,2012,03000010287,24,1
115682,2013,03000010287,25,1
115682,2014,03000010287,27,1
115685,2012,03000010190,29,0
115685,2013,03000010190,30,0
115685,2014,03000010190,31,0
115689,2012,03000010193,52,1
115689,2013,03000010193,53,1
115689,2014,03000010193,54,1
115693,2012,03000010256,28,1
115693,2013,03000010256,29,1
115693,2014,03000010256,30,1
115693,2015,03000010256,31,1
115707,2012,03000010316,31,1
115707,2013,03000010316,32,1
115707,2014,03000010316,33,1
115716,2012,03000010360,24,0
115716,2013,03000010282,25,0
115716,2014,03000010360,26,0
115716,2015,03000010360,27,0
115744,2014,03000010260,53,1
115744,2015,03000010260,54,1
115769,2012,03000010360,26,1
115769,2013,03000010289,27,1
115769,2014,03000010360,28,1
115769,2015,03000010360,29,1
115776,2012,03000010282,27,1
115776,2013,03000010282,28,1
115776,2014,03000010282,29,1
115776,2015,03000010282,30,1
115803,2012,03000010179,37,1
115803,2013,03000010179,38,1
115803,2014,03000010135,39,1
115803,2015,03000010179,40,1
115807,2014,03000010324,28,1
115807,2015,03000010324,29,1
115808,2012,03000010300,26,1
115808,2013,03000010282,27.076923,1
115808,2014,03000010282,28.440001,1
115809,2012,03000010309,34,0
115809,2013,03000010309,35,0
115809,2014,03000010309,36,0
115809,2015,03000010309,37,0
115869,2012,,30,1
115869,2013,,31,1
115869,2014,,32,1
115869,2015,03000010354,33,1
115875,2012,03000010364,23,0
115875,2015,03000010364,26.433332,0
115876,2012,03000010103,25,1
115876,2013,03000010103,26,1
115876,2014,03000010103,27,1
115876,2015,03000010103,28,1
115909,2012,03000010282,26,1
115909,2013,03000010282,27,1
115909,2014,03000010282,28,1
115909,2015,03000010282,29,1
115910,2012,03000010352,26,1
115910,2013,03000010352,27,1
115910,2014,03000010352,28,1
115910,2015,03000010352,29,1
115924,2015,03000010354,31,1
115936,2012,03000010362,44,1
115936,2013,03000010362,45,1
115936,2014,03000010362,46,1
115944,2012,03000010364,23,1
115944,2013,03000010364,24,1
115944,2014,03000010364,25,1
115950,2012,,35,1
115950,2013,,36,1
115950,2014,,37,1
115950,2015,,38,1
115965,2012,03000010324,23,0
115965,2013,03000010324,24,0
115965,2014,03000010324,25,0
115978,2015,,35,0
115981,2014,03000010119,46,1
115981,2015,03000010119,47,1
115990,2014,03000010119,29.272728,0
115990,2015,03000010119,30,0
115994,2012,03000010282,29,0
115994,2013,03000010282,30,0
115994,2014,03000010282,31,0
115994,2015,03000010282,32,0
115996,2015,,48,1
116012,2012,03000010368,46,1
116012,2013,03000010368,47,1
116012,2014,03000010151,48,1
116012,2015,03000010368,49,1
116032,2012,03000010368,33,1
116032,2013,03000010368,34,1
116032,2014,03000010368,35,1
116032,2015,03000010368,36,1
116077,2012,03000010316,60,1
116077,2013,03000010316,61,1
116077,2014,03000010316,62,1
116101,2014,03000010249,30,1
116101,2015,03000010249,31.089685,1
116106,2012,,27,1
116106,2013,,28,1
116106,2014,,29,1
116110,2012,,26,0
116110,2013,,27,0
116110,2014,,28,0
116110,2015,,29,0
116121,2012,03000010249,37,1
116121,2013,03000010249,38,1
116121,2014,03000010249,39,1
116121,2015,03000010249,40,1
116122,2012,03000010324,23,1
116122,2013,03000010324,24,1
116122,2014,03000010324,25,1
116122,2015,03000010324,26,1
116130,2012,03000010289,34,0
116130,2013,03000010289,35,0
116130,2014,03000010289,36,0
116130,2015,03000010289,37,0
116145,2012,03000010260,32,1
116145,2013,03000010260,33,1
116145,2014,03000010260,34,1
116180,2012,03000010151,27,1
116186,2012,03000010179,24,1
116186,2013,03000010179,25,1
116186,2014,03000010179,26,1
116187,2012,03000010106,24,0
116187,2013,03000010106,25,0
116187,2014,03000010106,26,0
116191,2015,03000010151,27,0
116222,2015,03000010289,29,1
116255,2012,03000010287,24,1
116255,2013,03000010161,25,1
116255,2014,03000010287,26,1
116255,2015,03000010287,27,1
116256,2012,03000010316,24,0
116256,2013,03000010316,25,0
116256,2014,03000010316,26,0
116256,2015,03000010316,27,0
116275,2012,03000010309,23,1
116275,2013,03000010309,24,1
116275,2014,03000010309,25,1
116275,2015,03000010309,26,1
116287,2014,03000010289,25,1
116287,2015,03000010289,26,1
116295,2012,03000010316,36,0
116295,2013,03000010316,37,0
116295,2014,03000010316,38,0
116324,2012,03000010256,27,1
116324,2013,03000010256,28,1
116324,2014,03000010256,29,1
116324,2015,03000010256,30,1
116334,2012,03000010288,27,1
116334,2013,03000010288,28,1
116334,2014,03000010288,29,1
116334,2015,03000010288,30,1
116378,2014,03000010352,29,1
116378,2015,03000010352,30,1
116382,2012,03000010857,25,1
116382,2013,03000010857,26,1
116382,2014,03000010183,27,1
116382,2015,03000010857,28,1
116386,2013,03000010190,51,1
116386,2014,03000010190,52,1
116386,2015,03000010190,53,1
116407,2012,03000010140,23,1
116407,2013,03000010140,24,1
116407,2014,03000010140,25,1
116417,2012,03000010300,38.066666,1
116417,2013,03000010300,39,1
116417,2014,03000010300,40,1
116417,2015,03000010300,41,1
116420,2012,03000010857,27,1
116420,2013,03000010857,28,1
116420,2014,03000010857,29,1
116420,2015,03000010857,30,1
116480,2012,03000010368,28,0
116480,2013,03000010368,29,0
116480,2014,03000010368,30,0
116480,2015,03000010368,31,0
116486,2012,03000010352,30,1
116486,2013,03000010352,31,1
116486,2014,03000010352,32,1
116486,2015,03000010352,33,1
116516,2012,03000010161,25,0
116516,2013,03000010161,26,0
116516,2014,03000010161,27,0
116521,2012,03000010360,30,1
116521,2013,03000010360,31,1
116521,2014,03000010360,32,1
116521,2015,03000010360,33,1
116523,2012,03000010179,30,0
116523,2013,03000010282,31.200001,0
116523,2014,03000010179,33,0
116524,2012,03000010179,25,1
116524,2013,03000010179,26,1
116524,2014,03000010179,27,1
116524,2015,03000010179,28,1
116531,2012,03000010311,29,1
116531,2013,03000010311,30,1
116531,2014,,31,1
116531,2015,,32,1
116569,2015,03000010291,31,0
116605,2015,03000010291,27,1
116644,2012,,31,1
116644,2013,,32,1
116644,2014,,33,1
116691,2012,03000010193,28,1
116691,2013,03000010256,29.1,1
116691,2014,03000010193,30,1
116691,2015,03000010193,31,1
116711,2012,03000010362,34,1
116711,2013,03000010362,35,1
116711,2014,03000010362,36,1
116711,2015,03000010362,37,1
116714,2012,03000010155,24,0
116714,2013,03000010155,25,0
116714,2014,03000010155,26,0
116714,2015,03000010155,27,0
116719,2012,03000010288,23,1
116719,2013,03000010288,24,1
116719,2014,03000010288,25,1
116719,2015,03000010288,26,1
116803,2012,03000010179,23,1
116803,2013,03000010179,24,1
116803,2014,03000010179,25,1
116803,2015,03000010179,26,1
116805,2012,03000010282,23,1
116805,2013,03000010282,24,1
116805,2014,03000010282,26,1
116806,2015,03000010152,34,0
116811,2012,03000010160,30,1
116811,2013,03000010160,31,1
116811,2014,03000010160,32,1
116811,2015,03000010160,33,1
116817,2015,,30,0
116852,2012,03000010179,30,1
116852,2013,03000010000,31,1
116852,2014,03000010179,32,1
116852,2015,03000010179,33,1
116874,2014,03000010309,26,0
116927,2012,03000010190,35,1
116927,2013,03000010190,36,1
116927,2014,03000010190,37,1
116927,2015,03000010190,38,1
116946,2012,03000010353,30,1
116946,2013,03000010353,31,1
116946,2014,03000010353,32,1
116946,2015,03000010353,33,1
116981,2013,03000010625,30,1
117007,2013,03000010249,38,0
117007,2014,03000010311,39.36842,0
117007,2015,03000010249,40,0
117021,2012,03000010324,47,1
117021,2013,03000010324,48,1
117021,2014,03000010324,49,1
117021,2015,03000010324,50,1
117023,2012,03000010300,23,0
117023,2013,03000010300,24,0
117023,2014,03000010300,25,0
117023,2015,03000010300,26,0
117075,2012,,42,1
117075,2013,,43,1
117075,2015,03000010857,45,1
117101,2014,03000010107,28,1
117101,2015,03000010107,29,1
117110,2012,03000010368,32,0
117110,2013,03000010368,33,0
117110,2014,03000010311,34,0
117110,2015,03000010368,35,0
117121,2012,03000010155,24,1
117121,2013,03000010155,25,1
117121,2014,03000010155,26,1
117121,2015,03000010155,27,1
117143,2012,03000010282,29,1
117143,2013,03000010282,30,1
117143,2014,03000010282,31,1
117143,2015,03000010282,32,1
117150,2012,03000010106,29,1
117150,2013,03000010106,30,1
117150,2014,03000010368,31,1
117150,2015,03000010106,32,1
117200,2012,03000010256,33,1
117200,2013,03000010256,34,1
117200,2014,03000010256,35,1
117200,2015,03000010256,36.094444,1
117234,2015,03000010316,34,1
117259,2012,03000010190,22,1
117259,2013,03000010190,23,1
117259,2014,03000010190,24,1
117259,2015,03000010190,25,1
117300,2015,03000010360,36,1
117325,2014,03000010249,26,1
117325,2015,03000010249,27,1
117345,2015,03000010291,25,1
117362,2014,03000010282,26,1
117394,2012,,25,0
117394,2013,,26,0
117394,2014,,27,0
117414,2012,03000010119,22,1
117414,2013,03000010300,23.23077,1
117414,2014,03000010119,25,1
117443,2012,03000010256,30,0
117443,2013,03000010256,31,0
117443,2014,03000010256,32,0
117443,2015,03000010256,33,0
117448,2012,03000010151,29,1
117448,2013,03000010151,30,1
117448,2014,03000010151,31,1
117448,2015,03000010151,32,1
117459,2013,03000010136,56,1
117459,2014,03000010136,57,1
117477,2012,,32,1
117477,2013,,33,1
117477,2014,,34,1
117477,2015,,35,1
117508,2012,03000010324,26,1
117508,2013,03000010324,27,1
117508,2014,03000010324,28,1
117508,2015,03000010324,29,1
117532,2014,03000010136,25,1
117532,2015,03000010136,26,1
117534,2012,03000010324,22,1
117534,2013,03000010324,23,1
117534,2014,03000010256,24,1
117574,2012,03000010309,22,1
117574,2013,03000010309,23,1
117574,2014,03000010309,24,1
117575,2012,03000010360,27,1
117575,2013,03000010360,28,1
117575,2014,03000010360,29,1
117575,2015,03000010360,30,1
117577,2012,03000010288,26,1
117577,2013,03000010288,27,1
117577,2014,03000010288,28,1
117577,2015,03000010288,29,1
117578,2012,03000010352,29,1
117578,2013,03000010352,30,1
117578,2014,03000010352,31,1
117579,2012,03000010161,27,1
117579,2013,03000010179,28,1
117579,2014,03000010161,29,1
117579,2015,03000010161,30,1
117622,2012,03000010362,30,1
117622,2013,03000010362,31,1
117622,2014,03000010362,32,1
117622,2015,03000010362,33,1
117665,2012,03000010352,26,1
117665,2013,03000010352,27,1
117665,2014,03000010352,28,1
117665,2015,03000010352,29,1
117678,2012,03000010152,34,1
117678,2013,03000010152,35,1
117678,2014,03000010152,36,1
117678,2015,03000010152,37,1
117692,2015,,30,1
117705,2013,,,
117712,2012,03000010193,28,1
117712,2013,03000010193,29,1
117712,2014,03000010193,30,1
117712,2015,03000010193,31,1
117729,2012,03000010318,36,0
117729,2013,03000010256,37,0
117729,2014,03000010256,38,0
117733,2015,,31,1
117748,2014,03000010144,53,0
117748,2015,03000010144,54,0
117767,2012,03000010354,25,0
117767,2013,03000010354,26,0
117767,2014,03000010354,27,0
117791,2012,03000010249,29,1
117791,2013,03000010249,30,1
117791,2014,03000010249,31,1
117791,2015,03000010249,32,1
117802,2012,03000010226,24,1
117802,2013,03000010226,25,1
117802,2014,03000010226,26,1
117802,2015,03000010226,27,1
117814,2012,03000010151,22,1
117814,2013,03000010151,23,1
117814,2014,03000010151,24,1
117814,2015,03000010151,25,1
117815,2012,03000010190,29,1
117815,2013,03000010190,30,1
117815,2014,03000010190,31,1
117815,2015,03000010190,32,1
117819,2013,03000010110,23,1
117819,2014,03000010151,24,1
117819,2015,03000010110,25,1
117824,2015,03000010352,33,1
117870,2012,03000010105,29,1
117870,2013,03000010289,30,1
117870,2014,03000010105,31,1
117870,2015,03000010105,32,1
117883,2012,03000010309,33,0
117883,2013,03000010309,34.333332,0
117883,2014,03000010309,35.200001,0
117883,2015,03000010309,36.363636,0
117919,2014,03000010106,24,1
117919,2015,03000010106,25,1
117924,2014,03000010364,30,1
117924,2015,03000010364,31,1
117933,2012,03000010155,26,1
117933,2013,03000010155,27,1
117933,2014,03000010155,28,1
117933,2015,03000010155,29,1
117979,2012,03000010354,25,1
117979,2013,03000010354,26,1
117983,2012,03000010300,24,1
117990,2012,03000010225,27,0
117990,2013,03000010225,28,0
117995,2012,03000010121,31,0
117997,2012,03000010130,22,1
117997,2013,03000010130,23,1
117997,2014,03000010625,24,1
117997,2015,03000010130,25,1
118005,2012,03000010368,23,1
118005,2013,03000010368,24,1
118005,2014,03000010368,25,1
118005,2015,03000010368,26,1
118011,2015,03000010368,34,1
118022,2012,03000010368,24,0
118022,2013,03000010368,25,0
118022,2014,03000010368,26,0
118022,2015,03000010368,27,0
118024,2012,03000010364,23,1
118024,2013,03000010364,24,1
118024,2014,03000010364,25,1
118024,2015,03000010364,26,1
118027,2012,03000010352,23,0
118027,2013,03000010352,24,0
118027,2014,03000010352,25,0
118027,2015,03000010352,26,0
118042,2012,03000010318,25,1
118042,2013,03000010318,26,1
118042,2014,03000010318,27,1
118054,2012,03000010354,23,1
118054,2013,03000010311,24,1
118054,2014,03000010354,25,1
118054,2015,03000010354,26,1
118076,2012,03000010362,28,0
118076,2013,03000010362,29,0
118076,2014,03000010362,30,0
118076,2015,03000010362,31,0
118083,2014,03000010160,33,1
118083,2015,03000010160,34,1
118088,2012,03000010256,21,1
118088,2013,03000010256,22,1
118088,2014,03000010256,23,1
118097,2012,03000010352,25,0
118097,2013,,26,0
118097,2014,,27,0
118133,2012,03000010352,45,1
118133,2013,,47,1
118133,2014,,48,1
118134,2014,07040320010,24,1
118134,2015,03000010287,25,1
118135,2012,03000010282,31,1
118135,2013,03000010282,32,1
118135,2014,03000010282,33,1
118135,2015,03000010282,34,1
118139,2015,03000010190,25,1
118177,2012,03000010362,37,1
118177,2013,03000010362,38,1
118177,2014,03000010362,39,1
118177,2015,03000010362,40,1
118188,2012,03000010352,23,0
118188,2013,03000010352,24,0
118188,2014,03000010352,25,0
118193,2012,03000010352,28,1
118193,2013,03000010352,30,1
118193,2014,01006210064,30,1
118193,2015,03000010352,31,1
118212,2012,03000010256,25,0
118212,2013,03000010256,26,0
118212,2014,03000010256,27,0
118216,2012,03000010287,27,1
118216,2013,03000010287,28,1
118216,2014,03000010287,29,1
118216,2015,03000010287,30,1
118227,2012,03000010193,25,1
118227,2013,03000010324,26,1
118227,2014,03000010311,27,1
118233,2012,03000010107,24,0
118233,2013,03000010107,25,0
118233,2014,03000010107,26,0
118269,2012,03000010625,39,1
118269,2013,03000010625,40,1
118269,2014,03000010625,41,1
118269,2015,03000010625,42,1
118280,2013,03000010180,24,1
118280,2014,03000010000,25,1
118280,2015,03000010180,26,1
118301,2012,,26,0
118301,2013,,27,0
118301,2014,,28,0
118301,2015,,29,0
118323,2012,03000010249,57,1
118323,2013,03000010249,58,1
118323,2014,03000010249,59,1
118328,2015,03000010316,33,1
118353,2012,03000010364,33,1
118353,2013,03000010364,34,1
118353,2014,03000010358,35.5,1
118353,2015,03000010364,36,1
118385,2012,03000010260,55,1
118385,2013,03000010260,56.75,1
118385,2014,03000010260,57,1
118385,2015,03000010260,58,1
118388,2012,03000010282,26,1
118395,2012,03000010209,32,1
118395,2013,03000010209,33,1
118395,2014,03000010209,34,1
118442,2012,03000010353,27,0
118442,2013,03000010353,28,0
118442,2014,03000010353,29,0
118442,2015,03000010353,30,0
118443,2012,,23,1
118443,2013,07040320010,24,1
118443,2014,,25,1
118445,2012,03000010300,29,1
118445,2013,,30,1
118445,2014,,31,1
118445,2015,,32,1
118447,2012,03000010362,23,1
118447,2013,03000010362,24,1
118447,2014,03000010362,25,1
118447,2015,03000010362,26,1
118452,2012,03000010190,23,1
118452,2013,03000010190,24,1
118452,2014,03000010256,25,1
118452,2015,03000010190,26,1
118533,2012,03000010289,26,1
118533,2013,03000010289,27,1
118533,2014,03000010289,28,1
118533,2015,03000010289,29,1
118548,2012,03000010107,23,1
118548,2013,03000010107,24,1
118548,2014,03000010107,25,1
118554,2012,03000010382,25,1
118554,2013,03000010382,26,1
118554,2014,03000010382,27,1
118554,2015,03000010382,28,1
118565,2012,03000010190,22,0
118565,2013,03000010190,23,0
118565,2014,03000010190,24,0
118565,2015,03000010190,25,0
118574,2012,03000010156,35,1
118574,2013,03000010156,36,1
118574,2014,03000010156,37,1
118593,2012,03000010209,29,0
118593,2013,03000010209,30,0
118603,2012,03000010107,23,0
118603,2013,03000010107,24,0
118603,2014,03000010107,25,0
118606,2012,03000010179,22,1
118606,2013,03000010179,23,1
118606,2014,03000010179,24,1
118606,2015,03000010179,25,1
118632,2012,03000010256,28,1
118632,2013,03000010256,29,1
118632,2014,03000010256,30,1
118632,2015,03000010256,31,1
118641,2012,03000010107,22,1
118641,2013,03000010107,23,1
118641,2014,03000010107,25,1
118649,2014,07041920010,25,0
118649,2015,03000010193,26,0
118666,2012,03000010190,30,1
118666,2013,03000010190,31,1
118666,2014,03000010190,32,1
118666,2015,03000010190,33,1
118670,2012,03000010107,22,1
118670,2013,03000010107,23,1
118670,2014,03000010107,24,1
118672,2012,03000010190,22,0
118672,2013,03000010190,23,0
118672,2014,03000010190,24,0
118674,2012,03000010625,25,1
118674,2013,03000010311,26,1
118674,2014,03000010625,27,1
118674,2015,03000010625,28,1
118677,2012,03000010155,23,0
118677,2013,03000010155,24,0
118677,2014,03000010155,25,0
118677,2015,03000010155,26,0
118690,2014,03000010625,29,0
118690,2015,03000010625,30,0
118692,2012,03000010107,22,1
118692,2013,03000010107,23,1
118692,2014,03000010107,24,1
118692,2015,03000010107,25,1
118698,2012,03000010190,29,1
118698,2013,03000010318,30,1
118698,2014,03000010190,31,1
118699,2015,03000010179,30,0
118703,2012,03000010193,28,0
118703,2013,03000010193,29,0
118703,2014,03000010318,30,0
118703,2015,03000010193,31,0
118764,2012,03000010193,23,0
118764,2013,03000010193,24.23077,0
118764,2014,03000010291,25.5,0
118764,2015,03000010193,26,0
118779,2012,03000010382,32,0
118779,2013,03000010382,33,0
118779,2014,03000010382,34,0
118779,2015,03000010382,35,0
118790,2012,03000010289,29,1
118790,2013,03000010289,30,1
118790,2014,03000010289,31,1
118790,2015,03000010289,32,1
118794,2012,03000010323,24,1
118794,2013,03000010323,25,1
118794,2014,03000010323,26,1
118794,2015,03000010323,27,1
118798,2012,03000010175,37,0
118798,2013,03000010175,38,0
118798,2014,,40,0
118835,2013,03000010300,26,0
118835,2014,03000010300,27.043478,0
118838,2012,03000010352,30,1
118838,2013,03000010352,31,1
118838,2014,03000010352,32,1
118872,2012,03000010300,39,1
118872,2013,03000010300,40,1
118872,2014,03000010300,41,1
118877,2012,03000010256,27,1
118877,2013,03000010256,28,1
118877,2014,03000010256,29,1
118877,2015,03000010256,30,1
118889,2014,03000010130,24.141935,1
118889,2015,03000010130,25,1
118906,2012,03000010354,24,1
118906,2013,03000010354,25,1
118906,2014,03000010354,26,1
118906,2015,03000010354,27,1
118918,2012,,33,1
118918,2013,,34,1
118918,2014,,35,1
118948,2014,03000010282,30,1
118948,2015,03000010282,31,1
118950,2012,03000010288,24,1
118950,2013,03000010288,25,1
118950,2014,03000010288,26,1
118950,2015,03000010288,27,1
118957,2012,03000010161,36,1
