"","person_id","year","perf_a","perf_b","performance","perf_c","performance_c","status","avg_absences","absence","id_s_fr","age","female","department"
"12577",105055,2014,1.163820439,NA,1,-0.19505052,1,"Active",8.3896656,1,3000010364,33,1,1
"12578",105055,2015,0.30765735,NA,1,0.14781953,1,"Active",1.3670996,1,3000010364,34,1,1
"12579",105055,2016,0.016732543,NA,1,0.072490372,1,"Active",0.34548953,1,NA,NA,NA,NA
"12580",105055,2017,-0.907601696,NA,1,-0.98348773,1,NA,NA,NA,NA,NA,NA,NA
"12581",105091,2013,0.19316808,NA,1,0.19316807,1,"Active",8.0747089,1,3000010360,31,0,1
"12582",105091,2014,-0.438448678,NA,1,0.8102634,1,"Active",8.2690897,1,3000010360,32,0,1
"12583",105091,2015,-0.940478161,NA,1,-1.4500135,1,"Active",1.9634218,1,3000010360,33,0,1
"12584",105091,2016,-0.01438871,NA,1,-0.18744133,1,"Active",0.40704298,1,NA,NA,NA,NA
"12585",105091,2017,0.335359069,NA,1,0.73480815,1,NA,NA,NA,NA,NA,NA,NA
"12586",105101,2013,-0.465416443,NA,1,-0.46541646,1,"Active",7.993865,1,3000010323,28,0,1
"12587",105101,2014,-0.71910829,NA,1,-0.45563045,1,"Active",8.9914885,1,3000010323,29,0,1
"12588",105101,2015,-0.213257475,NA,1,-0.5377906,1,"Active",1.9364978,1,3000010323,30,0,1
"12589",105101,2016,-0.715409548,NA,1,-0.45272574,1,"Active",0.87733048,1,NA,NA,NA,NA
"12590",105101,2017,NA,NA,1,-0.83111817,1,NA,NA,NA,NA,NA,NA,NA
"12591",105122,2013,1.551734407,NA,1,1.5517344,1,"Active",8.8684607,1,3000010155,29,1,1
"12592",105122,2014,0.568335687,NA,1,0.37362662,1,"Active",8.8614435,1,3000010155,30,1,1
"12593",105122,2015,0.270951042,NA,1,0.26406366,1,"Active",1.5576909,1,3000010155,31,1,1
"12594",105122,2016,-1.408410753,NA,1,-0.67438453,1,"Active",0.34193063,1,NA,NA,NA,NA
"12595",105122,2017,-1.646906005,NA,1,-0.38595018,1,NA,NA,NA,NA,NA,NA,NA
"12596",105138,2013,-2.248191555,-0.359219258,1,-1.0291678,1,"Active",8.0261993,1,3000010209,31,1,1
"12597",105138,2014,-0.326210361,-2.052052644,1,-0.96354795,1,"Active",8.8309889,1,3000010209,32,1,1
"12598",105138,2015,-0.390070306,-1.037367759,1,-0.81002676,1,"Active",1.1637704,1,3000010209,33,1,1
"12599",105138,2016,0.391286189,0.117261287,1,-0.1804792,1,"Active",0.52633816,1,NA,NA,NA,NA
"12600",105138,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12601",105158,2013,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12602",105158,2014,-1.275612819,NA,1,-1.2756128,1,"",8.3418083,1,NA,NA,NA,NA
"12603",105158,2015,-1.147565983,NA,1,-1.147566,1,NA,NA,NA,NA,NA,NA,NA
"12604",105158,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12605",105158,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12606",105168,2013,-1.668572225,NA,1,-1.6685722,1,"Active",8.4864883,1,3000010316,36,0,1
"12607",105168,2014,-0.930475578,-1.732695213,1,-1.5956346,1,"",8.092804,1,3000010316,37,0,1
"12608",105168,2015,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12609",105168,2016,NA,NA,1,NA,NA,"Active",0.63651276,1,NA,NA,NA,NA
"12610",105168,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12611",105187,2013,NA,NA,1,NA,NA,"Active",8.8373585,1,3000010311,28,1,1
"12612",105187,2014,-2.667007937,0.321143205,1,-0.48552519,1,NA,NA,NA,NA,NA,NA,NA
"12613",105187,2015,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12614",105187,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12615",105187,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12616",105188,2013,NA,NA,1,NA,NA,"Active",8.2553835,1,3000010316,28.112677,1,1
"12617",105188,2014,-0.580379707,-0.591250804,1,-0.38775453,1,"Active",8.3274441,1,3000010316,29,1,1
"12618",105188,2015,-0.606107075,0.417643839,1,-0.21409093,1,"Active",1.7804024,1,3000010316,30.020409,1,1
"12619",105188,2016,-0.583479772,NA,1,-0.58347976,1,"Active",0.15723042,1,NA,NA,NA,NA
"12620",105188,2017,-0.162853965,NA,1,-0.16285397,1,NA,NA,NA,NA,NA,NA,NA
"12621",105217,2013,0.205106539,NA,1,0.20510654,1,"Active",8.8195925,1,3000010363,37,1,1
"12622",105217,2014,0.261321297,NA,1,0.85188234,1,"Active",9.0301361,1,3000010363,38,1,1
"12623",105217,2015,0.49911142,NA,1,1.3516115,1,"Active",1.7344234,1,3000010363,39,1,1
"12624",105217,2016,1.747581685,NA,1,1.7189634,1,"Active",0.33276668,1,NA,NA,NA,NA
"12625",105217,2017,NA,NA,1,1.1361406,1,NA,NA,NA,NA,NA,NA,NA
"12626",105223,2013,NA,NA,1,NA,NA,"Active",7.982223,1,3000010179,28,1,1
"12627",105223,2014,-0.34818328,NA,1,-0.48591995,1,"Active",8.3166647,1,3000010179,29,1,1
"12628",105223,2015,0.829373728,-1.720091255,1,0.16386627,1,"Active",1.8371458,1,3000010179,30,1,1
"12629",105223,2016,1.201498805,-0.668293198,1,0.71530271,1,"Active",0.13742293,1,NA,NA,NA,NA
"12630",105223,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12631",105227,2013,0.715850464,NA,1,0.71585047,1,"Active",8.4383097,1,3000010368,31,1,1
"12632",105227,2014,0.038872541,NA,1,-0.96487635,1,"Active",8.3789368,1,3000010368,32,1,1
"12633",105227,2015,1.712843824,NA,1,0.81472385,1,"Active",2.003325,1,3000010368,33,1,1
"12634",105227,2016,0.762188909,NA,1,-0.12166999,1,"Active",0.69255364,1,NA,NA,NA,NA
"12635",105227,2017,-0.557837233,NA,1,-0.70810068,1,NA,NA,NA,NA,NA,NA,NA
"12636",105228,2013,-0.371708904,-0.591502121,1,-0.55958796,1,"Active",7.9551978,1,3000010291,29,1,1
"12637",105228,2014,-0.083067125,-0.650629639,1,-0.74663085,1,"Active",8.9594698,1,3000010291,30,1,1
"12638",105228,2015,-0.252569642,-1.234608349,1,-0.86601502,1,"Active",1.9439178,1,3000010291,31,1,1
"12639",105228,2016,0.837409233,NA,1,0.55743366,1,"Active",0.61636859,1,NA,NA,NA,NA
"12640",105228,2017,-1.650962522,NA,1,-1.2460136,1,NA,NA,NA,NA,NA,NA,NA
"12641",105237,2013,-0.110844197,NA,1,-0.1108442,1,"Active",8.3365564,1,3000010288,27,1,1
"12642",105237,2014,1.279953546,NA,1,1.5439128,1,"Active",8.780364,1,3000010288,28,1,1
"12643",105237,2015,1.038985669,NA,1,1.2090695,1,"Active",1.8300327,1,3000010288,29,1,1
"12644",105237,2016,1.846463275,NA,1,1.557549,1,"Active",0.57434094,1,NA,NA,NA,NA
"12645",105237,2017,0.543747476,NA,1,0.54374748,1,NA,NA,NA,NA,NA,NA,NA
"12646",105261,2013,-0.223068623,NA,1,-0.22306861,1,"Active",8.4837322,1,3000010140,43,1,1
"12647",105261,2014,0.136328338,NA,1,-0.021214321,1,"Active",8.9292612,1,3000010140,44,1,1
"12648",105261,2015,0.161486414,-0.502477765,1,0.007085579,1,"Active",1.9841856,1,3000010140,45,1,1
"12649",105261,2016,-0.038592888,-0.205592707,1,-0.1758204,1,"Active",0.27925366,1,NA,NA,NA,NA
"12650",105261,2017,NA,NA,1,-0.2980448,1,NA,NA,NA,NA,NA,NA,NA
"12651",105272,2013,0.187396248,NA,1,0.18739624,1,"Active",8.1658602,1,3000010190,30,1,1
"12652",105272,2014,-0.847259903,NA,1,0.34622562,1,"",8.0991955,1,3000010190,31,1,1
"12653",105272,2015,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12654",105272,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12655",105272,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12656",105283,2013,0.613498286,NA,1,0.61349833,1,NA,NA,NA,NA,NA,NA,NA
"12657",105283,2014,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12658",105283,2015,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12659",105283,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12660",105283,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12661",105294,2013,0.239155926,NA,1,0.23915593,1,"Active",8.2226257,1,3000010000,39.078949,1,1
"12662",105294,2014,0.259426877,1.173649631,1,0.70134783,1,"Active",8.7396345,1,3000010152,40,1,1
"12663",105294,2015,2.010701787,2.966264424,1,1.9981421,1,"Active",1.4921964,1,3000010152,41,1,1
"12664",105294,2016,0.381131588,-0.89959608,1,0.42090958,1,"Active",0.4869785,1,NA,NA,NA,NA
"12665",105294,2017,-0.151089239,NA,1,-0.10395935,1,NA,NA,NA,NA,NA,NA,NA
"12666",105316,2013,0.524738836,NA,1,0.52473885,1,"Active",8.3403177,1,3000010354,28,1,1
"12667",105316,2014,1.044816982,NA,1,1.0227149,1,"Active",8.5066538,1,3000010354,29,1,1
"12668",105316,2015,1.112418003,NA,1,0.77730274,1,"Inactive",1.9218401,1,3000010354,30,1,1
"12669",105316,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12670",105316,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12671",105326,2013,-1.764690336,NA,1,-1.0273284,1,"",8.0856133,1,NA,29,0,1
"12672",105326,2014,NA,NA,1,NA,NA,"",8.258091,1,NA,30,0,1
"12673",105326,2015,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12674",105326,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12675",105326,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
