person_id,year,perf_c
116803,2013,-0.48391271
125971,2016,-0.48388541
94159,2013,-0.48375872
122946,2016,-0.48371059
53459,2014,-0.48353457
100043,2014,-0.48351124
36074,2015,-0.48335853
84422,2015,-0.48325938
49530,2017,-0.48288709
59285,2015,-0.48264831
49849,2017,-0.48257324
29817,2014,-0.48252645
77273,2013,-0.48247719
41666,2017,-0.48242801
59062,2017,-0.4823834
106853,2016,-0.48229226
59168,2016,-0.4820464
73492,2016,-0.4817009
123380,2017,-0.48169062
60142,2014,-0.48157367
50746,2014,-0.48124313
45844,2016,-0.48120943
118666,2013,-0.48113579
106696,2016,-0.48091555
54273,2015,-0.48065367
121742,2014,-0.48031759
73126,2013,-0.4802658
113678,2017,-0.48019907
65545,2013,-0.48016778
98154,2016,-0.47957441
61888,2017,-0.47927874
114508,2017,-0.47922504
120606,2015,-0.47904918
100907,2014,-0.47885281
125111,2017,-0.47876003
116480,2014,-0.47864351
51081,2014,-0.47859159
69363,2014,-0.47796863
121649,2016,-0.47788107
93526,2017,-0.47760031
124412,2017,-0.47753897
86249,2013,-0.47679242
66379,2015,-0.47667447
59896,2014,-0.4760206
61377,2014,-0.47599155
109174,2017,-0.47588131
128368,2017,-0.47557792
28801,2014,-0.4755469
121591,2017,-0.4753162
39776,2017,-0.47520566
106114,2016,-0.47519183
116110,2015,-0.47494638
81679,2016,-0.47484076
50368,2017,-0.4740122
100667,2016,-0.47394887
102677,2015,-0.47370052
95929,2016,-0.47365341
99261,2016,-0.47364673
130270,2013,-0.47363684
51219,2015,-0.47356543
126093,2017,-0.47346833
41376,2013,-0.47327343
40337,2013,-0.47325042
8774,2016,-0.47305518
48313,2014,-0.47299635
31081,2013,-0.47298214
122060,2017,-0.4729023
64937,2013,-0.47289166
107541,2013,-0.47289166
51983,2016,-0.47248536
121741,2016,-0.47231638
62676,2017,-0.47199038
97505,2016,-0.47196648
87992,2013,-0.47165155
40967,2015,-0.47157714
100043,2015,-0.47127232
108651,2016,-0.47112766
63914,2013,-0.47079438
72711,2014,-0.47070134
124648,2017,-0.47059512
34555,2016,-0.47043118
39648,2015,-0.47040689
127621,2017,-0.47016183
57694,2014,-0.46929124
124412,2015,-0.46918982
101015,2016,-0.46828654
99104,2016,-0.46822745
113396,2014,-0.46809947
102389,2016,-0.46808079
84366,2017,-0.46755785
122933,2014,-0.46733648
130175,2017,-0.46715188
118011,2017,-0.46706405
128267,2017,-0.46667561
103845,2014,-0.46651274
114412,2015,-0.46575835
122144,2014,-0.46574777
47165,2014,-0.46550161
31619,2015,-0.46548772
105101,2013,-0.46541646
106440,2015,-0.46530503
67315,2013,-0.46506652
47246,2014,-0.46496043
48988,2014,-0.46467522
102389,2017,-0.46457765
67324,2016,-0.46440402
84422,2017,-0.46433452
23288,2014,-0.46431425
8768,2013,-0.46405864
57342,2016,-0.46388009
46897,2016,-0.46379605
121211,2015,-0.46377099
56879,2017,-0.46370956
126710,2017,-0.46370697
28521,2014,-0.46365517
23601,2015,-0.46355805
33481,2017,-0.46352416
122468,2017,-0.46349251
125974,2017,-0.46338129
37599,2013,-0.46327636
108044,2013,-0.46236017
54148,2017,-0.46213582
87742,2013,-0.4619652
112755,2017,-0.46178335
73537,2017,-0.46159622
116101,2015,-0.46135253
78386,2016,-0.46110877
118794,2017,-0.46099201
122828,2015,-0.46073362
103140,2017,-0.4606126
134859,2015,-0.46051294
108319,2015,-0.46003658
59168,2014,-0.45947245
103192,2017,-0.45946178
48374,2014,-0.45932913
120541,2016,-0.4592278
45432,2015,-0.45901784
65184,2016,-0.45892352
128251,2017,-0.45857447
121211,2016,-0.45851874
22696,2016,-0.45823348
40544,2015,-0.45791388
66141,2017,-0.45790911
45432,2017,-0.45781702
51918,2017,-0.45767665
109553,2015,-0.45746106
121071,2016,-0.45735893
115666,2013,-0.45720503
31558,2016,-0.45704961
100372,2013,-0.45667464
128004,2017,-0.45659018
100156,2014,-0.4565056
115803,2014,-0.45600557
121774,2015,-0.45596716
127746,2016,-0.45595786
37877,2015,-0.45586687
107178,2015,-0.45564821
128265,2017,-0.45564803
105101,2014,-0.45563045
51068,2013,-0.45549434
56364,2014,-0.45527992
116569,2017,-0.45513263
119558,2016,-0.45508876
41390,2014,-0.45469621
28788,2016,-0.45462364
52075,2015,-0.45435447
128840,2015,-0.4541091
15787,2014,-0.4537749
123380,2015,-0.45353898
110837,2017,-0.45337877
105101,2016,-0.45272574
105419,2013,-0.45243007
117979,2013,-0.45243007
99123,2014,-0.45231706
53358,2016,-0.45218641
128536,2017,-0.45208883
112135,2016,-0.45166039
97818,2013,-0.45158115
55909,2016,-0.45155045
128420,2017,-0.45154405
32621,2017,-0.45135862
115409,2016,-0.45135817
48988,2017,-0.45129541
85400,2016,-0.45128131
50077,2014,-0.45116919
39500,2013,-0.45089853
69841,2017,-0.45031303
94315,2013,-0.44981763
98022,2013,-0.44966012
41790,2013,-0.44943535
80817,2013,-0.44943535
58497,2015,-0.44915432
88175,2016,-0.44811165
69353,2014,-0.44736663
33135,2016,-0.44719553
121105,2016,-0.44716194
84981,2016,-0.44676724
29478,2013,-0.44659308
35427,2015,-0.44658458
74723,2014,-0.44636267
115151,2016,-0.44592363
71927,2016,-0.44586447
118088,2013,-0.44578004
119286,2016,-0.44569105
95682,2013,-0.44566894
46989,2017,-0.44539627
109172,2014,-0.44470021
105355,2015,-0.44439775
119938,2014,-0.44402543
82735,2017,-0.44392118
65751,2016,-0.44381678
112354,2015,-0.44378632
119558,2017,-0.44371292
87286,2016,-0.44364101
47267,2014,-0.44358277
30314,2014,-0.44339079
94973,2015,-0.4433189
119743,2013,-0.44329274
114356,2013,-0.44303906
62325,2013,-0.44290268
46120,2014,-0.4426266
60523,2013,-0.44242892
118565,2015,-0.44221324
42851,2015,-0.44212991
44368,2017,-0.4419145
41790,2017,-0.44170889
40189,2014,-0.44151902
98958,2016,-0.44146371
68822,2017,-0.44138017
120654,2016,-0.4411267
28012,2013,-0.44091234
114383,2014,-0.44059849
103996,2016,-0.44047007
115431,2017,-0.44029972
95733,2014,-0.4401868
119560,2015,-0.44010741
127536,2017,-0.4398793
113246,2017,-0.4396697
123026,2017,-0.43956038
29712,2014,-0.43937472
119313,2015,-0.43925968
75765,2017,-0.43914509
128539,2017,-0.43896788
7653,2015,-0.43886581
47324,2016,-0.4388493
114577,2016,-0.43879437
69363,2013,-0.43851966
30244,2015,-0.43848664
97169,2015,-0.43847969
59896,2017,-0.43835604
114949,2015,-0.43830499
111917,2014,-0.43828985
100229,2014,-0.43824199
73165,2017,-0.43784681
43686,2014,-0.43784058
12516,2013,-0.43782118
36560,2015,-0.43733066
48857,2014,-0.43699443
66530,2017,-0.4367066
51236,2013,-0.43652672
24217,2016,-0.4363305
93196,2017,-0.43632972
103396,2017,-0.43619958
65791,2013,-0.43600893
59024,2017,-0.43572772
102530,2015,-0.43553963
128457,2017,-0.43549079
107405,2015,-0.43536514
16262,2014,-0.43480381
30799,2014,-0.43471843
114294,2013,-0.43463054
117101,2017,-0.43444148
103408,2016,-0.4338963
52076,2013,-0.43381482
60050,2017,-0.43380436
98376,2014,-0.43371621
57281,2017,-0.43319616
75765,2015,-0.4328309
121696,2015,-0.43282026
54085,2017,-0.43237406
50609,2015,-0.4322035
56810,2016,-0.43188199
51111,2013,-0.43185169
128342,2017,-0.43174317
38579,2015,-0.43132034
107865,2014,-0.43123162
119854,2016,-0.43066382
65000,2013,-0.43058565
121741,2017,-0.43031853
122993,2015,-0.4299306
77382,2015,-0.42992619
121254,2014,-0.42983961
121719,2014,-0.42982179
51457,2016,-0.42980996
57813,2013,-0.42963439
110187,2013,-0.42941612
51746,2017,-0.42881727
111047,2013,-0.42857471
125974,2016,-0.42850298
128305,2017,-0.42786631
117995,2013,-0.42749891
90879,2014,-0.42702454
39975,2017,-0.42663962
128791,2016,-0.42654553
61734,2017,-0.42652866
112471,2016,-0.42645669
103747,2014,-0.42631415
68078,2015,-0.42594418
119205,2014,-0.42570731
69905,2013,-0.425439
61168,2016,-0.42502651
52075,2013,-0.42489696
42835,2016,-0.42485109
77095,2016,-0.42482823
95748,2015,-0.42481881
108411,2016,-0.42470104
93124,2015,-0.42469949
53086,2014,-0.42440233
102524,2016,-0.42425701
69941,2015,-0.42406511
114375,2017,-0.42400917
92456,2013,-0.42384949
76058,2017,-0.42302936
107993,2017,-0.42302293
42185,2016,-0.42300844
108781,2015,-0.42300752
123642,2015,-0.42235109
43962,2016,-0.42178893
59454,2015,-0.42176643
100907,2015,-0.42168707
47613,2017,-0.42162228
64986,2016,-0.42152846
31487,2016,-0.4214623
49422,2014,-0.42139769
79922,2016,-0.42120478
99013,2013,-0.42103574
82892,2016,-0.42098972
108315,2013,-0.42098731
115630,2017,-0.4209834
30814,2013,-0.42078874
71834,2014,-0.42054993
17482,2013,-0.42046085
69363,2016,-0.42045027
127870,2016,-0.42041814
44002,2017,-0.41978529
95601,2016,-0.41934502
72909,2016,-0.41874811
67881,2016,-0.41841567
61295,2017,-0.41825947
62240,2016,-0.41821265
65968,2013,-0.41814923
35774,2017,-0.41795617
112459,2016,-0.41784489
65378,2017,-0.41772109
112459,2015,-0.41765052
65244,2013,-0.41668433
4546,2013,-0.41637111
37281,2017,-0.41615662
111876,2013,-0.41598111
38952,2014,-0.41581452
118442,2015,-0.4152478
89704,2016,-0.41511559
93532,2015,-0.41446126
66626,2016,-0.41428354
57894,2014,-0.4141489
23812,2014,-0.41382223
86927,2016,-0.41318664
42862,2014,-0.41300309
51374,2016,-0.4127427
119731,2013,-0.41270781
84208,2016,-0.41244024
116222,2016,-0.41230932
37815,2013,-0.41202712
106318,2016,-0.41196066
66342,2014,-0.4117583
60888,2013,-0.41171533
128516,2017,-0.41161704
45084,2016,-0.41155282
113869,2016,-0.41149232
123133,2016,-0.4110406
39180,2017,-0.41080555
107952,2014,-0.41069952
109689,2015,-0.4105224
125962,2015,-0.41001752
127621,2016,-0.410009
36511,2015,-0.40991843
116334,2015,-0.40991244
33420,2014,-0.40977898
43614,2017,-0.40932631
121873,2015,-0.40926075
123472,2017,-0.4092142
78161,2014,-0.40907785
119205,2015,-0.40900868
22411,2016,-0.40894988
121760,2016,-0.40888822
117983,2013,-0.40856752
56190,2014,-0.40832096
20985,2017,-0.40799201
29694,2016,-0.40793127
115776,2014,-0.40784913
102097,2016,-0.40765134
98464,2016,-0.40720421
88276,2014,-0.40705952
58980,2013,-0.40698737
113646,2017,-0.40675691
88261,2015,-0.40648171
84244,2015,-0.40640208
36275,2015,-0.406288
58240,2017,-0.40601701
128356,2017,-0.40591741
114519,2013,-0.40585643
127415,2017,-0.40578029
117023,2014,-0.40487939
113917,2015,-0.40466365
99766,2015,-0.40456441
69913,2014,-0.40446275
99013,2014,-0.40440953
98801,2013,-0.40419886
114742,2015,-0.40378708
95510,2015,-0.40377766
119324,2014,-0.4036018
62780,2017,-0.40310025
121677,2016,-0.40276456
77095,2013,-0.40264821
95800,2015,-0.40224791
115364,2013,-0.40211511
68172,2015,-0.4016743
44683,2016,-0.40157676
61168,2014,-0.40133747
43736,2014,-0.40106681
47086,2015,-0.40088093
35459,2015,-0.4005999
43563,2017,-0.40049949
102948,2017,-0.40037903
114979,2014,-0.40028411
128317,2017,-0.40009186
32650,2017,-0.39955497
115641,2013,-0.39955157
95895,2017,-0.39951915
94890,2013,-0.39920425
128005,2017,-0.39913571
103091,2015,-0.39858928
102459,2014,-0.39830521
62434,2017,-0.39818096
112354,2016,-0.39738354
110265,2013,-0.39727858
125871,2015,-0.3972348
123069,2014,-0.39653111
28522,2014,-0.39644536
116222,2017,-0.39611739
52552,2016,-0.39599237
129169,2013,-0.39587224
26255,2013,-0.39586902
116805,2013,-0.39543578
82339,2015,-0.39483604
46822,2015,-0.3947567
109614,2016,-0.3945905
51111,2015,-0.39442393
115280,2014,-0.3943606
40577,2014,-0.39432436
20661,2014,-0.39427882
103091,2013,-0.39410976
106628,2015,-0.39401695
73876,2017,-0.39343905
45796,2016,-0.39335427
113678,2016,-0.39219475
53895,2015,-0.39198229
31646,2013,-0.39187443
55546,2014,-0.39162663
47086,2017,-0.39156485
101684,2017,-0.39147732
113340,2014,-0.39137563
100015,2017,-0.39130062
42835,2014,-0.39127561
56272,2015,-0.39126426
93055,2015,-0.39109263
28325,2016,-0.39048234
118447,2013,-0.39005059
25456,2015,-0.38989404
29694,2015,-0.38970739
94575,2013,-0.38953817
59284,2017,-0.38945261
118227,2014,-0.38944662
30231,2013,-0.38940829
12333,2015,-0.38936463
32907,2014,-0.3893083
56272,2017,-0.38919541
95733,2017,-0.38883355
72679,2013,-0.38880822
45649,2016,-0.38878083
61125,2015,-0.38873398
58559,2017,-0.38824645
125871,2016,-0.38810253
105188,2014,-0.38775453
61814,2017,-0.38772529
101643,2016,-0.38720709
44368,2014,-0.38718271
68136,2013,-0.38712963
34239,2016,-0.38666001
82216,2016,-0.38664365
127342,2016,-0.38644031
41378,2017,-0.38621947
52045,2017,-0.38620397
107952,2017,-0.38599187
124635,2015,-0.38598108
105122,2017,-0.38595018
34357,2015,-0.38532409
31646,2014,-0.3852959
28911,2017,-0.38458902
128373,2017,-0.38456118
96255,2016,-0.38452825
48812,2015,-0.38446599
36212,2016,-0.3843841
34751,2015,-0.38437784
123488,2017,-0.38398376
74260,2017,-0.38382581
112490,2016,-0.3837263
109779,2015,-0.38359639
119731,2016,-0.38345352
108558,2016,-0.38338491
40935,2013,-0.38336876
56426,2017,-0.38300365
98722,2015,-0.38294575
13186,2016,-0.38270208
31782,2013,-0.38242757
51989,2016,-0.38220906
118452,2016,-0.38218164
101614,2015,-0.3821671
70390,2017,-0.38201743
123024,2017,-0.38171622
67142,2017,-0.38170412
104806,2016,-0.38152245
112102,2016,-0.38102999
36622,2017,-0.38099959
103130,2015,-0.38094035
90906,2016,-0.38071093
113203,2015,-0.38045922
121170,2014,-0.37988931
115716,2013,-0.37956735
99704,2017,-0.37914714
92011,2015,-0.37865165
62661,2013,-0.37832004
36493,2016,-0.37826747
36275,2017,-0.37816811
34283,2016,-0.37800986
39975,2013,-0.37794259
68797,2013,-0.37794259
121858,2016,-0.37745053
35630,2013,-0.37737873
105528,2015,-0.37730849
128325,2017,-0.37723529
113733,2016,-0.37710717
65587,2014,-0.37703007
113340,2015,-0.37693763
77095,2014,-0.37679315
69415,2014,-0.37677497
60092,2014,-0.37660697
112532,2016,-0.37635338
106777,2016,-0.37626925
109594,2015,-0.3761161
114907,2017,-0.37604684
115151,2014,-0.37601021
119939,2014,-0.37556744
32950,2014,-0.3754687
67589,2013,-0.37536231
105961,2013,-0.37520796
116256,2014,-0.37501991
119632,2013,-0.37482193
116334,2017,-0.37477234
34235,2013,-0.37469146
127887,2017,-0.37447006
65120,2014,-0.37437674
8768,2014,-0.37425506
46912,2013,-0.3739762
38437,2015,-0.37397483
127472,2017,-0.37338805
124706,2017,-0.37314698
115364,2016,-0.37310213
81432,2013,-0.37302551
98341,2013,-0.37302551
67804,2016,-0.37282503
105785,2015,-0.37235239
121492,2014,-0.37225211
130013,2015,-0.37205842
123251,2016,-0.37175956
52397,2013,-0.3717089
46305,2016,-0.37142175
108434,2017,-0.37141621
43088,2016,-0.37109396
94377,2017,-0.37097564
51374,2013,-0.37081125
118220,2016,-0.37025982
100015,2015,-0.37022567
95601,2015,-0.37007695
51294,2015,-0.36978599
51403,2014,-0.36977622
38080,2013,-0.36974832
41590,2015,-0.36955613
128455,2017,-0.36950803
57868,2017,-0.36902109
68257,2014,-0.36883438
122211,2016,-0.36881506
128384,2016,-0.36854956
106853,2015,-0.36854151
67804,2013,-0.36854061
109042,2014,-0.36850664
103074,2017,-0.36850369
122096,2015,-0.36840132
41189,2015,-0.36752781
127907,2017,-0.36728811
22274,2017,-0.36664957
60357,2016,-0.36647576
56190,2017,-0.36643869
46246,2014,-0.36628813
106210,2013,-0.36607778
102865,2014,-0.36594495
87473,2017,-0.36590388
109259,2016,-0.36529586
102737,2016,-0.36520287
33361,2017,-0.36489186
106777,2014,-0.36461869
96046,2015,-0.3645857
59454,2013,-0.36407879
106806,2016,-0.36396506
76404,2013,-0.3636404
68782,2014,-0.36346945
49525,2014,-0.36343169
52101,2015,-0.36291501
28701,2015,-0.36290127
57843,2015,-0.36289799
23828,2017,-0.36240107
61888,2016,-0.36237645
93055,2017,-0.36220139
48732,2013,-0.36192197
47012,2017,-0.36170262
48301,2016,-0.36152053
25194,2013,-0.36130509
47411,2015,-0.36092809
73876,2014,-0.36088756
31493,2014,-0.36065283
58045,2017,-0.36014867
33670,2014,-0.3599543
43588,2017,-0.35994554
95895,2016,-0.35941735
101169,2013,-0.35937548
92292,2014,-0.35930318
95895,2014,-0.35930318
30757,2016,-0.35915989
34709,2014,-0.35908172
46444,2017,-0.35907677
74723,2015,-0.35899627
37695,2013,-0.3587285
92292,2015,-0.35866752
111806,2013,-0.35853282
128940,2014,-0.35829997
98615,2014,-0.35810566
77241,2016,-0.35805863
124535,2017,-0.35722065
106980,2017,-0.35698763
118670,2014,-0.35672471
126196,2016,-0.35672382
85757,2016,-0.35657278
51236,2017,-0.3565487
106146,2013,-0.35644048
117075,2013,-0.35535228
117021,2015,-0.35523891
102751,2017,-0.35502687
118703,2013,-0.35482818
104750,2016,-0.35480943
66021,2013,-0.35458234
65120,2015,-0.35451564
30318,2013,-0.35451034
45796,2015,-0.35447672
65514,2017,-0.35445479
62629,2017,-0.35386696
61307,2013,-0.35335678
116852,2016,-0.35333815
60123,2015,-0.35327423
128461,2017,-0.35255143
30550,2017,-0.35222018
116569,2016,-0.35207292
116287,2016,-0.35134295
27718,2014,-0.35107243
109017,2016,-0.35099366
117200,2016,-0.3509526
38815,2014,-0.35091087
105868,2017,-0.35076359
53562,2013,-0.35023779
49199,2014,-0.35006663
34956,2013,-0.35004067
128677,2016,-0.35002995
45895,2017,-0.34999079
36544,2013,-0.34996739
80907,2014,-0.34925517
61414,2015,-0.34904864
50733,2014,-0.34898269
127833,2016,-0.34852222
83442,2014,-0.34849975
90906,2014,-0.34811896
38628,2014,-0.3480103
117924,2015,-0.34798717
60621,2017,-0.3477847
17551,2013,-0.34770948
50814,2015,-0.34733632
119284,2015,-0.3472687
122351,2015,-0.34720591
127725,2017,-0.34717137
105445,2013,-0.34699172
82892,2014,-0.34687603
103192,2016,-0.34684959
46249,2014,-0.34632853
54367,2014,-0.34619859
108488,2014,-0.34608567
57865,2016,-0.34598586
35148,2016,-0.34584793
67270,2015,-0.34550205
103130,2014,-0.34547547
47281,2013,-0.34532613
51577,2014,-0.34506837
36074,2016,-0.34496215
37877,2014,-0.34432352
36977,2015,-0.34432179
36275,2016,-0.34399
48732,2014,-0.34371671
28081,2014,-0.34353575
101140,2014,-0.34320098
106146,2014,-0.34306201
124776,2016,-0.3428953
92564,2016,-0.34269208
82605,2015,-0.34267247
58561,2015,-0.34265858
46002,2014,-0.34235913
43833,2017,-0.34216389
117883,2015,-0.34186092
62820,2013,-0.34143299
95049,2013,-0.34143299
118227,2015,-0.34133342
63287,2015,-0.34125525
109528,2013,-0.34121799
84563,2017,-0.34114039
130335,2017,-0.34094784
61892,2015,-0.34075236
61355,2013,-0.34071752
54132,2013,-0.34055376
103360,2013,-0.34051758
98188,2013,-0.34018776
37903,2017,-0.34015682
80887,2017,-0.3401289
53478,2013,-0.33987039
87189,2013,-0.33964676
98615,2015,-0.33934441
67572,2016,-0.33912641
117802,2015,-0.33911732
100497,2013,-0.33850476
17658,2013,-0.3384445
36818,2013,-0.33838025
105521,2013,-0.33838025
122106,2015,-0.33806172
112723,2015,-0.33786273
121468,2015,-0.33768198
34956,2014,-0.3373234
114383,2013,-0.3371374
64426,2015,-0.33674958
98779,2013,-0.33670115
117345,2017,-0.33665195
36723,2013,-0.33664677
110429,2017,-0.3365691
54367,2017,-0.33640024
126543,2017,-0.33616769
81678,2017,-0.33616519
48254,2013,-0.33605614
93412,2015,-0.33593744
53386,2015,-0.33591914
112237,2013,-0.33556148
81432,2015,-0.33553934
103747,2015,-0.33553332
33438,2016,-0.33553016
116714,2016,-0.33527574
109288,2016,-0.33524823
48340,2013,-0.33517379
113551,2013,-0.33507413
62648,2016,-0.33483317
65968,2017,-0.33477822
41401,2014,-0.33443806
119867,2017,-0.33417237
38633,2016,-0.33415395
127607,2016,-0.33404589
107074,2016,-0.3338908
122236,2016,-0.33388796
55149,2016,-0.33371988
64079,2015,-0.33368513
73535,2015,-0.33363563
77310,2015,-0.33362898
124234,2016,-0.33351135
64449,2015,-0.33344078
48304,2013,-0.33326378
41376,2014,-0.33297431
53895,2016,-0.33294606
116287,2017,-0.33270156
125450,2017,-0.33267733
125735,2015,-0.33253613
65497,2015,-0.33246252
56678,2017,-0.33243427
105785,2017,-0.33238491
115339,2017,-0.33217701
98929,2015,-0.33187377
55865,2016,-0.3316299
109794,2016,-0.3314653
46315,2016,-0.33099616
100072,2013,-0.33088991
103130,2016,-0.3308188
63287,2017,-0.33081689
80793,2016,-0.33057669
124866,2015,-0.33055839
43199,2013,-0.33026141
50540,2014,-0.3301962
81662,2015,-0.32991883
43510,2017,-0.32967997
113246,2016,-0.32963026
110637,2017,-0.32961226
40394,2013,-0.3292976
62581,2015,-0.32927406
64866,2017,-0.3292478
115257,2015,-0.32910389
35137,2016,-0.32902557
30244,2014,-0.32889286
29547,2014,-0.32865652
128338,2017,-0.32850733
88089,2013,-0.3283101
96167,2015,-0.32830641
128990,2013,-0.32824293
125660,2016,-0.32799765
102832,2014,-0.327611
111079,2014,-0.32760897
96499,2014,-0.32746032
124706,2015,-0.32731017
67390,2017,-0.32728526
112445,2013,-0.32710707
118790,2015,-0.32667789
21341,2016,-0.32650319
93053,2015,-0.32643795
36637,2017,-0.32613561
58899,2015,-0.32603371
123603,2015,-0.32600322
106631,2016,-0.32595816
46977,2016,-0.32594499
118323,2014,-0.3258999
100317,2016,-0.3258279
26164,2013,-0.32574034
107785,2015,-0.3254039
24157,2015,-0.32524872
116145,2013,-0.32519883
10483,2013,-0.32507813
115446,2017,-0.32477179
36404,2015,-0.32475585
117234,2017,-0.32448328
99129,2014,-0.32444775
96042,2014,-0.3243894
78330,2016,-0.32425827
44546,2015,-0.32392377
39180,2016,-0.32363737
37877,2016,-0.32348314
75781,2015,-0.32342777
118301,2016,-0.32328889
121105,2015,-0.32325327
51655,2014,-0.32315797
128693,2015,-0.32311767
110361,2013,-0.3230882
46344,2016,-0.32303098
115520,2013,-0.32303068
62240,2013,-0.32296938
102473,2013,-0.32294089
98779,2014,-0.32273906
64200,2013,-0.32273829
118177,2017,-0.32263359
44002,2013,-0.32225561
64747,2013,-0.32205138
84830,2013,-0.32166776
125933,2017,-0.32145584
63909,2017,-0.32143182
38098,2016,-0.32132363
106334,2016,-0.32094812
41656,2013,-0.32060939
43273,2016,-0.32051775
60915,2014,-0.32043636
119261,2017,-0.32013595
113573,2015,-0.31980157
115253,2015,-0.31976524
61922,2015,-0.31962109
33952,2014,-0.3196193
134824,2014,-0.31943715
57057,2015,-0.31924036
73492,2015,-0.31909457
94854,2015,-0.31907168
28788,2015,-0.31894356
15867,2015,-0.31844884
122692,2016,-0.31830692
10647,2013,-0.31772998
119390,2014,-0.31741419
53086,2016,-0.31705904
55363,2016,-0.31679156
126200,2015,-0.31632471
119443,2017,-0.31620446
43833,2014,-0.316118
119343,2014,-0.31596377
112537,2016,-0.31565964
73876,2015,-0.31554773
39477,2013,-0.31540388
81318,2014,-0.31539473
65867,2016,-0.31530625
111345,2013,-0.31508321
35577,2015,-0.31495664
38592,2014,-0.31489509
103233,2014,-0.31451553
71718,2015,-0.31408772
47008,2014,-0.31406665
110187,2015,-0.31346378
21189,2014,-0.31336045
121760,2015,-0.31319851
97094,2016,-0.31313458
35446,2015,-0.31312618
40380,2013,-0.31309548
53459,2016,-0.31303778
65514,2013,-0.31290051
44310,2017,-0.31213593
43563,2014,-0.31184331
75872,2015,-0.31168121
128404,2017,-0.31144109
113875,2016,-0.31114313
124648,2015,-0.31107476
110939,2017,-0.31105936
110410,2015,-0.31080976
78641,2015,-0.31053185
126510,2017,-0.31047416
58497,2014,-0.31030852
68515,2017,-0.31007853
108488,2013,-0.3099947
28896,2017,-0.30989441
41590,2013,-0.30971777
71594,2016,-0.30934837
36637,2014,-0.30927834
117007,2014,-0.30886349
25177,2017,-0.30878946
83905,2014,-0.30867666
112933,2014,-0.3083114
103178,2016,-0.30806476
108696,2017,-0.30805036
121774,2017,-0.308034
48492,2017,-0.30787423
38579,2014,-0.30784354
122692,2017,-0.30779049
40485,2016,-0.30757266
89975,2013,-0.30752128
116644,2013,-0.30752128
71409,2016,-0.30727488
98412,2017,-0.30713198
118280,2015,-0.30709451
112302,2015,-0.30705976
107481,2015,-0.30694008
103360,2014,-0.3068589
72192,2015,-0.30654392
38496,2015,-0.30631277
72702,2013,-0.30628133
117443,2017,-0.30625311
108696,2013,-0.30615088
125796,2017,-0.30600128
53358,2017,-0.30599529
44310,2013,-0.30595258
48857,2017,-0.3059091
55944,2015,-0.30514625
102607,2017,-0.30508834
52068,2016,-0.30501026
35292,2015,-0.30455217
109295,2014,-0.30455056
106572,2015,-0.30441082
114577,2017,-0.30418879
59046,2015,-0.30388981
24940,2014,-0.30378047
62835,2016,-0.30337864
62581,2013,-0.30328393
52552,2013,-0.30319336
116122,2013,-0.30319336
124608,2017,-0.30318388
39047,2013,-0.30312252
68944,2017,-0.30303255
124285,2015,-0.30298656
109574,2013,-0.3028557
113057,2016,-0.30256251
98860,2015,-0.30255625
123120,2016,-0.30246899
69082,2013,-0.30243865
106146,2016,-0.30236512
111317,2013,-0.30234769
66150,2014,-0.30211323
103885,2013,-0.301884
51956,2017,-0.30172291
67793,2017,-0.30132344
113551,2015,-0.30128598
27125,2015,-0.30105019
126193,2017,-0.30091503
54269,2016,-0.3007527
45120,2016,-0.30073941
121696,2014,-0.30069089
31448,2016,-0.30063528
26494,2017,-0.30054867
51111,2014,-0.30053744
125394,2016,-0.30051088
70987,2015,-0.30050737
42185,2015,-0.30041787
55971,2015,-0.30025735
121505,2017,-0.29998654
56364,2016,-0.2998535
49643,2014,-0.29963967
68172,2014,-0.29962465
106853,2014,-0.29942274
97677,2014,-0.29910576
19949,2016,-0.29896015
96794,2016,-0.29871997
70977,2016,-0.29854438
65143,2017,-0.29848263
105261,2017,-0.2980448
59896,2013,-0.29792818
51457,2013,-0.29776528
35137,2015,-0.29773185
27933,2014,-0.29736349
77382,2017,-0.29729038
53386,2014,-0.29717949
44321,2014,-0.29711977
117577,2017,-0.29670638
71954,2014,-0.29663795
30847,2013,-0.29657373
78859,2014,-0.29623765
124179,2016,-0.29623765
39667,2017,-0.2962358
109528,2014,-0.29608801
117924,2017,-0.29606038
74260,2015,-0.29597959
71273,2016,-0.29568627
42206,2016,-0.29558587
39667,2014,-0.29491511
81623,2014,-0.29475209
96383,2017,-0.29469404
130010,2014,-0.29461601
99766,2013,-0.29445767
55113,2013,-0.29430047
56810,2013,-0.29405531
50463,2014,-0.29398996
33094,2014,-0.29395562
96794,2014,-0.29373604
102865,2015,-0.29372343
45852,2015,-0.29370442
76357,2017,-0.29253766
72201,2014,-0.2924903
126455,2016,-0.29205608
41542,2015,-0.29163742
62203,2015,-0.29152793
72201,2016,-0.29145381
68938,2015,-0.29124954
107329,2013,-0.29110479
36560,2016,-0.29104346
55363,2015,-0.29100645
110194,2014,-0.29077363
100156,2013,-0.29070985
63947,2013,-0.2905581
64480,2016,-0.29053167
38236,2016,-0.29009041
111497,2015,-0.28935117
47165,2015,-0.2893123
12516,2014,-0.28927609
36432,2014,-0.28903633
123001,2017,-0.28898647
72477,2013,-0.28886038
112823,2014,-0.28873721
106041,2017,-0.28844532
19127,2016,-0.28829458
104478,2013,-0.28813514
