person_id,year,perf_c
35905,2014,-2.0627956
21728,2017,-2.0617583
66623,2015,-2.0580492
27895,2016,-2.0577145
68798,2017,-2.0577052
122985,2017,-2.0566654
77469,2013,-2.0535562
46469,2013,-2.0521946
39648,2017,-2.0503483
36818,2017,-2.0453379
124290,2017,-2.0429881
115339,2013,-2.0356681
119255,2013,-2.0348182
127387,2016,-2.0344372
119969,2014,-2.0339305
62177,2015,-2.0330687
47812,2014,-2.0300021
121117,2015,-2.0295777
17962,2013,-2.025106
107074,2014,-2.023762
126094,2015,-2.0225797
121440,2014,-2.0124369
59511,2017,-2.0095949
54132,2014,-2.0066037
105775,2017,-2.0007079
75394,2014,-1.9982363
120195,2014,-1.9982363
84256,2017,-1.9954873
128664,2015,-1.9945107
20661,2016,-1.993205
130077,2017,-1.9924546
37153,2013,-1.9917154
114119,2017,-1.9890242
53502,2013,-1.9889592
126754,2017,-1.9885867
31824,2014,-1.9872077
40205,2013,-1.9868774
119530,2015,-1.9859519
102973,2015,-1.9815515
60388,2016,-1.9809206
100791,2016,-1.9796984
38498,2013,-1.9794706
125801,2015,-1.9787712
38633,2015,-1.978253
96451,2016,-1.9780968
63360,2015,-1.9776621
127136,2017,-1.9755932
95017,2016,-1.974147
40229,2013,-1.9736695
119953,2017,-1.9733206
18235,2016,-1.972778
122744,2014,-1.9718763
100030,2016,-1.9707444
106618,2015,-1.969942
119929,2017,-1.9671702
122828,2014,-1.9633375
86014,2017,-1.9608438
95197,2015,-1.959691
127364,2017,-1.9540502
98022,2015,-1.952613
128224,2017,-1.9519389
102737,2013,-1.9492275
97330,2016,-1.94841
47411,2017,-1.9478818
128227,2016,-1.9444381
122964,2015,-1.9443679
121948,2014,-1.9441253
41835,2013,-1.9434297
77250,2015,-1.9417021
107659,2015,-1.9413608
62177,2014,-1.9386289
81415,2016,-1.9381349
62194,2014,-1.9368491
118385,2014,-1.9368266
125357,2015,-1.9313258
57003,2013,-1.9278733
39477,2014,-1.9260774
103017,2013,-1.9212908
111806,2017,-1.9210992
119530,2016,-1.9189149
122933,2016,-1.9174416
39500,2016,-1.9154195
128355,2017,-1.9150547
111245,2017,-1.9142003
61808,2013,-1.9121612
61892,2014,-1.9119002
68078,2013,-1.9107122
72752,2013,-1.9096491
115869,2015,-1.9089453
119080,2016,-1.9078693
122706,2016,-1.9071852
121873,2016,-1.9064631
34363,2014,-1.9015369
99164,2014,-1.9010322
18204,2017,-1.8996694
49308,2014,-1.8958461
7715,2013,-1.8941317
128940,2013,-1.894015
111716,2014,-1.8936588
63909,2016,-1.8929343
98187,2016,-1.8900249
61414,2016,-1.8891323
36430,2015,-1.8889661
51966,2015,-1.8834878
119080,2015,-1.8771822
36430,2014,-1.8714561
20661,2015,-1.8692135
61892,2016,-1.8685507
73209,2016,-1.8666271
57832,2014,-1.8658386
82833,2016,-1.8656359
82903,2016,-1.8616173
109151,2013,-1.8610885
130217,2014,-1.8595917
57694,2017,-1.8590188
46413,2014,-1.8588295
23970,2014,-1.8576916
102699,2013,-1.8560153
59725,2013,-1.8527266
100145,2013,-1.8490516
121931,2015,-1.8455732
81495,2013,-1.8447949
55197,2015,-1.8440574
94220,2014,-1.8433522
37931,2017,-1.8425558
74705,2016,-1.8423305
122400,2014,-1.8400891
51050,2016,-1.8399832
124850,2015,-1.8387481
114408,2017,-1.8377482
66253,2016,-1.83758
72557,2013,-1.8372923
128395,2017,-1.8371377
34825,2013,-1.8333859
21249,2014,-1.8327867
118649,2016,-1.8319154
50899,2015,-1.8309528
127276,2016,-1.8307048
127418,2016,-1.8300703
123162,2015,-1.8258345
416,2014,-1.8250755
128358,2017,-1.8248717
103131,2016,-1.8216591
64730,2015,-1.8210578
122400,2016,-1.8210324
128394,2017,-1.8203334
28081,2016,-1.8178103
100232,2015,-1.8160077
41014,2013,-1.8145201
127510,2016,-1.8139752
49422,2017,-1.8092366
70912,2017,-1.8072007
92633,2013,-1.8064957
56364,2015,-1.805986
32487,2015,-1.8054991
45844,2013,-1.8049047
36912,2014,-1.8039665
128269,2017,-1.8007663
125693,2015,-1.8007146
111693,2016,-1.8000104
128942,2013,-1.7988529
73125,2016,-1.7975316
128410,2017,-1.796389
121903,2015,-1.7943273
129958,2017,-1.7911986
37931,2015,-1.7910273
115132,2013,-1.7886963
25026,2013,-1.7873467
128685,2017,-1.7865875
121324,2014,-1.7830389
128541,2016,-1.7804649
54616,2014,-1.7780674
74260,2013,-1.7780463
106089,2016,-1.7780437
104053,2013,-1.7765574
73329,2017,-1.7758821
120654,2017,-1.7757663
88542,2017,-1.7747463
130291,2016,-1.7709717
88467,2015,-1.7699977
74528,2015,-1.7697934
110341,2014,-1.7676075
118385,2015,-1.7675687
17551,2015,-1.7665489
52400,2016,-1.7630274
116691,2013,-1.7628772
122286,2016,-1.7625932
112225,2016,-1.7619879
125386,2017,-1.7617339
106839,2014,-1.76072
8817,2016,-1.7586948
128083,2016,-1.7568201
95461,2014,-1.7558186
89755,2014,-1.7553641
98441,2016,-1.7551211
108755,2013,-1.7544323
36823,2013,-1.7531486
64811,2013,-1.7498329
47008,2017,-1.7471488
44737,2015,-1.7455125
92264,2015,-1.7379122
23828,2013,-1.7374092
58562,2014,-1.7339383
56687,2014,-1.7337931
67889,2013,-1.7333961
64452,2014,-1.7332623
59284,2013,-1.731959
110941,2016,-1.7309515
81563,2015,-1.7282823
98722,2017,-1.7257148
8665,2015,-1.7245715
128083,2017,-1.7236303
31253,2015,-1.7235848
128145,2016,-1.7228588
52474,2017,-1.7227041
41899,2013,-1.7220069
128677,2015,-1.7204773
94220,2016,-1.717423
65044,2017,-1.7137543
105896,2017,-1.7130988
14273,2013,-1.7115202
128137,2016,-1.7114877
48374,2017,-1.7113791
26557,2014,-1.7112108
94220,2015,-1.7096325
120163,2017,-1.7078118
20661,2017,-1.7060065
100317,2013,-1.7026547
47364,2014,-1.7011256
128284,2017,-1.7004015
73909,2017,-1.6964364
47411,2013,-1.694872
71409,2017,-1.6945292
115325,2013,-1.6943796
110246,2016,-1.6942073
71548,2013,-1.6938745
109172,2016,-1.6913151
103140,2015,-1.6901039
43686,2017,-1.6881256
48988,2016,-1.6874555
119504,2017,-1.6862541
76482,2015,-1.686165
85888,2016,-1.6845468
56333,2016,-1.6821746
46249,2015,-1.6820586
99076,2017,-1.6817697
50199,2013,-1.6807284
44804,2016,-1.6804329
117729,2014,-1.6804099
113340,2016,-1.6788199
40320,2014,-1.6779473
126037,2016,-1.6778859
128393,2017,-1.6777332
121505,2016,-1.6760702
121849,2015,-1.675615
38370,2017,-1.6747439
62322,2015,-1.6724619
105168,2013,-1.6685722
63911,2013,-1.6684813
116012,2017,-1.6683325
89694,2013,-1.6673708
42472,2016,-1.6647315
112382,2013,-1.6641448
79417,2015,-1.6636125
128280,2017,-1.6632886
104555,2014,-1.6598529
125620,2017,-1.6594846
121404,2015,-1.6568449
127644,2017,-1.6550095
130266,2016,-1.6547387
119475,2016,-1.6501501
30029,2015,-1.6498108
50182,2015,-1.6497527
34357,2016,-1.6495584
124988,2016,-1.6487123
128426,2017,-1.6458764
42472,2015,-1.6452544
29483,2015,-1.6430893
123015,2016,-1.6425772
51824,2016,-1.6422812
59284,2015,-1.6414404
111716,2015,-1.6395285
124674,2015,-1.6393934
111287,2013,-1.6379701
86652,2016,-1.6374303
121760,2014,-1.637423
104462,2015,-1.6362207
71927,2017,-1.6360595
66141,2015,-1.6356156
128540,2016,-1.6325296
125620,2015,-1.6321908
83567,2016,-1.6318431
115990,2015,-1.6317903
41903,2014,-1.6306844
38916,2016,-1.6302415
123918,2015,-1.628322
122636,2017,-1.6278446
114020,2017,-1.6276916
128362,2017,-1.6271309
128269,2016,-1.6267257
121209,2014,-1.6263735
121939,2015,-1.625872
63124,2016,-1.6249954
51824,2017,-1.6239319
112252,2017,-1.6238917
128536,2016,-1.6233726
64937,2015,-1.6226758
74528,2017,-1.6226128
91480,2013,-1.6200789
62586,2017,-1.6195939
101890,2013,-1.6188769
5216,2013,-1.6178595
75394,2017,-1.6176052
91480,2015,-1.6152656
97960,2014,-1.6132889
45046,2013,-1.6122537
128425,2017,-1.611699
41542,2017,-1.6099721
100513,2015,-1.6099204
41378,2015,-1.6099083
121105,2014,-1.6094757
99261,2017,-1.6090786
121967,2015,-1.6087656
21889,2013,-1.6065307
36723,2017,-1.603097
58562,2015,-1.6029695
69705,2014,-1.6009729
105168,2014,-1.5956346
41014,2015,-1.59443
115996,2017,-1.5928968
117300,2015,-1.5917015
121106,2014,-1.5916362
20661,2013,-1.5907594
108258,2013,-1.5891334
106751,2014,-1.5885284
117729,2015,-1.5868232
85139,2016,-1.5865592
34988,2017,-1.5864968
65514,2015,-1.5846434
128686,2016,-1.5841267
41987,2017,-1.5837641
124533,2016,-1.5835365
127999,2016,-1.5833912
40935,2014,-1.5753139
43719,2017,-1.5752929
47203,2013,-1.5733541
103130,2013,-1.5728472
56312,2014,-1.5712805
125099,2015,-1.5707041
113081,2014,-1.5698959
124564,2015,-1.5698144
51050,2013,-1.5691223
87601,2013,-1.5689672
77669,2013,-1.5684831
128351,2017,-1.5681422
127794,2016,-1.5677748
128371,2017,-1.5668828
130296,2015,-1.5615296
127811,2016,-1.5614262
95895,2015,-1.558715
38593,2017,-1.5568546
120163,2016,-1.5566705
115280,2013,-1.5557616
53502,2016,-1.5543728
48497,2017,-1.5520673
116523,2014,-1.5505075
128270,2016,-1.5503873
124717,2015,-1.5492371
34357,2014,-1.5474504
100288,2017,-1.547053
128540,2017,-1.5457186
32621,2016,-1.5451692
72072,2013,-1.5443718
29484,2017,-1.5434759
134842,2016,-1.5427902
101241,2013,-1.5421791
128270,2017,-1.5420355
44738,2013,-1.5417489
127249,2017,-1.5407648
127919,2016,-1.5401237
93273,2013,-1.5392399
103353,2014,-1.5392321
57772,2014,-1.5385166
52474,2014,-1.5373758
24157,2013,-1.5371742
118794,2013,-1.5358459
117819,2017,-1.5338537
39549,2013,-1.5337945
101400,2013,-1.5337945
130330,2017,-1.532527
69363,2017,-1.5318425
108258,2017,-1.5305487
128340,2017,-1.5298916
116275,2014,-1.5294034
36570,2014,-1.5291927
66253,2013,-1.5265946
34956,2017,-1.5265223
38008,2016,-1.5258538
103795,2013,-1.5252177
128685,2016,-1.5245885
117332,2017,-1.5232239
121378,2015,-1.5227828
55346,2013,-1.5218096
105355,2016,-1.5185282
33175,2013,-1.5177209
17551,2014,-1.517644
61808,2014,-1.5176164
128564,2016,-1.5173078
94158,2013,-1.5170038
54132,2017,-1.5167437
66461,2016,-1.5160398
62270,2015,-1.5147527
57342,2013,-1.5146642
100513,2013,-1.5145545
94890,2015,-1.5144627
26255,2014,-1.5123079
130266,2014,-1.5117031
128251,2016,-1.5114295
63911,2015,-1.511127
117990,2013,-1.5103842
34751,2014,-1.5103736
41899,2014,-1.5092921
29784,2015,-1.5084847
105935,2014,-1.508007
56914,2013,-1.5073173
104048,2017,-1.5065767
117748,2016,-1.505725
43494,2014,-1.5053555
33230,2017,-1.5038369
105775,2015,-1.5029535
31263,2017,-1.5028738
36432,2013,-1.5024496
69199,2013,-1.501333
43959,2014,-1.5001694
110341,2013,-1.4989433
40191,2014,-1.4973425
8774,2014,-1.4971552
115132,2014,-1.4970064
115933,2013,-1.4968895
41590,2017,-1.4965938
106538,2016,-1.4957718
124440,2015,-1.4950513
24498,2017,-1.4945768
68415,2016,-1.4942886
84563,2016,-1.4915282
118794,2015,-1.4912452
123413,2016,-1.4911171
119516,2014,-1.4906479
107178,2016,-1.4895195
40394,2014,-1.4892128
52374,2015,-1.4890245
118779,2015,-1.4890138
115489,2013,-1.488654
68901,2016,-1.487692
108278,2015,-1.4875215
115063,2015,-1.4865156
51374,2017,-1.4846851
78087,2015,-1.484648
130044,2014,-1.4845196
45273,2015,-1.4835777
118790,2014,-1.4828815
97061,2015,-1.4817497
121492,2016,-1.4815083
26255,2015,-1.4812912
115532,2017,-1.4767723
51236,2014,-1.4761498
105841,2015,-1.4754192
125325,2015,-1.4744822
57723,2013,-1.4732345
15437,2013,-1.4729438
41766,2017,-1.4724157
51918,2015,-1.4701235
18235,2013,-1.4698819
110438,2015,-1.4697167
40189,2015,-1.4693838
92840,2014,-1.4684329
93053,2016,-1.4652654
127411,2016,-1.4628435
130281,2015,-1.4617262
41409,2017,-1.4609119
112526,2016,-1.4604707
122153,2015,-1.4600561
119774,2014,-1.4593143
111576,2014,-1.4587722
23812,2013,-1.457886
100317,2014,-1.4577433
78330,2015,-1.457564
59511,2015,-1.4574054
57003,2014,-1.4556184
113481,2017,-1.4555752
77250,2016,-1.4554889
31493,2013,-1.4550645
103140,2016,-1.4542568
104314,2015,-1.4541919
115875,2016,-1.4539714
109295,2015,-1.4537349
49429,2017,-1.4530339
115639,2013,-1.4508784
49530,2015,-1.4502546
105091,2015,-1.4500135
127892,2016,-1.449526
114742,2016,-1.4463997
118603,2013,-1.4460661
128409,2017,-1.4460615
123164,2016,-1.446057
120332,2014,-1.4448781
103408,2013,-1.4442948
101859,2015,-1.443668
56312,2015,-1.4427608
128476,2016,-1.4416635
61307,2016,-1.4409182
113016,2013,-1.4397608
116852,2014,-1.4394256
109172,2013,-1.4386172
99468,2013,-1.438099
77469,2016,-1.4373608
124320,2016,-1.4369715
114375,2013,-1.4350327
75872,2013,-1.4329152
46795,2017,-1.4324454
39842,2014,-1.4310572
127222,2016,-1.4300343
130241,2013,-1.4276568
66268,2016,-1.4263146
118677,2013,-1.4247539
71838,2017,-1.4241407
121378,2014,-1.4231378
101387,2015,-1.4201742
69705,2015,-1.4197689
68468,2015,-1.4196402
121170,2016,-1.4196091
66141,2016,-1.4194793
58742,2016,-1.4194272
89514,2013,-1.4192042
88188,2015,-1.4189309
124127,2015,-1.4188021
99479,2015,-1.418736
125438,2015,-1.4170011
72570,2016,-1.4153734
110706,2016,-1.4150267
46421,2016,-1.4133722
126476,2016,-1.4133095
91254,2016,-1.4132626
24217,2013,-1.4127219
56696,2014,-1.4122562
113016,2015,-1.4120857
61414,2017,-1.4109896
106618,2014,-1.4109741
126044,2015,-1.4108809
118233,2014,-1.4097142
20771,2015,-1.4090549
130062,2015,-1.4085271
39842,2017,-1.4083084
134848,2016,-1.4064074
55197,2016,-1.4053123
68807,2013,-1.4050374
130332,2017,-1.4048383
52867,2013,-1.404767
29712,2017,-1.4047486
53502,2015,-1.4023156
28081,2015,-1.4016789
117023,2016,-1.4014435
118280,2014,-1.400472
94158,2014,-1.3997308
125326,2017,-1.3993765
31677,2013,-1.3991365
112723,2016,-1.3989444
122347,2015,-1.3973246
33031,2017,-1.3952271
15465,2016,-1.3950849
123957,2015,-1.3946409
118323,2013,-1.3943372
128344,2017,-1.3939776
93869,2016,-1.3924084
81610,2014,-1.3908377
113687,2015,-1.390252
39734,2014,-1.3899705
113205,2017,-1.3895118
106751,2013,-1.3893895
51294,2014,-1.3885412
109174,2013,-1.3875084
88715,2017,-1.3850403
27718,2016,-1.3849187
118011,2016,-1.3840451
59318,2013,-1.383442
70912,2016,-1.38332
127234,2016,-1.3825274
53664,2014,-1.3812664
55197,2013,-1.3812402
39047,2016,-1.3806866
128542,2016,-1.3796996
29501,2013,-1.3796644
111808,2015,-1.3770916
125596,2015,-1.3768239
44351,2014,-1.3766568
21889,2015,-1.3746903
50897,2015,-1.3746451
65214,2016,-1.3744128
66611,2015,-1.373256
63124,2015,-1.3716763
33230,2016,-1.3694619
106434,2017,-1.3694072
121967,2016,-1.3693743
37599,2014,-1.3687384
51374,2015,-1.3686204
69353,2016,-1.3685144
62848,2013,-1.3679451
72604,2014,-1.3668338
107460,2013,-1.3667918
49312,2017,-1.3662378
119490,2017,-1.3656218
118568,2017,-1.3644797
130334,2017,-1.362841
128282,2017,-1.3606951
122583,2015,-1.3603184
40394,2017,-1.3602406
115986,2017,-1.3600703
13694,2014,-1.356814
38521,2013,-1.3564963
103996,2014,-1.3559427
127644,2016,-1.3550137
40632,2013,-1.3547775
121585,2017,-1.354739
119490,2013,-1.3540255
92840,2015,-1.353893
43962,2017,-1.3531865
46602,2014,-1.3528537
45995,2016,-1.3527561
31848,2014,-1.3527366
76482,2016,-1.3508775
116719,2014,-1.3500758
38916,2013,-1.3497211
65143,2013,-1.3483168
122634,2015,-1.3465867
38612,2014,-1.344409
68938,2016,-1.344398
15867,2014,-1.3442228
127604,2017,-1.3436832
130275,2017,-1.3434652
125645,2017,-1.3432838
38593,2014,-1.3425332
127885,2016,-1.3417188
89458,2015,-1.3412755
26255,2016,-1.340903
123422,2015,-1.3406358
109172,2015,-1.3404993
38612,2015,-1.3399029
118670,2013,-1.33779
97515,2013,-1.3377239
33651,2013,-1.3377131
119165,2017,-1.3373878
54476,2017,-1.3362571
125397,2015,-1.3355799
88261,2013,-1.3346394
60357,2013,-1.3343884
95288,2015,-1.3331482
82903,2015,-1.3331158
98441,2017,-1.3328484
52235,2017,-1.3324152
38633,2013,-1.3307124
40675,2015,-1.3281583
92052,2017,-1.3272808
110455,2013,-1.3257844
52400,2015,-1.3250047
125606,2015,-1.3243036
128377,2017,-1.3241239
108870,2015,-1.3231044
58896,2014,-1.3227463
53358,2013,-1.3203874
124344,2016,-1.3146722
109056,2015,-1.3145622
126093,2016,-1.3139349
60050,2016,-1.3132972
76482,2017,-1.3129389
53882,2014,-1.3119702
118227,2013,-1.3119283
78711,2013,-1.310565
125939,2017,-1.3088899
120998,2014,-1.3087097
48183,2013,-1.3082099
73909,2014,-1.3080572
51989,2014,-1.3071915
57135,2017,-1.306903
118548,2013,-1.3068482
39540,2015,-1.3066032
112318,2014,-1.3056797
88690,2017,-1.3048853
113205,2016,-1.3045063
29817,2017,-1.3034207
62434,2015,-1.3031652
116121,2017,-1.3028883
120896,2016,-1.3028165
113875,2015,-1.3025713
114887,2014,-1.3016837
60092,2013,-1.3016719
34798,2015,-1.300469
118076,2013,-1.3002893
38628,2017,-1.2999812
112071,2013,-1.2993096
76404,2014,-1.2991951
114800,2017,-1.2988137
30125,2014,-1.2983812
121104,2014,-1.2982528
32234,2015,-1.2979058
81662,2013,-1.2977778
123182,2017,-1.2962332
32950,2015,-1.2956911
46421,2017,-1.2947754
22694,2014,-1.2926482
54367,2015,-1.2915817
124905,2016,-1.2907782
126094,2016,-1.2892385
43736,2015,-1.2878045
84623,2016,-1.2875814
68077,2016,-1.287089
118193,2017,-1.2860198
32083,2013,-1.2855998
117394,2014,-1.2854953
122706,2015,-1.2850355
115034,2016,-1.2845072
56882,2016,-1.2843798
67770,2013,-1.2828041
23463,2017,-1.2828034
74528,2013,-1.2827046
93869,2014,-1.2821846
34156,2016,-1.2818109
85139,2014,-1.2817489
33369,2016,-1.2817278
122992,2015,-1.279965
30269,2016,-1.2795572
85139,2013,-1.2789041
25194,2015,-1.2782053
122334,2015,-1.2768185
109608,2016,-1.2767603
55149,2015,-1.2764623
115630,2014,-1.2760352
105158,2014,-1.2756128
107650,2017,-1.2755607
116480,2017,-1.2752893
127445,2017,-1.274832
106750,2014,-1.2734334
107159,2015,-1.2728842
128321,2017,-1.2725552
68713,2014,-1.2723904
118385,2017,-1.2708983
57894,2016,-1.2700708
124494,2015,-1.2685013
118447,2015,-1.2684085
46977,2014,-1.2683573
17962,2015,-1.268128
127333,2016,-1.2678095
126103,2016,-1.2672218
41696,2013,-1.2665503
30029,2016,-1.2659171
64187,2013,-1.265483
60388,2013,-1.2647587
51403,2015,-1.2644843
110438,2016,-1.2644734
123621,2016,-1.2643135
66150,2013,-1.2642431
29374,2013,-1.2639588
51570,2014,-1.2637637
103635,2013,-1.2631414
118216,2013,-1.2621557
34956,2016,-1.2620065
42507,2013,-1.2612686
77250,2017,-1.2605271
81712,2014,-1.259357
17613,2013,-1.2589993
124631,2016,-1.2585189
102389,2013,-1.2584608
112085,2014,-1.2579767
125263,2016,-1.2576482
128666,2015,-1.2574036
67705,2017,-1.2565461
47282,2014,-1.256428
55363,2013,-1.2562724
116295,2014,-1.2560072
52623,2014,-1.2557857
69635,2014,-1.25564
107307,2014,-1.2555292
92672,2014,-1.2553941
126542,2017,-1.2540818
123413,2017,-1.2527212
106432,2013,-1.2525673
125424,2016,-1.2522031
8817,2014,-1.2515774
122352,2016,-1.2514253
118220,2014,-1.2509885
89936,2013,-1.250953
36614,2013,-1.2508764
108049,2015,-1.2506423
126900,2016,-1.2505747
110438,2014,-1.2500638
20771,2014,-1.2498434
80622,2015,-1.2497169
88459,2017,-1.2486045
74725,2016,-1.2483084
130064,2014,-1.2481204
126067,2017,-1.2470385
126455,2015,-1.246832
60589,2015,-1.2465255
68880,2016,-1.2464983
105228,2017,-1.2460136
56437,2017,-1.2456965
50182,2016,-1.2456307
60248,2016,-1.2448245
120094,2016,-1.2445937
27718,2015,-1.2443079
119819,2017,-1.2441406
122124,2014,-1.2412431
51236,2015,-1.2399101
64763,2017,-1.2397259
119182,2013,-1.2395725
124940,2016,-1.2394643
49422,2015,-1.2393653
88175,2017,-1.239132
72711,2013,-1.237458
74929,2013,-1.2372817
119516,2015,-1.2371801
126758,2017,-1.2367435
48218,2017,-1.2359686
40069,2014,-1.2356374
126290,2017,-1.2348006
127576,2016,-1.2337711
118188,2013,-1.2328024
34405,2017,-1.2319988
61355,2017,-1.2313293
56364,2017,-1.2310349
