"","person_id","year.x","perf_a.x","perf_b.x","perf_c.x","status.x","avg_absences.x","id_s_fr.x","age.x","female.x","year.y","perf_a.y","perf_b.y","perf_c.y","status.y","avg_absences.y","id_s_fr.y","age.y","female.y","year.x.x","perf_a.x.x","perf_b.x.x","perf_c.x.x","status.x.x","avg_absences.x.x","id_s_fr.x.x","age.x.x","female.x.x","year.y.y","perf_a.y.y","perf_b.y.y","perf_c.y.y","status.y.y","avg_absences.y.y","id_s_fr.y.y","age.y.y","female.y.y","year.x.x.x","perf_a.x.x.x","perf_b.x.x.x","perf_c.x.x.x","status.x.x.x","avg_absences.x.x.x","id_s_fr.x.x.x","age.x.x.x","female.x.x.x","year.y.y.y","perf_a.y.y.y","perf_b.y.y.y","perf_c.y.y.y","status.y.y.y","avg_absences.y.y.y","id_s_fr.y.y.y","age.y.y.y","female.y.y.y","year","perf_a","perf_b","perf_c","status","avg_absences","id_s_fr","age","female"
"1987",85080,2012,NA,NA,NA,"Active",8.7530298,3000010291,45,1,2013,0.391733017,NA,0.39173302,"Inactive",8.3165112,3000010291,46,1,2014,NA,NA,NA,"Active",8.4879894,3000010291,47,1,2015,NA,NA,-0.90593278,NA,NA,NA,48,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988",85087,2012,NA,NA,NA,"Active",8.6369238,3000010318,33,0,2013,-0.195012578,NA,-0.19501257,"Active",8.2194824,3000010318,34,0,2014,NA,NA,NA,"Active",8.2315159,NA,35,0,2015,NA,NA,NA,"Active",1.2529061,NA,36,0,2016,NA,NA,NA,"Active",0.69262558,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989",85139,2012,NA,NA,NA,"Active",8.5017309,3000010119,52,0,2013,0.19006993,-1.50889375,-1.2789041,"Active",7.9353361,3000010119,53,0,2014,0.795200439,-0.07392467,-1.2817489,"Active",8.8135281,3000010119,54,0,2015,-0.036808178,-1.166347794,-1.2195386,"Active",1.6768063,3000010119,55,0,2016,-1.655991658,-0.341182523,-1.5865592,"Active",0.16964339,NA,NA,NA,2017,-0.891050694,NA,-2.4156146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990",85151,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,"Active",1.9218131,3000010134,43,0,2016,-0.711338007,-0.415924845,-0.99609524,"Active",0.14675076,NA,NA,NA,2017,0.506328839,NA,-0.84665769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991",85162,2012,NA,NA,NA,"Active",8.6093464,3000010260,50,1,2013,0.815621404,NA,0.48931375,"Active",8.3198318,3000010260,51,1,2014,1.538420997,NA,0.18007731,"Active",8.6868019,3000010260,52,1,2015,0.951715174,NA,0.80072689,"Active",1.4786862,3000010260,53,1,2016,0.367936761,NA,0.20025483,"Active",0.22749837,NA,NA,NA,2017,NA,NA,-0.94731218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992",85333,2012,NA,NA,NA,"Active",8.3674555,3000010190,32,1,2013,0.698906976,-0.136849868,0.40418032,"Active",8.777873,3000010190,33,1,2014,0.371201725,NA,0.36437842,"Active",8.7230387,3000010190,34,1,2015,0.486614419,NA,0.42612794,"Active",1.9617041,3000010190,35,1,2016,-0.467872725,NA,-0.14309865,"Active",0.90977561,NA,NA,NA,2017,0.632909034,NA,1.0343541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993",85400,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,"Active",1.6185585,3000010318,36,1,2016,-0.75911905,-0.490383597,-0.45128131,"Active",0.69108224,NA,NA,NA,2017,0.370617909,NA,-0.65502125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994",85565,2012,NA,NA,NA,"Active",7.937005,3000010175,40,1,2013,0.219590485,NA,0.21959049,"Active",8.5366478,3000010175,41,1,2014,-0.03154004,NA,-0.88063401,"Active",8.8909969,3000010175,42,1,2015,0.506661896,NA,0.16158135,"Active",1.5946833,3000010175,43,1,2016,-0.139271535,NA,-0.24715328,"Active",0.27145767,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995",85746,2012,NA,NA,NA,"Active",8.3630772,3000010107,36,0,2013,-1.055863886,NA,-1.0558639,"",8.1868429,3000010107,37,0,2014,NA,NA,NA,"",8.0954676,3000010107,38,0,2015,NA,NA,NA,"Active",1.5688782,3000010107,39,0,2016,-0.464743671,NA,-0.48516741,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996",85757,2012,NA,NA,NA,"Active",8.2323093,3000010179,34,1,2013,-0.428661791,-0.526081244,-0.50201458,"Active",8.8361998,3000010179,35,1,2014,-0.416839038,0.045610895,0.070283853,"Active",8.4235525,3000010256,36.021507,1,2015,0.365762471,-0.419974899,-0.042798154,"Active",1.7557269,3000010179,37.072727,1,2016,-0.712552618,0.011500274,-0.35657278,"Active",0.068452895,NA,NA,NA,2017,0.442000271,NA,0.75690085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997",85814,2012,NA,NA,NA,"Active",8.1134529,3000010193,32,1,2013,0.347653007,NA,0.347653,"Active",7.9833012,3000010193,33,1,2014,-0.059490491,NA,-0.059490487,"Active",8.4948959,3000010193,34,1,2015,0.452202661,NA,0.45220268,"Active",1.1917273,3000010193,35,1,2016,0.813317044,NA,0.81331706,"Active",0.5974403,NA,NA,NA,2017,0.83254564,NA,0.83254564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
