person_id,year,perf_a,perf_b
74073,2016,-0.05531016,
74073,2017,,
74078,2013,0.198118023,0.126898756
74078,2014,0.176860294,0.200974711
74078,2015,-0.511988553,-0.45693784
74078,2016,0.294307886,-0.113200872
74078,2017,0.606774498,
74085,2013,0.282332064,
74085,2014,0.03942168,
74085,2015,0.105522669,
74085,2016,0.107542415,
74085,2017,,
74260,2013,-1.778046266,
74260,2014,-0.718943419,
74260,2015,-0.296849007,
74260,2016,-0.425391295,
74260,2017,-0.493476741,
74285,2013,0.609674869,
74285,2014,0.761912278,
74285,2015,,
74285,2016,,
74285,2017,,
74319,2013,0.104922357,
74319,2014,-0.372030064,
74319,2015,0.335244171,
74319,2016,0.551556867,
74319,2017,-0.415843125,
74388,2013,0.787356814,
74388,2014,1.149083472,
74388,2015,0.749996186,
74388,2016,1.093370298,
74388,2017,1.030712942,
74528,2013,-1.282704635,
74528,2014,-0.847919657,
74528,2015,-1.769793525,
74528,2016,-2.305043253,
74528,2017,-1.622612765,
74569,2013,0.996242063,
74569,2014,1.279486771,
74569,2015,0.742412761,
74569,2016,1.269280547,
74569,2017,,
74705,2013,0.350075983,
74705,2014,0.534128156,
74705,2015,,
74705,2016,-1.13834742,
74705,2017,0.420549183,
74723,2013,0.355737744,-0.234782251
74723,2014,0.290477613,-0.693612738
74723,2015,-0.721924652,-0.332980702
74723,2016,-0.381700105,-0.610346756
74723,2017,0.360096173,
74725,2013,-0.938648139,
74725,2014,0.733488954,
74725,2015,-1.407738421,
74725,2016,-1.276372504,
74725,2017,0.479425452,
74782,2013,1.661869275,
74782,2014,0.827862579,
74782,2015,0.832065524,
74782,2016,1.546689632,
74782,2017,0.871265822,
74807,2013,,
74807,2014,,
74807,2015,0.098604162,
74807,2016,0.486145351,
74807,2017,0.05294657,
74808,2013,0.36473756,
74808,2014,0.256481392,
74808,2015,0.390521688,
74808,2016,0.480803537,
74808,2017,1.098226689,
74815,2013,,
74815,2014,,
74815,2015,,
74815,2016,-1.057306883,
74815,2017,0.43837709,
74929,2013,-1.237281681,
74929,2014,-0.506386465,-0.093266062
74929,2015,,
74929,2016,,
74929,2017,,
74975,2013,-0.971280419,
74975,2014,,
74975,2015,,
74975,2016,,
74975,2017,,
75003,2013,0.972176566,
75003,2014,,
75003,2015,,
75003,2016,,
75003,2017,,
75183,2013,0.254036848,0.13399867
75183,2014,0.258030514,
75183,2015,-0.114028249,0.204834135
75183,2016,0.034447842,
75183,2017,-0.413940315,
75253,2013,0.571390747,
75253,2014,0.377899212,
75253,2015,-0.576741647,
75253,2016,0.237687201,
75253,2017,-0.681473585,
75283,2013,1.474688857,2.501864022
75283,2014,1.428336864,1.512959102
75283,2015,0.099345412,-0.354350128
75283,2016,-0.469483091,0.521547062
75283,2017,1.158024545,
75287,2013,-1.149526265,
75287,2014,,
75287,2015,,
75287,2016,,
75287,2017,,
75394,2013,-0.952419237,
75394,2014,-1.998236279,
75394,2015,-1.738251799,
75394,2016,-0.967415912,
75394,2017,-1.412794945,
75478,2013,,
75478,2014,,
75478,2015,1.38384876,
75478,2016,,
75478,2017,,
75513,2013,-0.617082748,0.432763673
75513,2014,,
75513,2015,,
75513,2016,,
75513,2017,,
75540,2013,,
75540,2014,,
75540,2015,-0.217108187,
75540,2016,,
75540,2017,1.377935943,
75631,2013,2.087783345,0.389721934
75631,2014,,
75631,2015,,
75631,2016,,
75631,2017,,
75680,2013,0.492382574,
75680,2014,,
75680,2015,,
75680,2016,,
75680,2017,,
75688,2013,-2.624366416,0.067152242
75688,2014,,
75688,2015,,
75688,2016,,
75688,2017,,
75726,2013,-0.177715679,0.652713086
75726,2014,0.604157292,
75726,2015,0.688698148,-0.658278772
75726,2016,-0.662553478,0.016367673
75726,2017,2.787498004,
75765,2013,0.531862682,
75765,2014,0.04547857,-1.790412105
75765,2015,-0.548568594,
75765,2016,0.733495726,
75765,2017,-0.439145069,
75781,2013,0.154740686,
75781,2014,0.039803192,
75781,2015,-0.816696133,
75781,2016,1.091486535,
75781,2017,-0.583727814,
75872,2013,-1.432915188,
75872,2014,-0.602614682,
75872,2015,-1.056371943,
75872,2016,-0.118108128,
75872,2017,-0.223718346,
75964,2013,0.053748475,
75964,2014,-0.151160152,-0.806317401
75964,2015,0.533681695,-3.747929154
75964,2016,-0.253784087,0.045378483
75964,2017,-0.590453547,
76029,2013,,
76029,2014,-0.671480305,
76029,2015,,
76029,2016,,
76029,2017,,
76058,2013,-0.893826474,
76058,2014,-0.762975894,0.675654457
76058,2015,0.755648023,1.417406746
76058,2016,-0.927484426,0.33098536
76058,2017,-0.688793925,
76129,2013,0.190449282,
76129,2014,-0.487900151,
76129,2015,-1.089719246,
76129,2016,,
76129,2017,,
76134,2013,1.440052908,
76134,2014,1.860129866,
76134,2015,,
76134,2016,,
76134,2017,,
76137,2013,0.669168861,
76137,2014,0.805843886,
76137,2015,1.890201667,
76137,2016,1.524690816,
76137,2017,1.625728026,
76257,2013,-0.582401083,1.114113089
76257,2014,0.045821072,0.501560922
76257,2015,0.280536792,-0.827610303
76257,2016,0.728477756,-0.548065088
76257,2017,-0.382816408,
76357,2013,-0.087345257,
76357,2014,-0.654263203,
76357,2015,1.647900789,
76357,2016,-0.419135673,
76357,2017,-0.998825627,
76366,2013,,
76366,2014,,
76366,2015,,
76366,2016,,
76366,2017,-0.619981934,
76404,2013,-0.664805172,-0.207184887
76404,2014,-0.268383662,-1.811168528
76404,2015,-0.42026483,-1.713127559
76404,2016,-1.618405294,-0.153341584
76404,2017,-0.840987343,
76408,2013,0.04683293,
76408,2014,-0.058818386,0.14356821
76408,2015,0.367574473,
76408,2016,-0.482382026,
76408,2017,,
76413,2013,0.119409375,
76413,2014,0.48258336,
76413,2015,0.541857523,
76413,2016,0.325670095,
76413,2017,1.065265072,
76482,2013,-0.752594446,-0.120726474
76482,2014,-1.259012164,
76482,2015,-1.8729587,
76482,2016,-1.785066686,-0.40291357
76482,2017,-3.250234059,
76631,2013,0.467974408,
76631,2014,-0.077417963,
76631,2015,,
76631,2016,0.184881699,
76631,2017,,
76728,2013,0.153834064,
76728,2014,,
76728,2015,,
76728,2016,,
76728,2017,,
76793,2013,-0.067388464,-1.269465493
76793,2014,-0.631410226,
76793,2015,-0.648875633,
76793,2016,-0.615796051,
76793,2017,1.516702648,
76811,2013,,
76811,2014,,
76811,2015,,
76811,2016,-1.375610316,-0.947522428
76811,2017,,
76848,2013,0.466143604,
76848,2014,0.75299853,
76848,2015,0.518394683,
76848,2016,1.371308957,
76848,2017,-0.103084904,
76943,2013,1.93972657,
76943,2014,0.835337809,
76943,2015,0.765216789,
76943,2016,1.053904113,
76943,2017,0.354119887,
76954,2013,-1.00178705,0.161286586
76954,2014,-0.952046762,-0.629414604
76954,2015,0.181214313,0.077298869
76954,2016,-0.077015995,-0.2452673
76954,2017,0.210677076,
77040,2013,-0.570598346,
77040,2014,,
77040,2015,,
77040,2016,,
77040,2017,,
77050,2013,,
77050,2014,,
77050,2015,,
77050,2016,,
77050,2017,0.855014827,
77057,2013,,
77057,2014,,
77057,2015,,
77057,2016,-0.106657728,
77057,2017,-0.494357754,
77095,2013,-0.142485742,-0.708544459
77095,2014,,-1.101423928
77095,2015,0.592304922,
77095,2016,-0.424828252,
77095,2017,,
77169,2013,-0.579658839,
77169,2014,-0.721363824,
77169,2015,0.021761935,
77169,2016,,
77169,2017,,
77199,2013,0.347074529,
77199,2014,,
77199,2015,0.489754413,
77199,2016,0.82169296,
77199,2017,,
77211,2013,,
77211,2014,,
77211,2015,-0.017521988,
77211,2016,0.237001678,
77211,2017,0.355111923,
77241,2013,1.217427574,
77241,2014,1.123115252,
77241,2015,0.193820152,
77241,2016,-0.121069106,
77241,2017,,
77250,2013,,
77250,2014,,
77250,2015,-1.941702067,
77250,2016,-1.765185617,
77250,2017,-1.668437273,
77273,2013,0.954419452,-0.767515851
77273,2014,0.450704418,-0.436433297
77273,2015,0.333500422,1.691051558
77273,2016,,
77273,2017,0.106630485,
77310,2013,-0.739684143,0.473251566
77310,2014,0.478710103,0.200260144
77310,2015,-1.186483829,0.929385219
77310,2016,1.327193089,0.15506704
77310,2017,0.760833054,
77375,2013,0.45718687,
77375,2014,0.464950377,
77375,2015,-0.504482731,
77375,2016,0.407053212,
77375,2017,,
77382,2013,0.00360625,
77382,2014,-0.830323468,
77382,2015,-0.172862726,-0.086486099
77382,2016,-0.148423136,0.033291134
77382,2017,-0.29729038,
77417,2013,0.01153523,
77417,2014,0.134763351,
77417,2015,-0.165798742,
77417,2016,-0.60878069,
77417,2017,-0.289070191,
77469,2013,-3.491197428,-1.743472262
77469,2014,,
77469,2015,,
77469,2016,-3.121860255,-0.90392768
77469,2017,,
77494,2013,,
77494,2014,,
77494,2015,-0.627710587,
77494,2016,0.666182985,
77494,2017,0.323987561,
77522,2013,-1.126515523,
77522,2014,-1.630603498,0.524165964
77522,2015,0.26820346,0.801283937
77522,2016,-0.268819748,0.422182014
77522,2017,-0.154190596,
77615,2013,-0.005536223,
77615,2014,0.719437902,
77615,2015,1.071986551,
77615,2016,-1.030369951,
77615,2017,-0.639881376,
77655,2013,0.72680594,
77655,2014,-0.256462102,
77655,2015,,
77655,2016,,
77655,2017,,
77669,2013,-1.568483116,
77669,2014,-0.545549635,
77669,2015,1.365886873,
77669,2016,0.700512843,
77669,2017,0.287057914,
77678,2013,0.021821812,
77678,2014,-0.345943307,
77678,2015,0.147428544,
77678,2016,1.39866232,
77678,2017,0.133283545,
77767,2013,0.00221428,
77767,2014,0.234678057,
77767,2015,0.441756709,
77767,2016,0.31472259,
77767,2017,-0.130257569,
77819,2013,-0.560750695,
77819,2014,-0.05954743,
77819,2015,-0.718918748,
77819,2016,,
77819,2017,0.820072894,
77976,2013,,
77976,2014,,
77976,2015,-1.064724417,
77976,2016,0.101615972,
77976,2017,0.1123874,
78031,2013,0.462608902,
78031,2014,0.033578038,
78031,2015,-0.072512942,
78031,2016,-1.046761075,
78031,2017,-0.923140574,
78037,2013,-0.130054971,
78037,2014,,
78037,2015,,
78037,2016,,
78037,2017,,
78053,2013,,
78053,2014,,
78053,2015,,
78053,2016,,
78053,2017,-0.565388041,
78055,2013,1.217366799,
78055,2014,0.543144707,
78055,2015,1.126887941,
78055,2016,0.065526287,
78055,2017,,
78087,2013,,
78087,2014,,
78087,2015,-1.659864288,
78087,2016,-0.814729701,
78087,2017,,
78109,2013,,
78109,2014,,
78109,2015,,
78109,2016,0.559456143,
78109,2017,0.606799195,
78161,2013,-0.533085001,
78161,2014,-1.826067959,
78161,2015,,
78161,2016,,
78161,2017,,
78237,2013,,
78237,2014,,
78237,2015,,
78237,2016,-1.070424039,
78237,2017,0.432528216,
78241,2013,,
78241,2014,,
78241,2015,,
78241,2016,,
78241,2017,,
78326,2013,-0.83579848,
78326,2014,1.893531876,
78326,2015,-1.412458494,0.169629103
78326,2016,0.059899495,0.626276318
78326,2017,,
78330,2013,,
78330,2014,,
78330,2015,-1.787113902,
78330,2016,-0.32425826,
78330,2017,0.216925769,
78332,2013,-0.976637499,
78332,2014,-0.157375407,
78332,2015,-0.873475426,
78332,2016,-2.486774503,
78332,2017,,
78339,2013,-0.181429432,
78339,2014,-0.08430879,
78339,2015,0.623226766,
78339,2016,0.729001023,
78339,2017,1.799540858,
78344,2013,0.069114172,
78344,2014,-0.159769496,
78344,2015,0.279456562,
78344,2016,0.189837884,
78344,2017,0.185486946,
78365,2013,,
78365,2014,,
78365,2015,,
78365,2016,,
78365,2017,0.615804226,
78381,2013,,
78381,2014,0.299783882,
78381,2015,,
78381,2016,,
78381,2017,,
78386,2013,-0.076435166,
78386,2014,0.147717699,
78386,2015,-0.197875112,
78386,2016,-0.633777107,
78386,2017,,
78573,2013,0.165563206,
78573,2014,0.477505031,
78573,2015,0.944869309,
78573,2016,0.823124215,
78573,2017,0.947718817,
78641,2013,,
78641,2014,,
78641,2015,-1.168497961,
78641,2016,-0.785964001,
78641,2017,-2.839665308,
78660,2013,,
78660,2014,,
78660,2015,-0.825170103,-0.485522544
78660,2016,0.886763292,
78660,2017,0.313554426,
78706,2013,1.513163746,0.299591947
78706,2014,0.493421369,1.096417777
78706,2015,,
78706,2016,0.315790043,0.760952914
78706,2017,,
78711,2013,-1.31056507,
78711,2014,0.764905511,
78711,2015,0.663519484,
78711,2016,0.41326633,
78711,2017,0.254880343,
78744,2013,-0.305992643,-1.486304327
78744,2014,,
78744,2015,,
78744,2016,,
78744,2017,,
78787,2013,,
78787,2014,1.292034001,
78787,2015,0.941572643,
78787,2016,,
78787,2017,,
78859,2013,-0.281524815,
78859,2014,0.401201051,
78859,2015,0.036118074,
78859,2016,0.624007815,
78859,2017,0.377314336,
78914,2013,-2.61885552,
78914,2014,0.973496699,
78914,2015,0.682076255,
78914,2016,0.188642312,
78914,2017,1.074839387,
79417,2013,,
79417,2014,,
79417,2015,-2.281550888,
79417,2016,,
79417,2017,,
79431,2013,1.66219957,
79431,2014,1.910378533,
79431,2015,1.183299693,
79431,2016,0.118107566,
79431,2017,-0.261301099,
79435,2013,-0.252532789,
79435,2014,1.369108757,
79435,2015,0.768528085,
79435,2016,0.977083245,
79435,2017,0.181457572,
79453,2013,,
79453,2014,,
79453,2015,-0.749569612,
79453,2016,,
79453,2017,0.327947225,
79504,2013,,
79504,2014,,
79504,2015,-0.18227781,0.689216064
79504,2016,0.765675579,-0.283650405
79504,2017,0.380418709,
79527,2013,0.110861553,
79527,2014,,
79527,2015,0.892680643,
79527,2016,,
79527,2017,,
79603,2013,0.693383951,1.524193002
79603,2014,0.697230005,2.003383212
79603,2015,-0.009528912,1.51163867
79603,2016,-0.206118975,0.942491962
79603,2017,-0.332641465,
79604,2013,0.216347577,-0.071652875
79604,2014,0.221450752,-0.210417878
79604,2015,,
79604,2016,,
79604,2017,,
79652,2013,0.440447579,
79652,2014,,
79652,2015,,
79652,2016,,
79652,2017,,
79701,2013,-0.116973018,
79701,2014,-0.512476806,
79701,2015,0.603665526,
79701,2016,-0.230877526,
79701,2017,,
79853,2013,,
79853,2014,,
79853,2015,,
79853,2016,,
79853,2017,-1.311861889,
79856,2013,0.142365226,
79856,2014,0.699724158,
79856,2015,,
79856,2016,,
79856,2017,,
79863,2013,0.691109078,
79863,2014,2.369390673,
79863,2015,,
79863,2016,,
79863,2017,,
79864,2013,0.320358766,
79864,2014,,
79864,2015,,
79864,2016,,
79864,2017,,
79872,2013,,
79872,2014,,
79872,2015,-1.253200381,
79872,2016,0.074454696,
79872,2017,0.55693251,
79922,2013,,
79922,2014,-1.40157378,
79922,2015,-0.379591022,
79922,2016,-0.444745458,-0.07144351
79922,2017,0.436520942,
79940,2013,,
79940,2014,,
79940,2015,,
79940,2016,-0.364560764,
79940,2017,-0.902308562,
80186,2013,-0.779800913,
80186,2014,0.034788067,
80186,2015,-0.119543642,
80186,2016,-0.734445204,
80186,2017,-0.786713942,
80462,2013,,
80462,2014,,
80462,2015,,
80462,2016,0.950188817,
80462,2017,,
80577,2013,-1.47092222,
80577,2014,-0.913929939,
80577,2015,-1.404031978,
80577,2016,-0.941685769,
80577,2017,-1.917177346,
80622,2013,-2.251404373,
80622,2014,-1.316514749,
80622,2015,-1.281344301,
80622,2016,-0.675754308,
80622,2017,-0.114203296,
80646,2013,0.628287086,0.87379213
80646,2014,1.008427933,
80646,2015,-0.165287379,-0.840900329
80646,2016,1.401199954,-0.289247514
80646,2017,,
80652,2013,-0.580706892,
80652,2014,-2.353870434,
80652,2015,-0.79584952,
80652,2016,,
80652,2017,,
80793,2013,-0.721658138,
80793,2014,0.0416966,
80793,2015,-1.175607553,
80793,2016,-0.85420298,
80793,2017,-0.583195917,
80817,2013,-0.449435353,
80817,2014,-2.234663958,
80817,2015,,
80817,2016,,
80817,2017,,
80883,2013,,
80883,2014,,
80883,2015,,
80883,2016,0.756807501,
80883,2017,1.068353397,
80887,2013,,
80887,2014,,
80887,2015,,
80887,2016,,
80887,2017,0.080688633,
80907,2013,-1.174186049,
80907,2014,-0.926763546,
80907,2015,-1.127594329,
80907,2016,-0.762376344,
80907,2017,0.439085451,
81013,2013,,
81013,2014,,
81013,2015,,
81013,2016,-2.613980381,
81013,2017,,
81071,2013,0.979776122,
81071,2014,,
81071,2015,,
81071,2016,,
81071,2017,,
81100,2013,0.755246322,
81100,2014,0.791990601,
81100,2015,1.057101302,
81100,2016,-0.772790214,
81100,2017,-0.522271501,
81181,2013,,
81181,2014,,
81181,2015,,
81181,2016,0.155616076,
81181,2017,0.022714659,
81219,2013,0.173851114,
81219,2014,-1.532673866,
81219,2015,-0.444417014,
81219,2016,-0.110300591,
81219,2017,-0.326868446,
81262,2013,0.135579249,
81262,2014,-0.139804932,-0.498089185
81262,2015,0.050533942,-0.227128551
81262,2016,0.056508686,
81262,2017,0.586800339,
81271,2013,,
81271,2014,0.60542957,
81271,2015,,
81271,2016,,
81271,2017,,
81318,2013,0.37613183,-1.350594035
81318,2014,0.381026995,-0.9694091
81318,2015,-0.382476066,-0.545958038
81318,2016,-1.028485037,-1.015196845
81318,2017,,
81323,2013,0.546526727,
81323,2014,0.870066227,
81323,2015,1.144501434,
81323,2016,0.118297046,
81323,2017,0.013834422,
81376,2013,-0.117018522,
81376,2014,-0.056243944,
81376,2015,0.41496966,-0.501412981
81376,2016,0.157044784,
81376,2017,-0.514675794,
81391,2013,0.118342919,
81391,2014,0.391632538,-1.869837771
81391,2015,0.032357879,-2.771725771
81391,2016,1.37482843,-0.623485723
81391,2017,-0.556514234,
81403,2013,1.650650786,
81403,2014,0.871196057,
81403,2015,0.584511201,
81403,2016,1.240741737,
81403,2017,0.402983554,
81415,2013,,
81415,2014,,
81415,2015,,
81415,2016,-1.938134949,
81415,2017,,
81432,2013,-0.37302551,
81432,2014,-1.070823553,
81432,2015,-0.553435925,
81432,2016,,
81432,2017,-1.185046163,
81495,2013,-1.844794916,
81495,2014,-0.560260505,
81495,2015,0.358280249,
81495,2016,-0.570250081,
81495,2017,-0.843400881,
81521,2013,0.096170566,
81521,2014,0.038058801,
81521,2015,-0.347940078,
81521,2016,-0.061124552,
81521,2017,-0.096929195,
81540,2013,,
81540,2014,,
81540,2015,,0.391801944
81540,2016,,
81540,2017,,
81563,2013,,
81563,2014,,
81563,2015,-1.960762885,
81563,2016,,
81563,2017,,
81593,2013,,
81593,2014,0.569966799,
81593,2015,0.276911261,-0.851497965
81593,2016,0.864494596,0.187640138
81593,2017,,
81610,2013,,
81610,2014,-1.106916156,
81610,2015,,
81610,2016,,
81610,2017,,
81623,2013,1.819018715,
81623,2014,0.772353379,
81623,2015,1.128384182,
81623,2016,1.164621854,
81623,2017,0.739258538,
81639,2013,,
81639,2014,,
81639,2015,-0.999779728,
81639,2016,-0.098163758,
81639,2017,0.227316736,
81642,2013,,
81642,2014,,-0.244672821
81642,2015,,
81642,2016,,
81642,2017,,
81662,2013,-1.297777763,
81662,2014,-0.993845647,0.058346042
81662,2015,-0.489710263,0.738974485
81662,2016,-0.454381946,-1.396367818
81662,2017,0.186803799,
81678,2013,0.041572111,
81678,2014,0.039184882,1.005522361
81678,2015,-0.740798328,0.647273468
81678,2016,-0.237486521,0.630597891
81678,2017,-0.864107814,
81679,2013,0.812801426,
81679,2014,0.565303903,
81679,2015,0.159571236,
81679,2016,-0.445990265,0.474734051
81679,2017,-0.814630534,
81712,2013,0.2801021,
81712,2014,-0.253913341,
81712,2015,-0.843519631,
81712,2016,-0.301358794,
81712,2017,1.656259773,
81733,2013,-0.555798379,
81733,2014,-0.570137865,
81733,2015,0.527392166,
81733,2016,0.60526599,
81733,2017,-0.200036614,
81745,2013,,
81745,2014,,
81745,2015,,
81745,2016,-0.690361957,
81745,2017,-0.729306976,
81821,2013,,
81821,2014,,
81821,2015,1.723120827,
81821,2016,,
81821,2017,,
81988,2013,1.229180218,0.380922329
81988,2014,0.371951061,-0.448759536
81988,2015,0.427432058,-0.495497316
81988,2016,,
81988,2017,,
82216,2013,-0.912095973,-1.033745008
82216,2014,0.235661354,-2.153118081
82216,2015,-0.302084323,
82216,2016,-0.435628176,-0.2942197
82216,2017,-0.317852261,
82339,2013,-0.194975462,0.043249774
82339,2014,0.299351988,
82339,2015,-0.317383611,
82339,2016,,
82339,2017,,
82437,2013,0.439068127,
82437,2014,,
82437,2015,,
82437,2016,,
82437,2017,,
82482,2013,-1.142999291,
82482,2014,-0.883773376,
82482,2015,,
82482,2016,,
82482,2017,,
82551,2013,1.090611861,-0.217007575
82551,2014,0.326884015,
82551,2015,0.216931609,-0.870623074
82551,2016,,
82551,2017,,
82605,2013,,
82605,2014,,
82605,2015,-0.030091251,
82605,2016,,
82605,2017,,
82735,2013,-0.295947505,
82735,2014,-0.157250821,
82735,2015,1.031466553,
82735,2016,0.081816638,
82735,2017,-0.81580757,
82833,2013,,
82833,2014,,
82833,2015,-0.873199739,0.117786597
82833,2016,-2.107167112,
82833,2017,,
82851,2013,,
82851,2014,-0.368509101,
82851,2015,,
82851,2016,,
82851,2017,,
82892,2013,,-0.89458723
82892,2014,-0.416624368,-0.268151321
82892,2015,0.012236996,-0.255690348
82892,2016,-0.402907835,-0.300192412
82892,2017,-0.075327648,
82903,2013,-0.139819219,
82903,2014,-1.525722943,-1.385748678
82903,2015,-1.847734492,
82903,2016,-2.114417366,
82903,2017,,
82949,2013,0.789671951,
82949,2014,-0.807731365,
82949,2015,0.195669048,
82949,2016,0.852100192,
82949,2017,0.339976562,
83393,2013,0.713254396,
83393,2014,0.338778072,
83393,2015,,
83393,2016,,
83393,2017,,
83403,2013,2.891358062,
83403,2014,2.454159199,
83403,2015,,
83403,2016,,
83403,2017,,
83442,2013,-0.237268601,
83442,2014,-0.348499738,
83442,2015,,
83442,2016,,
83442,2017,,
83472,2013,,
83472,2014,,
83472,2015,,
83472,2016,1.04978267,
83472,2017,-0.181171489,
83518,2013,0.358083119,
83518,2014,0.15335908,
83518,2015,-0.873100698,
83518,2016,0.020391049,
83518,2017,0.368606978,
83567,2013,,
83567,2014,,
83567,2015,,
83567,2016,-1.986312232,
83567,2017,-1.539217511,
83576,2013,1.217685159,
83576,2014,0.60458568,
83576,2015,0.441649335,
83576,2016,1.019660112,
83576,2017,1.650249116,
83643,2013,0.890843223,-0.079371441
83643,2014,,
83643,2015,,
83643,2016,,
83643,2017,,
83758,2013,1.167309748,
83758,2014,2.047291689,
83758,2015,1.042533214,
83758,2016,3.991558655,
83758,2017,,
83780,2013,0.547598471,0.668579296
83780,2014,,
83780,2015,,
83780,2016,,
83780,2017,,
83857,2013,0.586208589,
83857,2014,0.486171874,
83857,2015,0.647674038,
83857,2016,1.714332256,
83857,2017,1.27828076,
83868,2013,,
83868,2014,-4.477819645,-1.92852837
83868,2015,,
83868,2016,,
83868,2017,-2.753023019,
83905,2013,,
83905,2014,-0.447192796,-0.211950866
83905,2015,-1.448880718,-0.477462156
83905,2016,-1.409385377,0.793808661
83905,2017,-1.399858817,
83938,2013,0.652276966,
83938,2014,-0.247282,
83938,2015,1.167496039,
83938,2016,0.42280829,
83938,2017,,
83954,2013,,
83954,2014,0.183360999,
83954,2015,-0.156843942,
83954,2016,,
83954,2017,,
83962,2013,,
83962,2014,0.142622398,1.264624721
83962,2015,1.583528657,0.934314261
83962,2016,0.718948105,0.670512276
83962,2017,0.414733542,
83986,2013,0.445478115,-1.112546578
83986,2014,1.043031032,0.041430746
83986,2015,0.618146213,-0.023609616
83986,2016,0.753171914,
83986,2017,0.373542517,
84028,2013,-1.053061657,
84028,2014,,
84028,2015,,
84028,2016,,
84028,2017,,
84146,2013,0.062145689,
84146,2014,-0.168468149,
84146,2015,-0.148780768,
84146,2016,-0.557808444,
84146,2017,0.562603895,
84163,2013,-0.737336701,
84163,2014,,
84163,2015,-0.9030369,
84163,2016,,
84163,2017,,
84208,2013,0.00325325,
84208,2014,0.045044586,
84208,2015,0.727385852,
84208,2016,-0.412440215,
84208,2017,0.187963138,
84244,2013,0.938646856,
84244,2014,0.027101226,
84244,2015,-0.406402053,
84244,2016,,
84244,2017,,
84256,2013,,
84256,2014,,
84256,2015,,
84256,2016,0.182152099,-0.981240473
84256,2017,-3.395140654,
84269,2013,-0.56500763,
84269,2014,-0.083759328,
84269,2015,0.328465987,
84269,2016,0.558856538,
84269,2017,-0.281017021,
84336,2013,,
84336,2014,,
84336,2015,,
84336,2016,-2.633926691,-1.423618281
84336,2017,,
84364,2013,0.801377757,
84364,2014,0.128421018,
84364,2015,0.829125648,
84364,2016,1.456623733,
84364,2017,0.577741418,
84366,2013,,
84366,2014,,
84366,2015,,
84366,2016,,
84366,2017,-0.467557821,
84422,2013,0.428268285,
84422,2014,0.04458338,
84422,2015,-0.474919667,
84422,2016,-0.584995247,
84422,2017,-0.312260145,
84563,2013,,
84563,2014,,
84563,2015,,
84563,2016,-1.475301485,-2.069684188
84563,2017,-0.251255947,
84572,2013,,
84572,2014,0.147684992,
84572,2015,0.71390429,
84572,2016,0.503237459,
84572,2017,-0.166313486,
84585,2013,,
84585,2014,,
84585,2015,,
84585,2016,,
84585,2017,-0.239389416,
84609,2013,0.82171385,-0.138644971
84609,2014,1.58690042,-1.722358314
84609,2015,0.642580382,-0.188645198
84609,2016,0.73125174,-0.700034048
84609,2017,-0.345086384,
84614,2013,,
84614,2014,,
84614,2015,-0.02576289,
84614,2016,,
84614,2017,0.546847069,
84617,2013,0.961223705,
84617,2014,0.429422306,
84617,2015,0.080201137,
84617,2016,0.086992983,
84617,2017,0.590224635,
84623,2013,-1.220492376,
84623,2014,-1.074604578,
84623,2015,-0.370747859,
84623,2016,-0.0596246,
84623,2017,0.416869836,
84699,2013,-0.137760241,
84699,2014,-0.773649343,
84699,2015,-0.576667859,
84699,2016,-0.762615179,
84699,2017,-1.866815809,
84720,2013,,
84720,2014,0.273525253,
84720,2015,1.405680315,
84720,2016,1.61431209,
84720,2017,3.361506602,
84830,2013,-0.056528493,
84830,2014,-0.152610641,
84830,2015,-0.994681237,
84830,2016,-1.075754333,
84830,2017,-1.403636041,
84879,2013,,
84879,2014,,
84879,2015,,
84879,2016,,
84879,2017,-0.491181054,
84981,2013,0.059424421,
84981,2014,-2.097383073,-0.303654687
84981,2015,-1.219883356,
84981,2016,-0.347719133,
84981,2017,-2.617496805,
85061,2013,2.202353666,
85061,2014,2.12770912,
85061,2015,0.913376754,0.371858569
85061,2016,1.099226769,-0.752541798
85061,2017,1.681357487,
85080,2013,0.391733017,
85080,2014,,
85080,2015,,
85080,2016,,
85080,2017,,
85087,2013,-0.195012578,
85087,2014,,
85087,2015,,
85087,2016,,
85087,2017,,
85139,2013,0.19006993,-1.50889375
85139,2014,0.795200439,-0.07392467
85139,2015,-0.036808178,-1.166347794
85139,2016,-1.655991658,-0.341182523
85139,2017,-0.891050694,
85151,2013,,
85151,2014,,
85151,2015,,
85151,2016,-0.711338007,-0.415924845
85151,2017,0.506328839,
85162,2013,0.815621404,
85162,2014,1.538420997,
85162,2015,0.951715174,
85162,2016,0.367936761,
85162,2017,,
85333,2013,0.698906976,-0.136849868
85333,2014,0.371201725,
85333,2015,0.486614419,
85333,2016,-0.467872725,
85333,2017,0.632909034,
85400,2013,,
85400,2014,,
85400,2015,,
85400,2016,-0.75911905,-0.490383597
85400,2017,0.370617909,
85565,2013,0.219590485,
85565,2014,-0.03154004,
85565,2015,0.506661896,
85565,2016,-0.139271535,
85565,2017,,
85746,2013,-1.055863886,
85746,2014,,
85746,2015,,
85746,2016,-0.464743671,
85746,2017,,
85757,2013,-0.428661791,-0.526081244
85757,2014,-0.416839038,0.045610895
85757,2015,0.365762471,-0.419974899
85757,2016,-0.712552618,0.011500274
85757,2017,0.442000271,
85814,2013,0.347653007,
85814,2014,-0.059490491,
85814,2015,0.452202661,
85814,2016,0.813317044,
