person_id,year,perf_a,perf_b
49530,2015,-0.26961166,-2.009547308
49530,2016,-0.973471444,-1.09052526
49530,2017,-0.507962922,
49585,2013,0.727991862,
49585,2014,0.903510562,
49585,2015,1.800526195,
49585,2016,,
49585,2017,,
49642,2013,-0.014979585,0.772984873
49642,2014,-0.107371374,-1.250231762
49642,2015,-1.120896167,0.061398612
49642,2016,0.741615345,-0.406124635
49642,2017,-0.731942447,
49643,2013,0.251701545,
49643,2014,0.216365281,
49643,2015,-0.037252941,
49643,2016,,
49643,2017,,
49672,2013,1.655547538,-0.313289157
49672,2014,1.077025158,-0.46632308
49672,2015,1.703348464,-0.036386501
49672,2016,1.041986471,-0.761251882
49672,2017,-0.115671973,
49757,2013,2.104117026,
49757,2014,2.676079869,
49757,2015,1.642606697,
49757,2016,1.768157735,
49757,2017,1.657714736,
49832,2013,1.305654418,1.111186528
49832,2014,1.949436342,0.504702022
49832,2015,,
49832,2016,,
49832,2017,,
49849,2013,0.123747482,
49849,2014,-0.865433791,0.001513029
49849,2015,0.074340087,
49849,2016,-1.473303247,-2.412782208
49849,2017,0.482738725,
49897,2013,0.195962188,
49897,2014,0.038637585,
49897,2015,0.340603082,
49897,2016,-0.551438709,
49897,2017,1.324270579,
50077,2013,-0.047263356,-1.59304789
50077,2014,0.441608866,-1.668125568
50077,2015,0.656115376,-1.873663872
50077,2016,,
50077,2017,,
50121,2013,1.331309658,1.202511174
50121,2014,-0.184504577,-0.145895519
50121,2015,,
50121,2016,,
50121,2017,,
50161,2013,0.379709505,
50161,2014,1.04997714,
50161,2015,0.398715327,
50161,2016,0.076751373,
50161,2017,0.140748083,
50172,2013,0.09031996,
50172,2014,,
50172,2015,0.680112924,
50172,2016,0.347937942,
50172,2017,,
50182,2013,-0.290558108,0.299553602
50182,2014,-0.17784581,
50182,2015,-1.948409516,
50182,2016,-2.479039483,
50182,2017,,
50199,2013,-0.290499687,-2.038990328
50199,2014,-1.161775308,-1.80476282
50199,2015,-0.913457853,-0.38535158
50199,2016,0.384667736,
50199,2017,0.256477228,
50210,2013,0.703930903,-0.637801127
50210,2014,0.452687686,-0.549794192
50210,2015,1.28010435,0.119861845
50210,2016,0.874742997,
50210,2017,1.005608854,
50211,2013,0.859314583,
50211,2014,0.424082024,
50211,2015,0.089745286,
50211,2016,-1.017147475,
50211,2017,-0.812142677,
50216,2013,0.339606963,
50216,2014,,
50216,2015,,
50216,2016,,
50216,2017,,
50280,2013,0.025624866,
50280,2014,0.215321129,
50280,2015,1.194176477,
50280,2016,-0.19348428,
50280,2017,,
50368,2013,0.093863361,
50368,2014,0.039686123,
50368,2015,-0.20826127,
50368,2016,0.337794377,
50368,2017,0.233429653,
50421,2013,0.69308804,
50421,2014,1.271594141,
50421,2015,-0.269172304,
50421,2016,-0.199229186,
50421,2017,0.388525484,
50463,2013,0.003603147,
50463,2014,-0.23324932,
50463,2015,1.063699659,
50463,2016,-0.064893047,
50463,2017,0.080774389,
50470,2013,0.86505508,
50470,2014,-0.055565325,
50470,2015,1.241968083,
50470,2016,0.637888044,
50470,2017,0.841005458,
50483,2013,0.826351833,
50483,2014,0.240906522,
50483,2015,-0.08555292,
50483,2016,1.940638248,
50483,2017,0.029601435,
50507,2013,,
50507,2014,,
50507,2015,,
50507,2016,-0.696216064,
50507,2017,-0.307545741,
50529,2013,0.139156066,
50529,2014,0.605172296,
50529,2015,0.441434714,
50529,2016,0.670527014,
50529,2017,0.505141105,
50540,2013,1.300406372,0.216895666
50540,2014,0.736163564,-0.979943709
50540,2015,0.337591135,
50540,2016,1.119249417,1.426090841
50540,2017,0.139384795,
50561,2013,,
50561,2014,0.147684992,
50561,2015,0.577081457,
50561,2016,0.44059835,
50561,2017,-0.251803834,
50571,2013,1.355799161,
50571,2014,1.308684838,
50571,2015,0.309514515,
50571,2016,0.435648835,
50571,2017,-0.908803372,
50609,2013,-1.465536689,
50609,2014,-0.508451604,
50609,2015,-0.026136282,
50609,2016,,
50609,2017,,
50693,2013,0.728312861,
50693,2014,0.031659195,
50693,2015,1.345874318,
50693,2016,0.601022674,
50693,2017,-1.728682862,
50713,2013,1.434731982,1.204419608
50713,2014,0.66099455,0.939107748
50713,2015,2.151076809,0.01614345
50713,2016,1.121667664,-0.331376648
50713,2017,-0.640945284,
50730,2013,0.447863998,0.070611839
50730,2014,0.619727404,-0.167797655
50730,2015,-0.115859844,-0.61309293
50730,2016,,
50730,2017,,
50733,2013,-1.477974306,-0.984195937
50733,2014,-0.321307122,
50733,2015,,
50733,2016,,
50733,2017,,
50746,2013,,
50746,2014,-0.481243141,
50746,2015,,
50746,2016,,
50746,2017,,
50796,2013,,
50796,2014,,
50796,2015,,
50796,2016,-1.201047829,0.130053523
50796,2017,-1.049214934,
50814,2013,,
50814,2014,-0.1310759,
50814,2015,-0.864525142,
50814,2016,0.376024123,
50814,2017,0.446508563,
50868,2013,1.730802696,
50868,2014,0.960130159,
50868,2015,0.355057626,
50868,2016,0.996767316,
50868,2017,0.322323981,
50889,2013,0.533730186,
50889,2014,0.474764978,1.101747333
50889,2015,1.275273531,
50889,2016,-1.573401994,0.491283552
50889,2017,-0.870940701,
50892,2013,-2.129813646,
50892,2014,,
50892,2015,,
50892,2016,,
50892,2017,,
50897,2013,-0.572582661,
50897,2014,,
50897,2015,,
50897,2016,,
50897,2017,,
50899,2013,,
50899,2014,-0.911260312,
50899,2015,-1.826494004,-1.915882234
50899,2016,-0.10143039,
50899,2017,0.271289934,
50900,2013,,
50900,2014,-1.794227333,-1.752635915
50900,2015,,
50900,2016,,
50900,2017,,
50978,2013,0.618358253,
50978,2014,,
50978,2015,,
50978,2016,,
50978,2017,,
51050,2013,-1.569122316,
51050,2014,-1.32499986,
51050,2015,-0.583227351,
51050,2016,-1.839983204,
51050,2017,-2.316331683,
51068,2013,-0.151541459,-1.09063937
51068,2014,0.664315786,
51068,2015,1.000194852,
51068,2016,,
51068,2017,,
51081,2013,0.41206963,
51081,2014,0.863802647,
51081,2015,0.970042502,
51081,2016,2.532787152,
51081,2017,0.143696762,
51082,2013,-0.512579575,0.959254917
51082,2014,-0.161510865,1.937026616
51082,2015,0.243019771,1.554628771
51082,2016,0.57870541,2.115159295
51082,2017,0.025274274,
51094,2013,-2.381054621,
51094,2014,,
51094,2015,,
51094,2016,,
51094,2017,,
51105,2013,0.191152697,
51105,2014,0.042453197,
51105,2015,-0.455717188,
51105,2016,,
51105,2017,,
51111,2013,-0.556272848,
51111,2014,-0.34826364,-0.187187262
51111,2015,-0.603154668,0.176154937
51111,2016,-0.691325909,
51111,2017,0.45522696,
51143,2013,0.040421281,
51143,2014,0.288077372,
51143,2015,,
51143,2016,0.414922474,
51143,2017,,
51181,2013,0.645249184,
51181,2014,0.046128893,
51181,2015,-0.568406921,
51181,2016,-0.119717888,
51181,2017,,
51219,2013,-2.078622043,-0.308314811
51219,2014,-1.633046911,-0.394961525
51219,2015,-3.87536949,-0.407123422
51219,2016,,
51219,2017,,
51236,2013,0.198525512,-1.371755265
51236,2014,-1.066534333,-0.900589486
51236,2015,0.292988566,-1.816489474
51236,2016,1.530020504,-0.496988278
51236,2017,0.523056021,
51244,2013,0.451732251,2.270088548
51244,2014,0.041849794,2.736131042
51244,2015,0.076277274,2.423959308
51244,2016,-0.314763049,3.009154454
51244,2017,-0.086290289,
51268,2013,,
51268,2014,,
51268,2015,,
51268,2016,0.487656339,
51268,2017,,
51294,2013,-0.707892182,1.487278407
51294,2014,-1.508322193,-0.801989499
51294,2015,0.222668683,-0.206494908
51294,2016,-0.870305003,-0.310403001
51294,2017,-0.909414652,
51316,2013,0.026642373,
51316,2014,,
51316,2015,,
51316,2016,,
51316,2017,,
51374,2013,-0.37081125,
51374,2014,0.593428654,
51374,2015,-0.385057944,
51374,2016,0.683270545,
51374,2017,-0.624795239,
51390,2013,0.033698505,
51390,2014,,
51390,2015,,
51390,2016,,
51390,2017,,
51398,2013,1.419544015,
51398,2014,0.693015411,
51398,2015,1.030554763,
51398,2016,0.203660693,
51398,2017,1.040746941,
51403,2013,1.070629963,0.426109469
51403,2014,-0.552353516,-0.077392126
51403,2015,-1.264484208,
51403,2016,0.944043548,0.081587149
51403,2017,1.97537788,
51422,2013,0.357921413,
51422,2014,1.43869854,
51422,2015,1.676680494,
51422,2016,0.415637041,
51422,2017,0.291086491,
51457,2013,0.081315056,
51457,2014,-0.498175046,-1.041805458
51457,2015,0.360677211,-0.408518388
51457,2016,0.182742488,-1.444827291
51457,2017,0.046296579,
51464,2013,0.869721231,
51464,2014,0.49211252,
51464,2015,1.029552901,
51464,2016,,
51464,2017,,
51481,2013,0.960012524,
51481,2014,1.105864234,
51481,2015,0.031379108,
51481,2016,1.299220961,
51481,2017,1.828850386,
51542,2013,0.85229916,-0.825882063
51542,2014,0.04027601,-1.108739575
51542,2015,-1.104472822,1.373896474
51542,2016,-0.687859187,1.006238831
51542,2017,-1.77263307,
51570,2013,0.55317464,
51570,2014,0.530961686,
51570,2015,0.08631084,
51570,2016,-0.205292722,-0.362337959
51570,2017,-1.092878053,
51577,2013,,
51577,2014,0.805843886,1.498371178
51577,2015,0.740689368,0.800358635
51577,2016,0.92654374,
51577,2017,1.476299311,
51583,2013,1.00650976,0.33199247
51583,2014,1.106838738,-0.109721452
51583,2015,1.888722983,
51583,2016,1.051758413,-0.600687531
51583,2017,1.298065765,
51654,2013,0.40406778,
51654,2014,-0.049617557,
51654,2015,0.156519851,
51654,2016,-0.748135285,
51654,2017,,
51655,2013,1.625448479,-0.246933942
51655,2014,-0.495284698,0.168064023
51655,2015,-0.476436263,0.648476401
51655,2016,-0.895490899,0.995083472
51655,2017,0.745245522,
51722,2013,,
51722,2014,,
51722,2015,,
51722,2016,-0.531926232,
51722,2017,-0.025047713,
51730,2013,0.425850681,0.063012271
51730,2014,-0.134894571,-0.901085892
51730,2015,0.314215823,-1.175767398
51730,2016,0.542418727,0.573281639
51730,2017,0.688337505,
51746,2013,1.480403096,
51746,2014,2.136924888,
51746,2015,0.141884782,
51746,2016,0.74722334,
51746,2017,-0.428817267,
51794,2013,0.715993332,-1.050951047
51794,2014,0.638175368,-0.676625546
51794,2015,0.936050953,0.639962267
51794,2016,1.247402028,1.747993161
51794,2017,1.023211017,
51818,2013,0.69308804,
51818,2014,0.150675399,
51818,2015,0.097751975,
51818,2016,0.464221296,
51818,2017,-0.219403933,
51822,2013,0.397125633,
51822,2014,0.039499848,
51822,2015,0.290583907,
51822,2016,0.198455001,
51822,2017,0.232451616,
51824,2013,0.026737144,
51824,2014,0.206596888,
51824,2015,-0.935490034,
51824,2016,-1.056551268,
51824,2017,-1.648613458,
51831,2013,-0.09882127,
51831,2014,-0.256669309,
51831,2015,,
51831,2016,,
51831,2017,,
51834,2013,1.132242918,
51834,2014,1.157689451,
51834,2015,-0.218780692,-1.351210747
51834,2016,-0.149281828,
51834,2017,-0.356169153,
51859,2013,0.844732926,
51859,2014,1.042453674,
51859,2015,0.44232494,
51859,2016,0.80141353,
51859,2017,1.607137526,
51883,2013,1.776827162,
51883,2014,1.604350697,
51883,2015,,
51883,2016,,
51883,2017,,
51918,2013,0.177410569,
51918,2014,-0.522464168,
51918,2015,-1.487834695,
51918,2016,-0.203005928,
51918,2017,-0.459775464,
51926,2013,0.215677379,0.141725474
51926,2014,0.046606403,0.068001528
51926,2015,-0.857032043,-0.828486252
51926,2016,0.02267469,-0.32108281
51926,2017,0.353316664,
51955,2013,,
51955,2014,,
51955,2015,,
51955,2016,-0.53721293,
51955,2017,0.436688359,
51956,2013,1.419795711,
51956,2014,0.205829958,1.962420745
51956,2015,0.219941392,0.309689962
51956,2016,0.139143279,-0.636377032
51956,2017,-0.339553393,
51966,2013,,
51966,2014,,
51966,2015,-1.813566997,
51966,2016,-0.903654416,
51966,2017,-1.488926821,
51972,2013,1.248715633,
51972,2014,0.196618384,
51972,2015,0.979101368,
51972,2016,0.28414231,
51972,2017,2.916619604,
51983,2013,-1.134320845,0.011478328
51983,2014,0.025345844,
51983,2015,-0.28545488,
51983,2016,-0.47500626,-0.46081937
51983,2017,-0.954656561,
51989,2013,0.620869694,
51989,2014,-0.037199636,
51989,2015,1.656530159,
51989,2016,-0.185567239,
51989,2017,-0.356133132,
52002,2013,0.187614038,-1.495449013
52002,2014,-0.195649785,-0.603269612
52002,2015,-1.43750612,-0.601650945
52002,2016,-0.075941568,
52002,2017,0.742069277,
52018,2013,,
52018,2014,,
52018,2015,,
52018,2016,1.647482331,
52018,2017,0.354924532,
52019,2013,-0.907572669,-0.854690419
52019,2014,0.366729481,-0.778625091
52019,2015,0.461981277,-0.526043677
52019,2016,0.72151072,-0.131870853
52019,2017,0.008452743,
52033,2013,1.672338678,0.858089881
52033,2014,0.478617585,1.013481407
52033,2015,0.949314522,1.253772593
52033,2016,0.296576914,1.449951024
52033,2017,1.066377861,
52045,2013,-0.10733501,0.027204706
52045,2014,-0.81950204,2.240965563
52045,2015,-0.255060874,
52045,2016,0.503620966,
52045,2017,-0.89922587,
52061,2013,-1.182439795,
52061,2014,-0.792316983,
52061,2015,-2.361899758,
52061,2016,,
52061,2017,,
52068,2013,-0.111105485,
52068,2014,-0.259449734,
52068,2015,1.430947269,
52068,2016,-0.305010267,
52068,2017,-0.259478696,
52075,2013,0.011891561,
52075,2014,0.368537511,
52075,2015,-0.801083819,
52075,2016,-0.567615069,
52075,2017,-1.055715947,
52076,2013,-0.433814829,
52076,2014,0.232720046,
52076,2015,1.14464672,
52076,2016,0.441869896,
52076,2017,,
52077,2013,1.682128447,
52077,2014,0.343348866,
52077,2015,0.671363585,
52077,2016,-0.103496235,
52077,2017,1.372258013,
52101,2013,0.840403101,
52101,2014,0.427057009,
52101,2015,0.20321787,
52101,2016,0.582165463,
52101,2017,0.310665669,
52133,2013,0.715993332,
52133,2014,-0.296381644,
52133,2015,0.518500086,
52133,2016,-0.331468315,
52133,2017,0.395567499,
52140,2013,1.139728271,
52140,2014,0.20290163,
52140,2015,-0.078000282,
52140,2016,0.283445813,
52140,2017,0.174373675,
52209,2013,1.525023115,
52209,2014,,
52209,2015,-1.089928969,
52209,2016,0.848193998,
52209,2017,0.666859557,
52235,2013,0.203014246,
52235,2014,0.249112262,
52235,2015,0.095874899,
52235,2016,1.572480591,
52235,2017,,
52288,2013,,1.594924995
52288,2014,,
52288,2015,,
52288,2016,,
52288,2017,,
52374,2013,0.040399511,
52374,2014,-0.569265183,
52374,2015,-1.523658029,
52374,2016,,
52374,2017,,
52386,2013,0.927279001,
52386,2014,0.391632538,
52386,2015,0.344139113,
52386,2016,-0.911666592,
52386,2017,,
52397,2013,-0.371708904,
52397,2014,1.686880441,
52397,2015,1.309756787,
52397,2016,,
52397,2017,,
52399,2013,,
52399,2014,,
52399,2015,,
52399,2016,,
52399,2017,0.309279049,
52400,2013,,
52400,2014,,
52400,2015,-1.448151681,0.357954913
52400,2016,-1.843467268,-0.921005038
52400,2017,-1.005448816,
52417,2013,,
52417,2014,,
52417,2015,0.492689454,
52417,2016,0.008794097,
52417,2017,0.694549721,
52473,2013,0.593273306,
52473,2014,0.369644946,
52473,2015,1.024105827,
52473,2016,,
52473,2017,,
52474,2013,-1.144791705,
52474,2014,0.215658872,
52474,2015,-0.17820249,
52474,2016,0.948817832,
52474,2017,-0.209487672,
52479,2013,,
52479,2014,,
52479,2015,,
52479,2016,,
52479,2017,-0.857484796,
52492,2013,0.565877257,
52492,2014,0.218447321,
52492,2015,1.32891582,
52492,2016,1.169807294,
52492,2017,1.284605593,
52552,2013,-0.303193345,
52552,2014,0.594607254,
52552,2015,0.982216172,
52552,2016,0.386515967,
52552,2017,0.195262935,
52623,2013,0.277002966,
52623,2014,-0.304051639,-0.788659636
52623,2015,0.158731644,-0.982943372
52623,2016,1.386453515,0.269611346
52623,2017,-0.669115277,
52675,2013,0.471186266,
52675,2014,,
52675,2015,,
52675,2016,,
52675,2017,,
52794,2013,0.081769169,
52794,2014,0.039499848,
52794,2015,0.298486848,
52794,2016,1.151376519,
52794,2017,0.457560944,
52834,2013,1.109625411,
52834,2014,1.768303854,
52834,2015,,
52834,2016,,
52834,2017,,
52842,2013,1.067308467,0.414801337
52842,2014,0.628780618,-0.166888868
52842,2015,0.148906147,0.211506961
52842,2016,-0.152636561,-0.363004467
52842,2017,-0.801148567,
52846,2013,,
52846,2014,-0.763359299,
52846,2015,-1.006482533,
52846,2016,-0.896139557,
52846,2017,0.457454019,
52854,2013,0.489078039,
52854,2014,,
52854,2015,,
52854,2016,,
52854,2017,,
52867,2013,-1.404767068,
52867,2014,0.988811777,
52867,2015,0.766863659,
52867,2016,0.293919346,
52867,2017,1.102839459,
52954,2013,1.180076866,
52954,2014,1.569197205,
52954,2015,0.879317842,
52954,2016,1.643498526,
52954,2017,2.325950005,
53056,2013,0.042697149,
53056,2014,-0.528655061,-0.530880186
53056,2015,0.157301495,
53056,2016,-0.302630037,
53056,2017,0.284172799,
53086,2013,-0.116994684,-0.562646831
53086,2014,1.264218441,-0.683370679
53086,2015,0.902125051,-0.671212541
53086,2016,0.049017049,-0.092338785
53086,2017,-0.563036643,
53114,2013,1.504780024,
53114,2014,0.465437046,
53114,2015,0.962722359,
53114,2016,1.218077104,
53114,2017,-0.155857248,
53358,2013,-1.619173884,-0.851090116
53358,2014,-0.551436793,0.48528425
53358,2015,-1.438159716,-0.427006381
53358,2016,-1.283854439,0.478299064
53358,2017,-0.32407546,
53370,2013,-0.242281342,
53370,2014,1.993047367,
53370,2015,1.439854806,
53370,2016,0.993154163,
53370,2017,0.2258348,
53386,2013,-0.474127303,-0.839793648
53386,2014,-0.527168934,-0.304856198
53386,2015,-0.79335428,0.730309128
53386,2016,-0.364109771,
53386,2017,-1.212383057,
53391,2013,1.768687702,
53391,2014,0.439883304,
53391,2015,1.111941181,
53391,2016,0.797302212,
53391,2017,0.128863571,
53395,2013,1.28573374,0.183139385
53395,2014,2.293953146,0.391061342
53395,2015,2.603008838,-0.827871323
53395,2016,1.437318926,1.123381106
53395,2017,3.013207289,
53398,2013,0.844170436,
53398,2014,0.311516487,
53398,2015,1.528916057,
53398,2016,,
53398,2017,,
53459,2013,0.362536138,
53459,2014,1.654348782,
53459,2015,-0.12359428,
53459,2016,0.090853763,
53459,2017,0.107367186,
53478,2013,-0.339870396,
53478,2014,0.38876407,
53478,2015,0.987905475,
53478,2016,0.589996526,
53478,2017,0.084937491,
53480,2013,-0.900936979,
53480,2014,-0.095243701,
53480,2015,0.108288635,
53480,2016,-0.055097215,
53480,2017,,
53502,2013,-1.988959184,
53502,2014,-0.446509974,
53502,2015,-1.815868735,
53502,2016,-1.709170116,
53502,2017,,
53554,2013,0.639391263,-0.157662253
53554,2014,0.018533499,
53554,2015,,
53554,2016,,
53554,2017,,
53555,2013,0.164817309,2.110881159
53555,2014,,
53555,2015,,
53555,2016,,
53555,2017,,
53562,2013,0.202919749,-0.911256903
53562,2014,0.644834907,0.160369633
53562,2015,-0.067657379,-0.488030807
53562,2016,-0.038828207,-0.538711434
53562,2017,0.329753694,
53661,2013,0.533362545,
53661,2014,,
53661,2015,,
53661,2016,,
53661,2017,,
53664,2013,-2.234056037,
53664,2014,-0.505377718,
53664,2015,-0.872735447,
53664,2016,-0.104827869,
53664,2017,0.279910624,
53676,2013,,
53676,2014,-0.058923194,0.173912673
53676,2015,-0.635023224,1.963841565
53676,2016,-0.249493476,1.812725241
53676,2017,-0.352517747,
53677,2013,0.37379666,0.769766209
53677,2014,0.69675728,1.412347084
53677,2015,1.100914403,0.962475216
53677,2016,1.936465024,1.862174419
53677,2017,1.352106137,
53678,2013,1.306772798,1.8954275
53678,2014,,
53678,2015,1.464714082,0.728629781
53678,2016,2.015294195,2.81581957
53678,2017,2.536072042,
53680,2013,-0.749787104,
53680,2014,-0.360304589,
53680,2015,-0.06863685,
53680,2016,,
53680,2017,,
53683,2013,0.260347978,
53683,2014,,
53683,2015,,
53683,2016,,
53683,2017,,
53722,2013,,
53722,2014,,
53722,2015,,
53722,2016,,
53722,2017,,
53744,2013,0.868164316,
53744,2014,0.035489772,
53744,2015,1.19000447,
53744,2016,0.670609415,
53744,2017,0.330727065,
53745,2013,0.275528246,
53745,2014,0.738869713,
53745,2015,0.511121739,
53745,2016,0.80608692,
53745,2017,0.235177566,
53801,2013,-0.212084579,
53801,2014,,
53801,2015,-1.186426261,
53801,2016,0.670174612,
53801,2017,-1.028316286,
53828,2013,0.276479698,
53828,2014,0.14170021,
53828,2015,0.965778006,
53828,2016,-0.08720928,
53828,2017,0.015958083,
53860,2013,0.988950939,
53860,2014,1.722217737,
53860,2015,1.058980604,-0.692131347
53860,2016,1.974752736,-0.891155199
53860,2017,1.696620772,
53867,2013,0.519281194,-0.541669445
53867,2014,0.244545224,0.446406875
53867,2015,-0.185486503,-0.338735379
53867,2016,0.001137234,0.568225281
53867,2017,-0.677038873,
53882,2013,-0.528142892,
53882,2014,-1.311970321,
53882,2015,-1.09515926,
53882,2016,0.738834691,
53882,2017,-0.044315048,
53885,2013,0.601262067,
53885,2014,1.890479948,
53885,2015,1.708830588,
53885,2016,0.263541461,
53885,2017,0.241379881,
53895,2013,0.1149345,0.354095573
53895,2014,1.060366846,-1.310967115
53895,2015,-0.429970676,
53895,2016,-0.332946076,
53895,2017,0.411559573,
53921,2013,0.011496721,
53921,2014,0.371684744,
53921,2015,-0.352630127,
53921,2016,-0.848651919,
53921,2017,0.465322701,
54085,2013,0.277215961,
54085,2014,0.473749249,
54085,2015,-0.144458831,
54085,2016,0.846568353,
54085,2017,-0.432374039,
54093,2013,,
54093,2014,,
54093,2015,,
54093,2016,,
54093,2017,-2.662184851,
54132,2013,-0.340553752,
54132,2014,-1.040862415,
54132,2015,-0.460486687,
54132,2016,-0.606709085,
54132,2017,-1.489853074,
54134,2013,0.954790125,
54134,2014,0.133113633,
54134,2015,1.185367663,
54134,2016,1.00905464,
54134,2017,0.362811937,
54148,2013,-0.076254837,-0.862094
54148,2014,0.672272335,-0.324692596
54148,2015,0.861066465,0.316066642
54148,2016,-0.4319764,0.062779622
54148,2017,0.008165199,
54218,2013,0.78982955,
54218,2014,0.989308032,
54218,2015,1.534008441,
54218,2016,1.352734541,
54218,2017,1.104819206,
54225,2013,0.426324591,
54225,2014,0.576054709,
54225,2015,0.079731884,
54225,2016,0.285512628,
54225,2017,0.03878219,
54269,2013,,
54269,2014,-2.312012968,
54269,2015,-0.249367119,-0.112778295
54269,2016,-0.335405735,0.37000923
54269,2017,0.607473869,
54273,2013,0.627368841,
54273,2014,1.355013666,
54273,2015,-0.347725393,
54273,2016,-0.31375532,
54273,2017,0.292288964,
54301,2013,1.068148507,0.454051118
54301,2014,1.223748294,2.059273428
54301,2015,,
54301,2016,,
54301,2017,,
54367,2013,0.053712661,
54367,2014,-0.346198591,
54367,2015,-1.291581738,
54367,2016,-0.763950087,
54367,2017,-0.336400252,
54421,2013,0.162003063,
54421,2014,,
54421,2015,,
54421,2016,,
54421,2017,,
54447,2013,0.411093461,
54447,2014,0.685251595,
54447,2015,0.336056347,
54447,2016,0.452611248,
54447,2017,,
54476,2013,1.329040571,
54476,2014,1.888723694,
54476,2015,-0.258855863,
54476,2016,-0.187302389,
54476,2017,-0.426226866,
54482,2013,0.5533808,
54482,2014,0.582198118,
54482,2015,0.505455782,
54482,2016,0.744537214,
54482,2017,1.091016974,
54558,2013,,
54558,2014,,
54558,2015,,
54558,2016,,
54558,2017,0.584741095,
54606,2013,0.060085722,
54606,2014,-1.519470598,-0.21957628
54606,2015,0.844831724,-0.428343842
54606,2016,1.024302276,-0.153767534
54606,2017,0.16163353,
54616,2013,0.205106539,
54616,2014,0.034208667,-0.032004313
54616,2015,0.059933887,
54616,2016,-0.888853346,
54616,2017,,
54624,2013,,
54624,2014,,-2.312232835
54624,2015,1.651468753,-0.36288775
54624,2016,0.90972418,-1.520307975
54624,2017,,
54637,2013,-0.805469842,
54637,2014,-0.926163882,
54637,2015,-0.300810972,
54637,2016,0.031739645,
54637,2017,0.063532667,
54640,2013,0.850807122,1.476319291
54640,2014,1.903412508,2.975053131
54640,2015,1.288256579,2.271904208
54640,2016,0.636623592,2.437044436
54640,2017,0.641196485,
54704,2013,0.942772266,
54704,2014,0.180580721,
54704,2015,-0.218046502,
54704,2016,,
54704,2017,,
54712,2013,1.6339239,
54712,2014,1.191527117,-0.104510418
54712,2015,0.667539208,0.804659462
54712,2016,1.494651812,1.494760719
54712,2017,-0.496648376,
54718,2013,,-1.203900355
54718,2014,,
54718,2015,,
54718,2016,,
54718,2017,,
54731,2013,,
54731,2014,-0.897104861,
54731,2015,-0.230666335,
54731,2016,0.266206729,
54731,2017,,
54753,2013,0.365103929,
54753,2014,0.306885183,
54753,2015,0.168569482,
54753,2016,0.41776643,
54753,2017,-0.781085293,
54770,2013,,
54770,2014,,
54770,2015,,
54770,2016,-0.05002807,
54770,2017,-1.137376774,
54847,2013,-0.521947386,0.447612108
54847,2014,-1.541131257,0.725652695
54847,2015,,
54847,2016,-0.838256785,-1.347763232
54847,2017,-0.794788623,
55057,2013,0.551116382,0.251883343
55057,2014,-0.122098207,0.205738448
55057,2015,1.044527268,-0.73403418
55057,2016,0.613437511,0.586364934
55057,2017,-0.216146825,
55094,2013,0.058391692,
55094,2014,0.275016902,
55094,2015,1.746990391,
55094,2016,0.337023118,
55094,2017,,
55103,2013,0.480824072,0.5764764
55103,2014,0.380262822,0.294879592
55103,2015,1.28647988,-0.627833586
55103,2016,,
55103,2017,,
55104,2013,0.729282187,
55104,2014,1.672326405,
55104,2015,0.708745752,
55104,2016,1.077694468,
55104,2017,1.601877682,
55113,2013,-0.294300476,
55113,2014,0.464617677,
55113,2015,0.33356047,
55113,2016,0.779994855,
55113,2017,-0.044315048,
55144,2013,,
55144,2014,,
55144,2015,,
55144,2016,,
55144,2017,0.335661238,
55149,2013,-1.01353954,
55149,2014,-1.138352463,-0.606777841
55149,2015,-0.63446816,
55149,2016,-0.333719881,
55149,2017,-0.864701568,
55182,2013,0.421810875,
55182,2014,-1.126852965,
55182,2015,-0.452787999,
55182,2016,-0.162435303,
55182,2017,,
55192,2013,,
55192,2014,,
55192,2015,,
55192,2016,-1.137258321,
55192,2017,-2.338079363,
55197,2013,-1.381240282,
55197,2014,,
55197,2015,-2.538277622,-1.195960119
55197,2016,-2.107069007,-1.250332208
55197,2017,-1.2980699,
55346,2013,-1.521809572,
55346,2014,,
55346,2015,,
55346,2016,,
55346,2017,,
55363,2013,-1.256272379,
55363,2014,-0.655498399,-0.258450119
55363,2015,-0.142225729,0.120846573
55363,2016,-0.392706607,
55363,2017,1.080995608,
55499,2013,0.657911026,
55499,2014,0.623400016,0.031139592
55499,2015,0.895305075,-0.767858634
55499,2016,0.771958123,0.97101942
55499,2017,0.513239914,
55511,2013,-2.538861691,
55511,2014,-0.81950204,
55511,2015,-1.063521419,
55511,2016,0.126612995,
55511,2017,-0.280921306,
55515,2013,1.092708934,-0.775492304
55515,2014,-0.730390199,-0.083051533
55515,2015,-1.363087636,-0.839786374
55515,2016,-0.330170576,0.707396991
55515,2017,-0.860947276,
55546,2013,-0.005536223,-1.067975979
55546,2014,0.332298805,-0.357827657
55546,2015,1.168638034,1.393447205
55546,2016,-0.126462277,-0.962893897
55546,2017,0.602794633,
55549,2013,-0.0563857,
55549,2014,1.457910361,-0.492754838
55549,2015,,
55549,2016,,
55549,2017,,
55567,2013,0.42520093,
55567,2014,0.192781706,
55567,2015,0.130537409,
55567,2016,0.036570743,
55567,2017,-0.252105263,
55635,2013,-0.167397454,
55635,2014,-1.209859119,
55635,2015,0.820580435,
55635,2016,1.836064685,
55635,2017,-0.08172293,
55644,2013,0.209311415,
55644,2014,0.669753321,
55644,2015,1.608593585,
55644,2016,,
55644,2017,,
